fac_id,m1saq1,m1saq2,m1saq3,m1saq5,m1saq7,m1saq10_1b,m1saq10_2b,m1saq11,m1saq11_hr,m1saq11_mn,m1saq12,m1saq12_hr,m1saq12_mn,m1saq14a,m1saq14a_hr,m1saq14a_mn,m1saq14b,m1saq14b_hr,m1saq14b_mn,m1saq15_1b,m1saq15_2b,m1saq16a,m1saq16c,m1sa1q1,m1sa1q2,m1sbq4,m1sbq8,m1sbq14,m1sbq15,m1scq14a,m1scq14b,m1scq15a,m1scq15b,m1scq16a,m1scq16b,m1scq17a,m1scq17b,m1scq18a,m1scq18b,m1scq19a,m1scq19b,m1scq25a,m1scq25b,m1scq25c,m1scq25d,m1scq25e,m1scq25f,m1scq25g,m1scq25h,m1scq25i,m1scq25j,m1scq25k,m1scq25l,m1scq25m,m1scq25m_oth,m1scq25n,m1scq26,m1scq27a,m1scq27b,m1scq27c,m1scq27d,m1scq27e,m1scq27f,m1scq27g,m1scq27h,m1scq27i,m1scq27j,m1scq27k,m1scq27l,m1scq27m,m1scq27m_oth,m1scq27n,m1scq28,m1scq29,m1scq30,m1scq31,m1scq32,m1sdq1a,m1sdq1b,m1sdq2a,m1sdq2b,m1sdq3a,m1sdq3b,m1sdq4a,m1sdq4b,m1sdq5a,m1sdq5b,m1sdq6a,m1sdq6b,m1sdq7a,m1sdq7b,m1sdq8a,m1sdq8b,m1sdq9a,m1sdq9b,m1sdq10a,m1sdq10b,m1sdq11a,m1sdq11b,m1seq1,m1seq2,m1seq3,m1seq4,m1seq5,m1seq6,m1seq7,m1seq8,m1seq9,m1seq10,m1seq11,m1seq12,m1seq13,m1seq14,m1seq15,m1seq16,m1seq17,m1seq18,m1seq19,m1seq20,m1seq21,m1seq22,m1seq23,m1seq24,m1seq25,m1seq26,m1seq27,m1seq28,m1seq29,m1seq30,m1seq31,m1seq32,m1seq33,m1seq34,m1seq35,m1seq36,m1seq37,m1seq38,m1seq39,m1seq40,m1seq41,m1seq42,m1seq43,m1seq44,m1seq45,m1seq46,m1seq47,m1seq48,m1seq49,m1seq50,m1seq51,m1seq52,m1seq53,m1seq54,m1seq55,m1seq56,m1seq57,m1seq58
601014,Bayelsa,1.0,109.0,601014,Rural,630,620.0,11 0,11,0,1543,15.0,43.0,1139,11.0,39.0,1500,15.0,0.0,630.0,630.0,Questionnaire Completed,630.0,Yes,,Private,Health Post,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,NO WASTE VISIBLE,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,THROW IN THE RIVER,No,NO WASTE VISIBLE,,,No,No,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,No,,No,,No,,No,,No,,No,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),No,No,No,,,,,,,,,,,,,,,,,,,,,,,
602001,Bayelsa,2.0,210.0,602001,Rural,63005,63006.0,12 0,12,0,1535,15.0,35.0,1505,15.0,5.0,1715,17.0,15.0,63004.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,NO WASTE VISIBLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,NO WASTE VISIBLE,,,No,No,No,,Yes (observed),Yes,No,,Yes (observed),Yes,No,,Yes (observed),Yes,No,,No,,No,,No,,No,,Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Available,Available,Available,Available,Yes and observed,Yes and observed,No,Yes and observed,Yes and observed
602002,Bayelsa,2.0,848.0,602002,Rural,63005,63006.0,1130,11,30,1628,16.0,28.0,1000,10.0,0.0,1243,12.0,43.0,63005.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Hospital,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,WASTE VISIBLE BUT PROTECTED AREA,,,No,Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Yes and observed,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),,,,,,,,,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
602003,Bayelsa,2.0,201.0,602003,Rural,63005,63006.0,815,8,15,1504,15.0,4.0,1657,16.0,57.0,1758,17.0,58.0,63005.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,NO WASTE VISIBLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,NO WASTE VISIBLE,,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Never available,Never available,Not available today,Never available,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,No,Yes,,No,Yes,,,,,,,,,Available,Available,Not available on the day,Available,Not available on the day,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
602004,Bayelsa,2.0,201.0,602004,Rural,63003,63004.0,850,8,50,1410,14.0,10.0,1509,15.0,9.0,1648,16.0,48.0,63004.0,63003.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),No,No,,No,,No,,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,NO WASTE VISIBLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,WASTE VISIBLE BUT PROTECTED AREA,,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,No,,No,,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,No,Yes,,Yes,,At least one observed (AND non-expired),Not available today,Never available,Not available today,Not available today,Not available today,Available BUT not observed,Not available today,,,,,,,,,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
602005,Bayelsa,2.0,202.0,602005,Rural,63003,63004.0,1138,11,38,1500,15.0,0.0,1305,13.0,5.0,1445,14.0,45.0,63004.0,63006.0,Questionnaire Completed,30.0,Yes,,Public,,-99.0,-99.0,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,BURY,No,NO WASTE VISIBLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines not observed,Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),No,Yes (observed),Yes,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Never available,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Never available,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Yes and observed,No,Yes,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
602006,Bayelsa,2.0,202.0,602006,Rural,63004,63006.0,1415,14,15,1630,16.0,30.0,1307,13.0,7.0,1502,15.0,2.0,63004.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines not observed,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,At least one observed (AND non-expired),At least one observed (BUT expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (BUT expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes and observed,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (BUT expired/VVM Status Stage 3 above),Never available,At least one observed (BUT expired/VVM Status Stage 3 above),At least one observed (BUT expired/VVM Status Stage 3 above),At least one observed (AND non-expired),Not available today,At least one observed (BUT expired/VVM Status Stage 3 above),,,,,,,,,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
602007,Bayelsa,2.0,202.0,602007,Rural,63001,63002.0,830,8,30,1031,10.0,31.0,1100,11.0,0.0,1300,13.0,0.0,63004.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,WASTE SITE NOT INSPECTED,,,Yes - guidelines not observed,No,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,No,,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (BUT expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
602008,Bayelsa,2.0,202.0,602008,Rural,63001,63002.0,837,8,37,1158,11.0,58.0,937,9.0,37.0,1148,11.0,48.0,63001.0,63002.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,"WASTE VISIBLE, NOT PROTECTED",No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,RIVER,No,NO WASTE VISIBLE,,,No,No,No,,No,,No,,No,,No,,Yes (observed),No,No,,No,,No,,Yes (observed),Yes,No,,Not available today,Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Yes but not observed,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
602009,Bayelsa,2.0,202.0,602009,Rural,63003,63004.0,1041,10,41,1225,12.0,25.0,829,8.0,29.0,1040,10.0,40.0,63004.0,63003.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,WASTE VISIBLE BUT PROTECTED AREA,,,No,No,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),No,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Never available,No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
602011,Bayelsa,2.0,203.0,602011,Rural,63005,63006.0,940,9,40,1259,12.0,59.0,947,9.0,47.0,1313,13.0,13.0,63005.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,NO WASTE VISIBLE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,"WASTE VISIBLE, NOT PROTECTED",,,No,Yes,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,No,,No,,Yes (observed),Yes,No,,Not available today,Never available,Not available today,Never available,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,No,Yes and observed,Yes and observed
602012,Bayelsa,2.0,204.0,602012,Rural,63001,63002.0,1223,12,23,1407,14.0,7.0,1000,10.0,0.0,1300,13.0,0.0,63001.0,63002.0,Questionnaire Completed,630.0,Yes,,Private,Hospital,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,NO WASTE VISIBLE,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,WASTE VISIBLE BUT PROTECTED AREA,,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),No,Yes (observed),No,No,,Yes (observed),Yes,No,,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes and observed,No,Yes,No,Yes,,,,,,,,,Available,Available,Never available,Available,Available,Available,Available,Available,Yes and observed,No,Yes and observed,Yes and observed,Yes and observed
602013,Bayelsa,2.0,204.0,602013,Rural,63001,63002.0,931,9,31,1216,12.0,16.0,,13.0,0.0,,13.0,20.0,63001.0,63002.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,NO WASTE VISIBLE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,"WASTE VISIBLE, NOT PROTECTED",,,No,Yes,Yes (observed),No,Yes (observed),Yes,No,,Yes (observed),Yes,No,,Yes (observed),No,No,,No,,No,,No,,No,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,No,Yes,,No,Yes,,,,,,,,,Available,Not available on the day,Never available,Available,Never available,Not available on the day,Not available on the day,Available,Yes and observed,Yes and observed,Yes and observed,No,Yes and observed
602015,Bayelsa,2.0,205.0,602015,Rural,63003,63004.0,1154,11,54,1402,14.0,2.0,810,8.0,10.0,1255,12.0,55.0,63003.0,63004.0,Questionnaire Completed,630.0,Yes,,Public,,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,BURY,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,RIVER,No,WASTE VISIBLE BUT PROTECTED AREA,,,No,No,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,Not available today,At least one observed (BUT expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,No,Yes,No,No,,,,,,,,,,,,,,,,,Yes but not observed,No,Yes but not observed,No,Yes and observed
602016,Bayelsa,2.0,205.0,602016,Rural,63003,63004.0,815,8,15,1549,15.0,49.0,1530,15.0,30.0,1614,16.0,14.0,63003.0,63004.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,"WASTE VISIBLE, NOT PROTECTED",No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,"WASTE VISIBLE, NOT PROTECTED",,,No,Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),No,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
602017,Bayelsa,2.0,206.0,602017,Rural,63005,63006.0,1154,11,54,1536,15.0,36.0,809,8.0,9.0,1055,10.0,55.0,63005.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,NO WASTE VISIBLE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,NO WASTE VISIBLE,,,Yes - guidelines not observed,Yes,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,Yes (observed),No,Yes (observed),Yes,No,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Yes and observed,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),,,,,,,,,Yes and observed,Yes and observed,Yes and observed,Yes and observed,No
