unique_id,fac_id,staff_id,m2sfq1,m2sfq3,m2sfq4,m2sfq7,m2sfq8,m2sfq9,m2sfq10,m2sfq11,m2sfq12,m2sfq13,m2sfq14,m2sfq14aut,m2sfq15,m2sfq16,m2sgq1,m2sgq3,m2sgq5,m2sgq6,m2sgq7,m2sgq8,m2sgq8aut,m2sgq9,m2sgq10,has_roster,has_absentee,country,absence_rate
56_2,56,2,5 or less,5 or less,2,Other,Primary,Certificate,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.5
56_3,56,3,5 or less,5 or less,3,Other,Secondary,None,Homme,25-34,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.5
58_1,58,1,5 or less,5 or less,1,Nurse,Primary,Certificate,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,1.0
59_2,59,2,5 or less,5 or less,2,Other,Secondary,Diploma,0,35-44,Oui,0,Maladie/maternité,,Oui,,2.0,2.0,Other,0.0,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.33333334
59_1,59,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
59_3,59,3,5 or less,5 or less,3,Other,Secondary,Diploma,Homme,Younger than 25,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Cherche des informations/formation,0.0,1,1.0,Togo-2013,0.33333334
6_2,6,2,5 or less,5 or less,2,Other,Primary,None,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,1.0
6_1,6,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,1.0
60_1,60,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Mission officielle,,,,1,1.0,Togo-2013,0.25
60_2,60,2,5 or less,5 or less,2,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.25
60_4,60,4,5 or less,5 or less,4,Other,Primary,None,0,25-34,0,Oui,,,Oui,Non,4.0,4.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.25
60_3,60,3,5 or less,5 or less,3,Other,Primary,Certificate,0,45 or older,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.25
61_3,61,3,5 or less,5 or less,3,Other,Secondary,None,Homme,25-34,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
61_2,61,2,5 or less,5 or less,2,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
61_1,61,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Mission officielle,,,,1,1.0,Togo-2013,0.33333334
62_2,62,2,5 or less,5 or less,2,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
62_1,62,1,5 or less,5 or less,1,Nurse,Primary,Certificate,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
63_1,63,1,11-50,5 or less,1,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,0,Absence autorisée (permission/congé),,Non,,,,,,,,,,,1,,Togo-2013,0.7
63_14,63,14,11-50,5 or less,14,Other,Primary,None,0,45 or older,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.7
63_11,63,11,11-50,5 or less,11,Other,Secondary,Diploma,Homme,45 or older,0,Oui,,,Oui,Non,9.0,11.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.7
63_2,63,2,11-50,5 or less,2,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,0,Formation/séminaire/réunion,,Oui,,1.0,2.0,Clinical Officer,Homme,0.0,Formation/séminaire/réunion,,,,1,1.0,Togo-2013,0.7
63_15,63,15,11-50,5 or less,15,Other,Primary,None,Homme,45 or older,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.7
63_8,63,8,11-50,5 or less,8,Other,Post-Secondary,Advanced,Homme,45 or older,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.7
63_12,63,12,11-50,5 or less,12,Other,Primary,None,Homme,35-44,0,Oui,,,Oui,Non,10.0,12.0,Other,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.7
63_13,63,13,11-50,5 or less,13,Other,Primary,None,0,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.7
63_4,63,4,11-50,5 or less,4,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,Maladie/maternité,,Oui,,3.0,4.0,Nurse,0.0,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.7
63_6,63,6,11-50,5 or less,6,Other,Primary,None,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,,5.0,6.0,Other,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.7
63_9,63,9,11-50,5 or less,9,Other,Post-Secondary,Diploma,Homme,45 or older,0,Oui,,,Oui,Non,7.0,9.0,Other,Homme,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.7
63_3,63,3,11-50,5 or less,3,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,3.0,Nurse,Homme,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.7
63_5,63,5,11-50,5 or less,5,Nurse,Secondary,Diploma,0,35-44,Oui,Oui,,,Oui,Oui,4.0,5.0,Nurse,0.0,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.7
63_7,63,7,11-50,5 or less,7,Nurse,Post-Secondary,Advanced,0,25-34,Oui,Oui,,,Oui,Oui,6.0,7.0,Nurse,0.0,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.7
63_10,63,10,11-50,5 or less,10,Other,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Oui,Non,8.0,10.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.7
64_1,64,1,6-10,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.14285715
64_3,64,3,6-10,5 or less,3,Other,Post-Secondary,Advanced,Homme,35-44,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.14285715
64_4,64,4,6-10,5 or less,4,Other,Secondary,Diploma,Homme,45 or older,0,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.14285715
64_2,64,2,6-10,5 or less,2,Nurse,Post-Secondary,Advanced,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,0.0,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.14285715
64_6,64,6,6-10,5 or less,6,Other,Primary,None,0,45 or older,0,Oui,,,Oui,Non,6.0,6.0,Other,0.0,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.14285715
64_7,64,7,6-10,5 or less,7,Other,Secondary,Diploma,0,35-44,Oui,Oui,,,Oui,Oui,7.0,7.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.14285715
64_5,64,5,6-10,5 or less,5,Nurse,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,5.0,5.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.14285715
65_8,65,8,11-50,5 or less,8,Other,Primary,None,0,45 or older,0,Oui,,,Oui,Non,8.0,8.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.375
65_5,65,5,11-50,5 or less,5,Other,Secondary,Diploma,0,35-44,Oui,0,Absence autorisée (permission/congé),,Oui,Non,5.0,5.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.375
65_4,65,4,11-50,5 or less,4,Nurse,Secondary,Certificate,0,45 or older,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.375
65_2,65,2,11-50,5 or less,2,Other,Post-Secondary,Advanced,Homme,35-44,0,Oui,,,Oui,Non,2.0,2.0,Other,Homme,0.0,Formation/séminaire/réunion,,,,1,1.0,Togo-2013,0.375
65_3,65,3,11-50,5 or less,3,Other,Post-Secondary,Advanced,Homme,25-34,0,0,Mission officielle,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.375
65_6,65,6,11-50,5 or less,6,Nurse,Primary,Certificate,0,35-44,Oui,Oui,,,Oui,Oui,6.0,6.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.375
65_1,65,1,11-50,5 or less,1,Clinical Officer,Secondary,Certificate,0,45 or older,Oui,0,Absence autorisée (permission/congé),,Oui,Non,1.0,1.0,Clinical Officer,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.375
65_7,65,7,11-50,5 or less,7,Nurse,Post-Secondary,Diploma,0,35-44,Oui,0,Formation/séminaire/réunion,,Oui,Non,7.0,7.0,Nurse,0.0,0.0,Formation/séminaire/réunion,,,,1,1.0,Togo-2013,0.375
66_4,66,4,6-10,5 or less,4,Other,Secondary,Certificate,0,35-44,Oui,0,Maladie/maternité,,Oui,Non,4.0,4.0,Other,0.0,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.25
66_8,66,8,6-10,5 or less,8,Other,Post-Secondary,None,0,25-34,0,Oui,,,Oui,Non,8.0,8.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.25
66_7,66,7,6-10,5 or less,7,Other,Secondary,None,0,35-44,0,0,Absence autorisée (permission/congé),,Oui,Non,7.0,7.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.25
66_6,66,6,6-10,5 or less,6,Other,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Oui,Non,6.0,6.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.25
66_5,66,5,6-10,5 or less,5,Nurse,Secondary,Certificate,0,35-44,0,Oui,,,Oui,Non,5.0,5.0,Nurse,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.25
66_3,66,3,6-10,5 or less,3,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.25
66_2,66,2,6-10,5 or less,2,Clinical Officer,Secondary,Certificate,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.25
66_1,66,1,6-10,5 or less,1,Nurse,Post-Secondary,Diploma,0,45 or older,0,Oui,,,Oui,Non,1.0,1.0,Nurse,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.25
67_22,67,22,11-50,Over 5,22,Other,Secondary,None,Homme,45 or older,0,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
67_16,67,16,11-50,Over 5,16,Nurse,Post-Secondary,Advanced,0,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
67_23,67,23,11-50,Over 5,23,Other,Primary,None,0,25-34,0,0,Absence autorisée (permission/congé),,Oui,Non,9.0,23.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
67_21,67,21,11-50,Over 5,21,Other,Secondary,None,0,25-34,0,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,8.0,21.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
67_3,67,3,11-50,Over 5,3,Clinical Officer,Post-Secondary,Advanced,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
67_24,67,24,11-50,Over 5,24,Other,Secondary,None,0,35-44,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
67_18,67,18,11-50,Over 5,18,Other,Secondary,Advanced,0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
67_15,67,15,11-50,Over 5,15,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
67_20,67,20,11-50,Over 5,20,Other,Secondary,None,0,25-34,0,0,Autres (à préciser),,Oui,Non,7.0,20.0,Other,0.0,Oui,,,Consultation/visite de malade,Oui,1,1.0,Togo-2013,0.5
67_1,67,1,11-50,Over 5,1,Clinical Officer,Post-Secondary,Advanced,0,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
67_10,67,10,11-50,Over 5,10,Nurse,Post-Secondary,Advanced,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
67_8,67,8,11-50,Over 5,8,Nurse,Post-Secondary,Advanced,0,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
67_14,67,14,11-50,Over 5,14,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,Mission officielle,,Oui,Non,4.0,14.0,Nurse,0.0,Oui,,,Consultation/visite de malade,Oui,1,1.0,Togo-2013,0.5
67_25,67,25,11-50,Over 5,25,Other,Secondary,Diploma,0,45 or older,0,Oui,,,Oui,Non,10.0,25.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
67_17,67,17,11-50,Over 5,17,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,Absence autorisée (permission/congé),,Oui,Non,5.0,17.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5
67_2,67,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
67_9,67,9,11-50,Over 5,9,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,9.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Oui,1,1.0,Togo-2013,0.5
67_6,67,6,11-50,Over 5,6,Nurse,Secondary,Diploma,Homme,45 or older,0,0,Maladie/maternité,,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
67_7,67,7,11-50,Over 5,7,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
67_5,67,5,11-50,Over 5,5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,Absence autorisée (permission/congé),,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
67_12,67,12,11-50,Over 5,12,Nurse,Secondary,Diploma,0,45 or older,Oui,0,Maladie/maternité,,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
67_4,67,4,11-50,Over 5,4,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,1.0,4.0,Clinical Officer,Homme,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
67_19,67,19,11-50,Over 5,19,Other,Primary,Diploma,0,35-44,0,0,Maladie/maternité,,Oui,Non,6.0,19.0,Other,0.0,Oui,,,Consultation/visite de malade,Oui,1,1.0,Togo-2013,0.5
67_13,67,13,11-50,Over 5,13,Nurse,Secondary,Diploma,0,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
67_11,67,11,11-50,Over 5,11,Nurse,Secondary,Diploma,0,45 or older,Oui,0,Mission officielle,,Oui,Non,3.0,11.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5
68_3,68,3,6-10,5 or less,3,Nurse,Secondary,None,0,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.8
68_2,68,2,6-10,5 or less,2,Nurse,Secondary,None,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,0.0,Oui,,,Discussion avec collègues/réunion/Staff,Oui,1,1.0,Togo-2013,0.8
68_4,68,4,6-10,5 or less,4,Nurse,Secondary,None,0,Younger than 25,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.8
68_5,68,5,6-10,5 or less,5,Other,Secondary,Diploma,Homme,45 or older,0,0,Autres (à préciser),,Oui,Non,5.0,5.0,Other,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.8
68_1,68,1,6-10,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,0,En grève,,Oui,Non,1.0,1.0,Clinical Officer,Homme,0.0,En grève,,,,1,1.0,Togo-2013,0.8
7_2,7,2,6-10,5 or less,2,Other,Secondary,None,Homme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.6
7_5,7,5,6-10,5 or less,5,Other,Secondary,None,0,35-44,0,Oui,,,Oui,Non,5.0,5.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.6
7_4,7,4,6-10,5 or less,4,Other,Secondary,None,Homme,45 or older,Oui,0,Absence autorisée (permission/congé),,Oui,Non,4.0,4.0,Other,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.6
7_3,7,3,6-10,5 or less,3,Other,Primary,None,0,45 or older,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.6
7_1,7,1,6-10,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,,1.0,Nurse,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.6
71_15,71,15,11-50,Over 5,15,Other,Primary,None,0,35-44,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_12,71,12,11-50,Over 5,12,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_3,71,3,11-50,Over 5,3,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_20,71,20,11-50,Over 5,20,Other,Secondary,None,Homme,25-34,0,Oui,,,Oui,Non,8.0,20.0,Other,Homme,Oui,,,Consultation/visite de malade,Oui,1,1.0,Togo-2013,0.6
71_19,71,19,11-50,Over 5,19,Other,Post-Secondary,Diploma,Homme,35-44,0,0,Mission officielle,,Oui,Non,7.0,19.0,Other,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.6
71_21,71,21,11-50,Over 5,21,Other,Post-Secondary,None,Homme,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_9,71,9,11-50,Over 5,9,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,4.0,9.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Oui,1,1.0,Togo-2013,0.6
71_25,71,25,11-50,Over 5,25,Other,Secondary,Diploma,Homme,45 or older,0,Oui,,,Oui,Non,10.0,25.0,Other,Homme,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.6
71_23,71,23,11-50,Over 5,23,Other,Post-Secondary,Diploma,Homme,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_11,71,11,11-50,Over 5,11,Nurse,Post-Secondary,Advanced,0,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.6
71_4,71,4,11-50,Over 5,4,Clinical Officer,Post-Secondary,Advanced,0,35-44,Oui,Oui,,,Oui,Oui,2.0,4.0,Clinical Officer,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.6
71_14,71,14,11-50,Over 5,14,Other,Primary,Certificate,0,45 or older,Oui,0,Absence autorisée (permission/congé),,Oui,Non,5.0,14.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.6
71_8,71,8,11-50,Over 5,8,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,Absence autorisée (permission/congé),,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_1,71,1,11-50,Over 5,1,Doctor,Post-Secondary,,Homme,45 or older,0,0,Formation/séminaire/réunion,,Oui,Non,1.0,1.0,Doctor,Homme,0.0,Formation/séminaire/réunion,,,,1,1.0,Togo-2013,0.6
71_2,71,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.6
71_7,71,7,11-50,Over 5,7,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_22,71,22,11-50,Over 5,22,Other,Secondary,None,0,35-44,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_5,71,5,11-50,Over 5,5,Clinical Officer,Post-Secondary,Advanced,0,25-34,Oui,Oui,,,Oui,Oui,3.0,5.0,Clinical Officer,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.6
71_17,71,17,11-50,Over 5,17,Other,Primary,None,0,35-44,0,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,6.0,17.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.6
71_6,71,6,11-50,Over 5,6,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_16,71,16,11-50,Over 5,16,Other,Primary,None,0,35-44,0,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_18,71,18,11-50,Over 5,18,Other,Secondary,None,0,25-34,0,0,Absence autorisée (permission/congé),,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
71_24,71,24,11-50,Over 5,24,Other,Post-Secondary,Diploma,Homme,25-34,0,Oui,,,Oui,Non,9.0,24.0,Other,Homme,Oui,,,Consultation/visite de malade,Oui,1,1.0,Togo-2013,0.6
71_10,71,10,11-50,Over 5,10,Nurse,Post-Secondary,Advanced,0,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.6
71_13,71,13,11-50,Over 5,13,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
73_1,73,1,11-50,Over 5,1,Doctor,Post-Secondary,,Homme,45 or older,Oui,0,Autres (à préciser),,Oui,Non,1.0,1.0,Doctor,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.6
73_9,73,9,11-50,Over 5,9,Other,Secondary,None,0,25-34,0,Oui,,,Oui,Non,8.0,9.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.6
73_3,73,3,11-50,Over 5,3,Clinical Officer,Post-Secondary,Advanced,0,45 or older,Oui,Oui,,,Oui,Oui,2.0,3.0,Clinical Officer,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.6
73_12,73,12,11-50,Over 5,12,Nurse,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Oui,Non,9.0,12.0,Nurse,Homme,,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.6
73_4,73,4,11-50,Over 5,4,Other,Post-Secondary,Advanced,0,Younger than 25,0,Oui,,,Oui,Non,3.0,4.0,Other,0.0,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.6
73_14,73,14,11-50,Over 5,14,Other,Post-Secondary,,Homme,35-44,0,0,Absence autorisée (permission/congé),,Oui,Non,10.0,14.0,Other,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.6
73_7,73,7,11-50,Over 5,7,Other,Secondary,Diploma,0,25-34,0,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,6.0,7.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.6
73_5,73,5,11-50,Over 5,5,Nurse,Post-Secondary,Advanced,0,25-34,0,0,Absence autorisée (permission/congé),,Oui,Non,4.0,5.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.6
73_10,73,10,11-50,Over 5,10,Other,Secondary,Diploma,0,25-34,0,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
73_11,73,11,11-50,Over 5,11,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,Autres (à préciser),,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
73_6,73,6,11-50,Over 5,6,Other,Secondary,Diploma,0,35-44,0,Oui,,,Oui,Non,5.0,6.0,Other,0.0,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.6
73_2,73,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.6
73_13,73,13,11-50,Over 5,13,Other,Primary,Certificate,0,35-44,0,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
73_15,73,15,11-50,Over 5,15,Other,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.6
