country,facility_id,abs_prob,abs_wt,act_a,admin1,admin3,admin4,admin5,admin6,adultscale_a,adultscale_b,amoxicillin3_a,ampicillin2_a,ampicillin_a,artesunate_a,autoclave_a,autoclave_b,azithromycin_a,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,cefixime_a,ceftriaxone2_a,childscale_a,childscale_b,contraceptive_a,cotrimoxazole3_a,depo_a,dryheat_a,dryheat_b,expired_drugs,faccomputer_b,facility_level,facmobile_b,fansidar_a,final_wt,folic_a,fridge_tempmon,gentamycin_a,glucometer_a,glucometer_b,has_antibiotics,has_anticonvuls,has_autosyringe,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_implants,has_iuds,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_sharps,has_vaccarrier,has_weights,hivtest_a,hivtest_b,incinerator_a,incinerator_b,indmobile1_b,infantscale_a,infantscale_b,internet_b,ipw,irona_a,magsulf_a,measles_vac,methasone_a,metronidazole_a,microscope_a,microscope_b,misoprostol_a,nacl_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_med,num_nonmed,num_outpatient,ors_a,oxytocin_a,pentavalent_vac,phone_b,pneumococ_vac,polio_vac,publicprivate,radio_b,rdt_a,rdt_b,ruralurban,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,tbtest_a,tbtest_b,thermometer_a,thermometer_b,urinetest_a,urinetest_b,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,zinctabs_a
Uganda-2013,65,1.0,19.735176,At least one observed (not expired),2,202,2,2,72.0,Yes (Observed),Yes (Observed),Never available,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),Available but not observed (not expired),Not available today,At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),19.735176,At least one observed (not expired),Yes,Not recommended at given facility level,No,,No,No,Yes (Observed),No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,19.735176,At least one observed (not expired),Not recommended at given facility level,Not available today,Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),Over 50,5 or less,5 or less,1001-2000,Not available today,Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,No,,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes,No,1.0,19.735176,At least one observed (not expired),Not available today
Uganda-2013,66,1.0,5.642923,At least one observed (not expired),2,202,2,6,42.0,No,,Never available,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not available today,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,At least one observed (not expired),Not available today,At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),5.642923,At least one observed (not expired),Yes,Not recommended at given facility level,No,,No,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,5.642923,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Over 50,5 or less,5 or less,2001-3000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,No,,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,1.0,5.642923,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,67,2.0,6.057847,At least one observed (not expired),2,202,2,7,78.0,No,,Never available,At least one observed (not expired),Never available,Never available,No,,Never available,Not available today,Never available,At least one observed (not expired),Not recommended at given facility level,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,,No,Health Post,No,At least one observed (not expired),12.115694,At least one observed (not expired),,Never available,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,,Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,12.115694,At least one observed (not expired),Not recommended at given facility level,Not available today,Not recommended at given facility level,Never available,No,,Not recommended at given facility level,Never available,Not recommended at given facility level,No,,50 or less,5 or less,5 or less,2001-3000,At least one observed (not expired),Not recommended at given facility level,Not available today,No,Never available,Not available today,Public,No,No,,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,1.0,12.115694,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,68,1.0,5.993646,At least one observed (not expired),2,202,2,9,290.0,No,,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),No,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not recommended at given facility level,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),5.993646,At least one observed (not expired),Yes,Never available,Yes,Yes,No,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,,No,Yes (Observed),Yes (Observed),No,5.993646,Not available today,At least one observed (not expired),At least one observed (not expired),Not recommended at given facility level,Never available,Yes (Observed),Yes (Observed),Never available,Not available today,Not recommended at given facility level,No,,Over 50,6-10,Over 5,Over 3000,Not available today,At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,No,,No,,Yes (Observed),Yes (Observed),Yes,Yes,No,,Yes,Yes,Yes,No,0.33333334,17.980938,At least one observed (not expired),Not available today
Uganda-2013,69,1.0,7.41482,At least one observed (not expired),2,202,2,10,229.0,Yes (Observed),Yes (Observed),Never available,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not available today,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),Available but not observed (not expired),Not available today,At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),7.41482,At least one observed (not expired),Yes,Not recommended at given facility level,No,,No,No,Yes (Observed),No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,7.41482,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),Over 50,5 or less,5 or less,Over 3000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes,No,1.0,7.41482,At least one observed (not expired),Not available today
Uganda-2013,7,1.0,17.758368,At least one observed (not expired),1,108,1,1,90.0,Yes (Observed),Yes (Observed),Never available,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Never available,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),17.758368,At least one observed (not expired),Yes,Not recommended at given facility level,No,,No,No,Yes (Observed),No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,17.758368,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,Over 50,5 or less,5 or less,1001-2000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Not available today,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,No,,No,,Yes (Observed),Yes (Observed),No,,Yes,Yes,1.0,17.758368,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,70,,,,2,202,2,11,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9356365,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,3.9356365,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural,,,,,,,,,,,,,,,,,,
Uganda-2013,71,1.0,3.9356365,Not available today,2,202,2,11,241.0,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,No,,Not recommended at given facility level,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Never available,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),3.9356365,Not available today,Yes,Never available,No,,No,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),Yes (Observed),No,3.9356365,Not available today,At least one observed (not expired),At least one observed (not expired),Not recommended at given facility level,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Never available,No,,Over 50,6-10,Over 5,Over 3000,At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,No,,No,,No,,Yes,Yes,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.5555556,7.0841455,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,72,,,,2,202,2,12,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.206015,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,9.206015,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural,,,,,,,,,,,,,,,,,,
Uganda-2013,73,1.0,4.8297987,At least one observed (not expired),2,202,2,13,58.0,No,,Never available,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not available today,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),4.8297987,At least one observed (not expired),Yes,Not recommended at given facility level,No,,No,No,No,No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,4.8297987,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,Over 50,5 or less,5 or less,1001-2000,Not available today,Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),No,No,,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),No,,Yes,No,1.0,4.8297987,At least one observed (not expired),Not available today
Uganda-2013,74,0.075,139.17459,At least one observed (not expired),2,204,3,1,69.0,Yes (Observed),Yes (Observed),Never available,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),No,,Yes,No,Health Post,Yes (Observed),At least one observed (not expired),10.438094,At least one observed (not expired),Yes,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),No,10.438094,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Never available,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Not Observed),50 or less,11-50,5 or less,Over 3000,Not available today,Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,No,,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.05,208.76189,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,75,1.0,10.438094,At least one observed (not expired),2,204,3,1,107.0,Yes (Observed),Yes (Observed),Never available,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,At least one observed (not expired),At least one observed (not expired),Never available,Not available today,Never available,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),10.438094,At least one observed (not expired),Yes,Never available,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,,No,Yes (Observed),Yes (Observed),No,10.438094,At least one observed (not expired),Never available,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Not Observed),50 or less,5 or less,5 or less,2001-3000,Not available today,At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,No,,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.5,20.876188,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,76,1.0,10.438094,At least one observed (not expired),2,204,3,1,164.0,Yes (Observed),Yes (Observed),Not available today,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),Available but not observed (not expired),Not available today,At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),10.438094,Not available today,Yes,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),No,No,10.438094,Not available today,Not available today,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,2001-3000,At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,No,,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,1.0,10.438094,At least one observed (not expired),Not available today
Uganda-2013,77,1.0,18.268717,At least one observed (not expired),2,204,3,2,261.0,Yes (Observed),Yes (Observed),Not available today,Never available,Never available,Never available,No,,Not recommended at given facility level,Not available today,Not available today,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,Yes (Observed),Not available today,18.268717,Not available today,,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,,Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,,Yes (Observed),No,,No,18.268717,Not available today,Not recommended at given facility level,Not available today,Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,No,,50 or less,5 or less,5 or less,0-500,At least one observed (not expired),Never available,Not available today,No,Never available,Not available today,Private,No,Yes,Yes,Rural,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),No,,No,,No,,No,,1.0,18.268717,At least one observed (not expired),Not available today
Uganda-2013,78,0.33333334,73.288086,At least one observed (not expired),2,204,3,3,118.0,Yes (Observed),Yes (Observed),Not available today,Never available,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,Yes (Observed),At least one observed (not expired),24.429361,At least one observed (not expired),Yes,At least one observed (not expired),No,,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,No,Yes,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,Yes (Observed),No,,No,24.429361,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Not available today,Yes (Observed),Yes (Not Observed),Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Not Observed),50 or less,5 or less,5 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Private,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.33333334,73.288086,At least one observed (not expired),Not available today
Uganda-2013,79,1.0,24.429361,At least one observed (not expired),2,204,3,3,163.0,Yes (Observed),Yes (Observed),Not available today,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,Not recommended at given facility level,Not available today,At least one observed (not expired),At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Never available,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),Not available today,No,,Yes,No,Health Post,Yes (Observed),Not available today,24.429361,At least one observed (not expired),No,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),No,24.429361,At least one observed (not expired),Not recommended at given facility level,Not available today,Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,501-1000,Not available today,Not available today,Not available today,No,Never available,Not available today,Private,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.6666667,36.644043,At least one observed (not expired),Not available today
Uganda-2013,8,1.0,15.288821,At least one observed (not expired),1,108,1,2,91.0,No,,Never available,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),15.288821,At least one observed (not expired),,Not recommended at given facility level,No,,No,No,No,No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,Yes (Observed),Yes (Observed),No,No,,No,15.288821,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Not available today,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,2001-3000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,No,,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,Yes,0.33333334,45.866463,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,80,0.33333334,73.288086,At least one observed (not expired),2,204,3,3,226.0,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,No,,At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,Never available,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,Yes (Observed),At least one observed (not expired),24.429361,At least one observed (not expired),Yes,Not available today,No,,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,Yes (Observed),Yes (Observed),Yes (Observed),No,24.429361,Not available today,Not available today,At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Not Observed),Not available today,At least one observed (not expired),Not recommended at given facility level,No,,50 or less,6-10,5 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.11111111,219.86426,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,81,1.0,16.370686,At least one observed (not expired),2,204,3,4,73.0,Yes (Observed),Yes (Observed),Not available today,Never available,Never available,Never available,No,,Not available today,Not available today,Never available,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,No,No,Health Post,Yes (Observed),At least one observed (not expired),16.370686,At least one observed (not expired),,Never available,No,,No,No,Yes (Observed),No,Yes (Observed),1,Yes,,Yes,No,Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,Yes (Observed),Yes (Observed),No,No,16.370686,At least one observed (not expired),Not recommended at given facility level,Not available today,Never available,Not recommended at given facility level,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Not Observed),Over 50,5 or less,5 or less,2001-3000,Not available today,Never available,Not available today,No,Not available today,Not available today,Public,No,Yes,Yes,Urban,No,,No,,No,,No,,No,,No,,No,,1.0,16.370686,At least one observed (not expired),Not available today
Uganda-2013,82,1.0,18.147678,At least one observed (not expired),2,204,3,5,31.0,Yes (Observed),Yes (Observed),Never available,Never available,Never available,Never available,No,,Available but not observed (not expired),At least one observed (not expired),Never available,Never available,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),18.147678,Not available today,Yes,Not recommended at given facility level,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,18.147678,Not available today,Not recommended at given facility level,At least one observed (not expired),Never available,Not recommended at given facility level,No,,Not recommended at given facility level,Never available,Never available,No,,50 or less,5 or less,5 or less,1001-2000,At least one observed (not expired),Never available,Not available today,No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),No,No,,No,,No,,Yes,No,0.6666667,27.221518,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,83,0.4,45.369194,At least one observed (not expired),2,204,3,5,108.0,Yes (Observed),Yes (Observed),Never available,Not available today,Not available today,Never available,No,,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),18.147678,Not available today,Yes,Not available today,No,,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),Yes (Observed),No,18.147678,Not available today,Not available today,At least one observed (not expired),Never available,Not recommended at given facility level,Yes (Observed),Yes (Observed),Not recommended at given facility level,At least one observed (not expired),Never available,Yes (Observed),Yes (Not Observed),Over 50,6-10,5 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,No,,No,,No,,Yes,Yes,Yes (Observed),Yes (Observed),No,,Yes,No,0.3,60.49226,At least one observed (not expired),Not available today
Uganda-2013,84,0.8181818,17.113754,At least one observed (not expired),2,205,1,1,26.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),14.002163,At least one observed (not expired),Yes,At least one observed (not expired),Yes,Yes,Yes,Yes,Yes (Observed),No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,No,,No,14.002163,Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Never available,Yes (Observed),No,Over 50,11-50,5 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),Yes,Yes,No,,Yes,Yes,Yes,No,0.36363637,38.505947,Never available,Not available today
Uganda-2013,85,1.0,14.002163,At least one observed (not expired),2,205,1,1,144.0,Yes (Observed),No,At least one observed (not expired),Never available,Never available,Never available,No,,Not available today,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),14.002163,At least one observed (not expired),Yes,Never available,No,,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),Yes (Observed),No,14.002163,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,No,,Not available today,Never available,Not available today,Yes (Observed),Yes (Observed),Over 50,5 or less,5 or less,0-500,At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,No,,No,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes,No,1.0,14.002163,At least one observed (not expired),At least one observed (not expired)
