country,facility_id,act_a,admin1,admin2,adultscale_a,amoxicillin1_a,aspirin_a,bcg_vac,childscale_a,cotrimoxazole3_a,does_vaccines,dpt_vac,extencilline_a,eyescope_a,facility_level,facmobile_a,glucometer_a,glucose_a,has_facility,indmobile1_a,ipw,measles_vac,mebendazole_a,metronidazole_a,microscope_a,num_med,num_nonmed,obstetric_a,ors_a,paracetamol3_a,pentavalent_vac,pharm_records,phone_a,polio_vac,procaine_a,publicprivate,quinine_a,ringers_a,ruralurban,saline_a,sphgmeter_a,stethoscope_a,tetanus_vac,tetracycline_a,thermometer_a,vaccine_store1,yellowfev_vac
Senegal-2010,141,At least one observed (not expired),10,37,Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,No,14.711594,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,142,At least one observed (not expired),10,34,Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Not available today,Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,No,4.883962,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,11-50,Over 5,Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),Not available today,Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,143,At least one observed (not expired),6,20,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,Yes (Observed),13.853336,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,144,At least one observed (not expired),1,3,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),Never available,No,Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),4.118316,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Never available,Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,145,At least one observed (not expired),2,5,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,Yes (Observed),4.2759876,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,No,Not available today,At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,146,At least one observed (not expired),10,37,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Observed),Not available today,Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),14.711594,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,Not available today
Senegal-2010,147,At least one observed (not expired),2,7,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,Yes (Observed),Yes,At least one observed (not expired),1,No,15.088686,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,148,At least one observed (not expired),2,7,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Not available today,Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,No,15.088686,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,149,At least one observed (not expired),1,2,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),Not available today,No,Health Center,No,No,At least one observed (not expired),1,No,3.6781507,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),11-50,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),4,Yes (Observed),At least one observed (not expired),Not available today,Public,At least one observed (not expired),At least one observed (not expired),Urban,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,150,At least one observed (not expired),6,20,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),13.853336,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,151,At least one observed (not expired),3,8,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),5.8988733,Not available today,At least one observed (not expired),Not available today,No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Not available today,Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,Not available today
