country,facility_id,abs_fpc,abs_wt,act_a,admin1,admin2,adultscale_a,adultscale_b,adultscale_d,airway_a,airway_b,airway_d,amitriptyline_a,amoxicillin1_a,amoxicillin3_a,ampicillin2_a,ampicillin_a,artesunate_a,asphyxia_fpc,asphyxia_wt,atenolol_a,autoclave_a,autoclave_b,azithromycin_a,bagmask_a,bagmask_b,bagmask_d,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,captopril_a,cefixime2_a,cefixime_a,ceftriaxone_a,childscale_a,childscale_b,childscale_d,ciproflox_a,cotrimoxazole1_a,depo_a,diabetes_fpc,diabetes_wt,diarrhea_fpc,diarrhea_wt,diazepam1b_a,diclofenac_a,dryheat_a,dryheat_b,fac_fpc,faccomputer_a,facility_level,facmobile_a,fansidar_a,folic_a,fridge_power,fridge_poweroth,fridge_temp,fridge_temptodate,gentamycin_a,glibenclam_a,has_alcohol,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_delivery,has_dispsyringe,has_facility,has_fridge,has_gloves,has_icepacks,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_vaccarrier,has_weights,incinerator_a,incinerator_b,indcomputer_a,indmobile1_a,infantscale_a,infantscale_b,infantscale_d,internet_a,ipw,irona_a,ironb_a,ironfolic_a,magsulf_a,malaria_fpc,malaria_wt,measles_vac,methasone_a,metronidazole_a,misoprostol_a,nacl_a,nifedipine1_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_outpatient,omeprazole_a,ors_a,oxytocin_a,paracetamol1_a,paracetamol3_a,pentavalent_vac,phone_a,pneumococ_vac,pneumonia_fpc,pneumonia_wt,polio_vac,pph_fpc,pph_wt,publicprivate,rdt_a,ruralurban,salbutamol_a,simvastatin_a,sphgmeter_a,sphgmeter_b,sphgmeter_d,steamer_a,steamer_b,stethoscope_a,stethoscope_b,stethoscope_d,tb_fpc,tb_wt,tetanus_vac,thermometer_a,thermometer_b,thermometer_d,vaccine_store1,vaccine_store2,vign15_fpc,vign67_fpc,vitamina_a,zinctabs_a
Togo-2013,108,0.90909094,23.330679,At least one observed (not expired),2,202,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,0.71428573,2.333068,Never available,No,,Never available,No,,,Not available today,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.2857143,5.8326697,0.2857143,5.8326697,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),0.36619717,No,Health Center,No,At least one observed (not expired),Never available,Electrical grid,,4.0,Yes (Observed),Never available,Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),No,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Facility,No,1.6664771,Never available,Never available,At least one observed (not expired),Never available,0.2857143,5.8326697,At least one observed (not expired),Never available,Never available,Never available,Never available,Never available,Never available,No,,Over 50,2001-3000,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.2857143,5.8326697,Not available today,0.71428573,2.333068,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.2857143,5.8326697,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.2857143,0.71428573,At least one observed (not expired),At least one observed (all expired)
Togo-2013,109,1.0,8.208873,At least one observed (not expired),2,202,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,1.0,4.1044364,Never available,Yes (Observed),No,Never available,No,,,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Not available today,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,8.208873,0.5,8.208873,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,No,At least one observed (not expired),At least one observed (not expired),Petrol,,7.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,Yes (Observed),Yes (Observed),Yes (Observed),Facility,No,4.1044364,Never available,At least one observed (not expired),At least one observed (all expired),Never available,0.5,8.208873,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,0-500,Never available,At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,Never available,0.5,8.208873,At least one observed (not expired),1.0,4.1044364,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,8.208873,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,No,0.5,1.0,At least one observed (not expired),At least one observed (all expired)
Togo-2013,11,1.0,24.470867,At least one observed (not expired),4,403,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,2.7189853,Never available,No,,Never available,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,5.4379706,0.5,5.4379706,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,No,Not available today,Not available today,Electrical grid,,10.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),No,No,Yes (Observed),Yes (Observed),Facility,No,2.7189853,Never available,Never available,At least one observed (not expired),Not available today,0.5,5.4379706,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Never available,Never available,No,,Over 50,1001-2000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,Never available,0.5,5.4379706,Not available today,1.0,2.7189853,Public,Yes,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,5.4379706,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,1.0,At least one observed (not expired),Never available
Togo-2013,110,1.0,67.43512,At least one observed (not expired),2,202,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.33333334,50.57634,Never available,No,,Never available,No,,,Not available today,Never available,Never available,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),No,,,At least one observed (not expired),At least one observed (not expired),Never available,0.0,,0.0,,At least one observed (not expired),At least one observed (not expired),No,,0.36619717,No,Health Post,No,At least one observed (not expired),Never available,Gas,,0.0,No,Not available today,Never available,Yes,Yes,Yes,Yes (Observed),Yes,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,Yes (Observed),Yes (Observed),Yes (Observed),Facility,No,16.85878,Never available,Never available,At least one observed (not expired),Never available,0.0,,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Never available,Never available,No,,50 or less,0-500,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.0,,At least one observed (not expired),0.33333334,50.57634,Private,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Individual,No,,Yes (Observed),Yes (Observed),Individual,0.0,,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.0,0.33333334,At least one observed (not expired),Not available today
Togo-2013,111,0.4,46.526318,At least one observed (not expired),2,202,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,2.7368422,Never available,No,,Never available,Yes (Observed),Yes (Not Observed),Facility,At least one observed (not expired),Not available today,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.33333334,4.105263,0.33333334,4.105263,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.7307692,Yes (Observed),Hospital,Yes (Observed),At least one observed (not expired),Never available,Electrical grid,,5.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,No,No,Yes (Observed),1,No,,No,No,Yes (Observed),No,Facility,Yes (Observed),1.3684211,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,0.33333334,4.105263,At least one observed (not expired),At least one observed (not expired),Not available today,Never available,At least one observed (not expired),At least one observed (not expired),Not available today,No,,Over 50,Over 3000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.33333334,4.105263,Not available today,0.5,2.7368422,Public,Yes,Urban,Not available today,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.33333334,4.105263,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.33333334,0.5,At least one observed (not expired),At least one observed (all expired)
Togo-2013,112,1.0,11.788944,At least one observed (not expired),2,202,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.33333334,8.841708,Never available,No,,Never available,No,,,Not available today,Not available today,Never available,At least one observed (not expired),Not available today,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.33333334,8.841708,0.33333334,8.841708,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,Yes (Observed),At least one observed (not expired),Never available,Gas,,2.0,No,At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),1,No,,Yes (Observed),No,Yes (Observed),No,Facility,Yes (Observed),2.947236,Never available,Never available,At least one observed (not expired),Never available,0.33333334,8.841708,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Not available today,At least one observed (not expired),Never available,No,,Over 50,501-1000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,Never available,0.33333334,8.841708,At least one observed (not expired),0.33333334,8.841708,Public,No,Rural,At least one observed (not expired),Never available,Yes (Observed),No,Facility,No,,Yes (Observed),Yes (Observed),Facility,0.33333334,8.841708,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,No,0.33333334,0.33333334,At least one observed (not expired),Not available today
Togo-2013,113,1.0,7.28189,At least one observed (not expired),2,204,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.6666667,2.184567,Not available today,No,,Never available,No,,,Not available today,At least one observed (not expired),Never available,At least one observed (not expired),Not available today,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.33333334,4.369134,0.33333334,4.369134,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,No,At least one observed (not expired),Not available today,Electrical grid,,1.0,Yes (Not Observed),Not available today,Never available,Yes,Yes,No,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,Yes (Observed),No,,,No,1.456378,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,0.33333334,4.369134,Not available today,At least one observed (not expired),Not available today,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,501-1000,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.33333334,4.369134,At least one observed (not expired),0.6666667,2.184567,Private,No,Rural,Not available today,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.33333334,4.369134,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,No,0.33333334,0.6666667,At least one observed (not expired),Not available today
Togo-2013,114,1.0,16.890419,At least one observed (not expired),2,204,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,1.5354927,Never available,No,,Not available today,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),Not available today,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.33333334,4.6064777,0.33333334,4.6064777,At least one observed (not expired),At least one observed (not expired),Yes (Observed),No,0.36619717,No,Health Center,No,At least one observed (all expired),Never available,Electrical grid,,3.0,Yes (Observed),At least one observed (not expired),Never available,No,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Facility,Yes (Observed),1.5354927,Never available,At least one observed (not expired),At least one observed (not expired),Not available today,0.33333334,4.6064777,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Over 50,2001-3000,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,Never available,0.33333334,4.6064777,Not available today,1.0,1.5354927,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.33333334,4.6064777,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.33333334,1.0,At least one observed (not expired),Never available
Togo-2013,115,1.0,5.3692017,At least one observed (not expired),2,204,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,1.0,2.6846008,Never available,No,,Never available,No,,,At least one observed (not expired),Not available today,Not available today,Not available today,Never available,Never available,Not available today,Not available today,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.0,,0.0,,Not available today,Never available,No,,0.21064301,No,Health Post,No,At least one observed (all expired),Not available today,Gas,,1.0,No,Not available today,Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Not functioning,Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,Yes (Observed),No,,,No,2.6846008,Not available today,Never available,Not available today,Never available,0.0,,At least one observed (not expired),Never available,Not available today,Never available,Not available today,Never available,Never available,No,,50 or less,0-500,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.0,,Not available today,1.0,2.6846008,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.0,,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,No,0.0,1.0,At least one observed (not expired),Not available today
Togo-2013,116,1.0,9.492813,At least one observed (not expired),2,204,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,3.1642709,Never available,No,,Never available,No,,,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,6.3285418,0.5,6.3285418,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,No,At least one observed (not expired),Never available,Petrol,,4.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,Yes (Observed),Yes (Observed),Yes (Not Observed),Facility,No,3.1642709,Never available,Never available,At least one observed (not expired),Never available,0.5,6.3285418,At least one observed (not expired),Never available,Never available,Never available,Never available,Never available,Never available,No,,50 or less,0-500,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,0.5,6.3285418,At least one observed (not expired),1.0,3.1642709,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,6.3285418,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,1.0,At least one observed (not expired),Not available today
Togo-2013,117,1.0,19.423056,At least one observed (not expired),2,204,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.75,4.3162346,Never available,No,,Never available,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,Not available today,Yes (Observed),No,Facility,Not available today,At least one observed (not expired),At least one observed (not expired),0.5,6.474352,0.5,6.474352,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,No,Never available,Never available,,,,,At least one observed (not expired),Never available,No,Yes,Yes,Yes (Observed),No,No,No,1,,Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),1,Yes (Observed),Yes (Observed),No,No,Yes (Observed),Yes (Observed),Facility,No,3.237176,Never available,At least one observed (not expired),Not available today,Never available,0.5,6.474352,At least one observed (not expired),Not available today,Never available,Never available,Never available,At least one observed (not expired),Never available,No,,50 or less,501-1000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.5,6.474352,Not available today,0.75,4.3162346,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,6.474352,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,No,Yes,0.5,0.75,At least one observed (not expired),Never available
Togo-2013,118,0.4,69.789474,At least one observed (not expired),2,204,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.14005603,9.770526,Never available,Yes (Observed),No,At least one observed (not expired),No,,,Never available,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.070028014,19.541052,0.070028014,19.541052,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.7307692,Yes (Observed),Hospital,No,At least one observed (all expired),At least one observed (not expired),Electrical grid,,5.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,No,No,No,Yes (Observed),1,Yes (Observed),Yes (Observed),No,No,Yes (Observed),Yes (Observed),Facility,No,1.3684211,Never available,At least one observed (not expired),At least one observed (not expired),Never available,0.070028014,19.541052,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,No,,Over 50,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.070028014,19.541052,Not available today,0.14005603,9.770526,Public,Yes,Urban,Not available today,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.070028014,19.541052,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.070028014,0.14005603,At least one observed (not expired),Not available today
