country,facility_id,act_a,admin1,admin2,adultscale_b,amoxicillin3_a,ampicillin2_a,ampicillin_a,artesunate_a,autoclave_a,autoclave_b,azithromycin_a,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,cefixime_a,ceftriaxone2_a,childscale_a,childscale_b,depo_a,dryheat_a,dryheat_b,faccomputer_b,facility_level,facmobile_b,folic_a,gentamycin2_a,gentamycin_a,has_autosyringe,has_dispsyringe,has_facility,has_fridge,has_gloves,has_icepacks,has_mcondoms,has_sharps,has_vaccarrier,has_weights,indmobile1_b,infantscale_a,infantscale_b,internet_b,ipw,irona_a,magsulf_a,measles_vac,methasone_a,metronidazole_a,misoprostol_a,nacl_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_outpatient,ors_a,oxytocin_a,pentavalent_vac,phone_b,pneumococ_vac,polio_vac,publicprivate,radio_b,ruralurban,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,thermometer_a,thermometer_b,vaccine_store1,vaccine_store2,vitamina_a,zinctabs_a
Kenya-2012,15721,At least one observed (not expired),6,9,Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,No,,Never available,Not available today,Not available today,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),No,,No,Health Post,Yes (Observed),At least one observed (not expired),Never available,Never available,No,Yes (Observed),1,,Yes,Yes (Not Observed),Yes,Yes (Observed),Yes (Not Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),No,178.19707,At least one observed (not expired),Never available,Not available today,Never available,Never available,Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,1001-2000,At least one observed (not expired),Not available today,Not available today,No,Not available today,Not available today,Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15747,At least one observed (not expired),6,13,Yes (Observed),At least one observed (not expired),Never available,Never available,At least one observed (not expired),No,,Never available,Not available today,Not available today,At least one observed (not expired),Never available,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Yes (Observed),No,No,Health Post,Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),No,6.7538857,Not available today,Not available today,At least one observed (not expired),Never available,Never available,Not available today,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,2001-3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15753,At least one observed (not expired),6,14,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Not available today,No,,At least one observed (not expired),Yes (Observed),Yes (Observed),Yes (Observed),Health Center,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),No,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),No,9.770503,Not available today,Not available today,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Over 50,Over 3000,At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15755,At least one observed (not expired),6,15,Yes (Observed),At least one observed (not expired),Never available,Never available,At least one observed (not expired),No,,At least one observed (not expired),Available but not observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),No,,No,Health Center,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),No,7.152263,Never available,At least one observed (not expired),Available but not observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Never available,No,,50 or less,0-500,At least one observed (not expired),At least one observed (not expired),Available but not observed (not expired),No,Available but not observed (not expired),Available but not observed (not expired),Public,No,Rural,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15763,At least one observed (not expired),6,9,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),No,,No,Health Center,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),No,,No,9.25699,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Over 50,1001-2000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),Not available today
Kenya-2012,15788,At least one observed (not expired),6,14,Yes (Observed),Not available today,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),No,,Yes (Observed),Hospital,Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),5.172619,Never available,Not available today,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Over 50,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15828,Not available today,7,1,Yes (Observed),Not available today,Never available,Not available today,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),Not available today,No,,Yes (Observed),Hospital,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),10.253687,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,Over 50,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15855,At least one observed (not expired),7,1,Yes (Observed),Not available today,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Not available today,No,,Yes (Observed),Hospital,Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Yes (Not Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),10.253687,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,Over 50,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15860,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),No,Never available,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (all expired),Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),No,,No,Hospital,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),No,5.5540805,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Never available,At least one observed (not expired),Not available today,No,,Over 50,Over 3000,At least one observed (not expired),Not available today,At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15861,At least one observed (not expired),7,1,Yes (Observed),Not available today,Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),No,,No,Health Post,No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,No,Yes (Observed),Yes (Observed),No,14.098819,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,50 or less,501-1000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Private,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15864,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Yes (Observed),Yes (Observed),Yes (Observed),Hospital,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),No,,Yes (Observed),2.5634217,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,1001-2000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Private,No,Rural,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15918,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),No,,No,Health Post,No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,No,Yes (Observed),Yes (Observed),No,14.098819,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Not available today,Never available,At least one observed (not expired),At least one observed (not expired),No,,50 or less,1001-2000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Private,No,Urban,,Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15925,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,No,,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),Not available today,No,,No,Health Center,Yes (Observed),Not available today,Not available today,Not available today,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),No,,No,2.5634217,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Private,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),Not available today
Kenya-2012,15935,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),No,,No,Health Center,No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,No,Yes (Observed),Yes (Observed),No,2.5634217,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),Over 50,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Private,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15941,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,No,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Never available,No,,No,Health Center,No,Not available today,Not available today,Not available today,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,No,Yes (Observed),Yes (Observed),No,2.5634217,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Never available,Not available today,Not available today,No,Yes (Observed),50 or less,2001-3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Private,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15944,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Not available today,Never available,No,,Not available today,Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Not available today,No,,At least one observed (not expired),No,,No,Health Post,No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,No,Yes (Observed),Yes (Observed),No,117.917404,Not available today,Not available today,Available but not observed (not expired),Not available today,Not available today,Not available today,Not available today,Not available today,Yes (Observed),Yes (Observed),50 or less,501-1000,At least one observed (not expired),Not available today,Available but not observed (not expired),No,Available but not observed (not expired),Available but not observed (not expired),Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),Not available today
Kenya-2012,15965,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),No,,Yes (Observed),Hospital,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),2.5634217,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Over 50,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Private,No,Urban,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15984,At least one observed (not expired),7,1,,At least one observed (not expired),Not available today,Never available,Not available today,No,,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Not available today,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),No,,No,Health Post,No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,No,No,,No,41.014748,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Not available today,Not available today,Not available today,Yes (Observed),Yes (Observed),50 or less,1001-2000,At least one observed (not expired),At least one observed (all expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Private,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,15994,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),Never available,Not available today,Never available,At least one observed (not expired),Never available,Never available,Never available,No,,Not available today,Yes (Observed),Yes (Observed),No,Health Center,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),No,5.5540805,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Not available today,At least one observed (not expired),Never available,No,,Over 50,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Public,No,Urban,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,Never available,At least one observed (not expired)
Kenya-2012,16018,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),Not available today,Yes (Observed),Yes (Observed),No,Health Center,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),No,5.5540805,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Not available today,Never available,At least one observed (not expired),Never available,No,,50 or less,2001-3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),Not available today,Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,16020,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Not available today,Never available,Not available today,Yes (Observed),Yes (Observed),Not available today,Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),No,,Yes (Observed),Health Post,No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Not Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,No,Yes (Observed),Yes (Observed),No,14.098819,At least one observed (not expired),At least one observed (not expired),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,501-1000,At least one observed (not expired),Never available,Available but not observed (not expired),No,Available but not observed (not expired),Available but not observed (not expired),Private,No,Urban,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,16079,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,No,,At least one observed (not expired),At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),No,,Yes (Observed),Health Center,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),No,1,Yes (Observed),No,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),No,5.5540805,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Over 50,Over 3000,At least one observed (not expired),Not available today,At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Public,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),Not available today
Kenya-2012,16138,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),Never available,Yes (Observed),Yes (Observed),Yes (Observed),Hospital,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),2.5634217,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,Over 50,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Private,No,Urban,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,16152,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Never available,At least one observed (not expired),Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Not available today,No,,Yes (Observed),Health Center,Yes (Observed),Not available today,Not available today,Not available today,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),5.5540805,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,Not available today,Never available,Yes (Observed),Yes (Observed),Over 50,2001-3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Public,No,Rural,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,16160,At least one observed (not expired),7,1,Yes (Observed),At least one observed (not expired),Not available today,Not available today,Never available,Yes (Observed),Yes (Observed),Never available,Not available today,Not available today,Not available today,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),No,,No,Health Center,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),No,1,,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),No,5.5540805,Not available today,Not available today,Not available today,Never available,Not available today,Never available,At least one observed (not expired),Never available,No,,50 or less,Over 3000,At least one observed (not expired),At least one observed (all expired),Not available today,No,Not available today,Not available today,Public,No,Urban,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,At least one observed (not expired),At least one observed (not expired)
Kenya-2012,16168,At least one observed (not expired),4,8,Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),No,,At least one observed (not expired),No,,Yes (Observed),Health Center,No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,No,Yes (Observed),Yes (Observed),Yes (Observed),1.5,At least one observed (not expired),Never available,At least one observed (not expired),Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),No,,50 or less,501-1000,Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Private,No,Urban,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,No,At least one observed (not expired),Never available
Kenya-2012,16181,At least one observed (not expired),2,3,,At least one observed (not expired),Never available,Never available,Not available today,No,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),No,,No,Health Post,No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,No,No,,No,8.140515,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Not available today,At least one observed (not expired),Never available,No,,50 or less,501-1000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Private,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,Yes,Never available,At least one observed (not expired)
