survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,provider_activity,provider_activityoth,provider_age1,provider_cadre1,provider_cadre2,provider_male1,provider_male2,provider_present1,provider_present2,salary_delay
Kenya-2012_14872_6,Kenya-2012,14872_6,14872,6,0.5, , ,Authorized absence,Not his/her shift,1.0,1,No,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_14872_7,Kenya-2012,14872_7,14872,7,0.5, , ,Authorized absence,Authorized absence,1.0,1,No,, ,45 or older,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_14872_8,Kenya-2012,14872_8,14872,8,0.5, ,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Kenya-2012_14872_9,Kenya-2012,14872_9,14872,9,0.5, , ,Not his/her shift,,1.0,1,No,Discussion with colleagues or staff meeting, ,25-34,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_14872_10,Kenya-2012,14872_10,14872,10,0.5, ,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Kenya-2012_14872_11,Kenya-2012,14872_11,14872,11,0.5, ,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Kenya-2012_14872_12,Kenya-2012,14872_12,14872,12,0.5, , ,,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Female,Female,Yes,No,
Kenya-2012_14872_13,Kenya-2012,14872_13,14872,13,0.5, ,,Authorized absence,,,1,No,,,25-34,Other,,Male,,No,,
Kenya-2012_14872_14,Kenya-2012,14872_14,14872,14,0.5, ,,,,,1,No,,,45 or older,Other,,Male,,Yes,,
Kenya-2012_14872_15,Kenya-2012,14872_15,14872,15,0.5, , ,,,1.0,1,No,Other,WAS WHEELING A PATIENT,35-44,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_14872_16,Kenya-2012,14872_16,14872,16,0.5, , ,Not his/her shift,,1.0,1,No,Paperwork, ,45 or older,Other,Other,Female,Female,No,Yes,No
Kenya-2012_14872_17,Kenya-2012,14872_17,14872,17,0.5, , ,Not his/her shift,Not his/her shift,1.0,1,No,, ,35-44,Other,Other,Female,Female,No,No,
Kenya-2012_14872_18,Kenya-2012,14872_18,14872,18,0.5,N/A,,Other,,,1,No,,,25-34,Doctor,,Male,,No,,
Kenya-2012_14872_19,Kenya-2012,14872_19,14872,19,0.5, ,,,,,1,No,,,45 or older,Other,,Female,,Yes,,
Kenya-2012_14872_20,Kenya-2012,14872_20,14872,20,0.5, , ,,,1.0,1,No,Paperwork, ,35-44,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_14915_1,Kenya-2012,14915_1,14915,1,0.25, , ,,,1.0,1,Yes,With patient, ,45 or older,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_14915_2,Kenya-2012,14915_2,14915,2,0.25, , ,,,1.0,1,Yes,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_14915_3,Kenya-2012,14915_3,14915,3,0.25, , ,,,1.0,1,No,, ,25-34,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_14915_4,Kenya-2012,14915_4,14915,4,0.25, , ,,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_14947_1,Kenya-2012,14947_1,14947,1,0.6, ,,,,,1,Yes,,,45 or older,Doctor,,Male,,Yes,,
Kenya-2012_14947_2,Kenya-2012,14947_2,14947,2,0.6, ,,,,,1,Yes,,,45 or older,Doctor,,Male,,Yes,,
Kenya-2012_14947_3,Kenya-2012,14947_3,14947,3,0.6, ,,,,,1,Yes,,,45 or older,Doctor,,Male,,Yes,,
Kenya-2012_14947_4,Kenya-2012,14947_4,14947,4,0.6, ,,,,,1,Yes,,,35-44,Doctor,,Male,,Yes,,
Kenya-2012_14947_5,Kenya-2012,14947_5,14947,5,0.6, ,,,,,1,Yes,,,35-44,Doctor,,Male,,Yes,,
Kenya-2012_14947_6,Kenya-2012,14947_6,14947,6,0.6, ,,,,,1,Yes,,,35-44,Doctor,,Male,,Yes,,
Kenya-2012_14947_7,Kenya-2012,14947_7,14947,7,0.6, , ,"Training, seminar or meeting",,1.0,1,Yes,Discussion with colleagues or staff meeting, ,35-44,Doctor,Doctor,Male,Male,No,Yes,No
Kenya-2012_14947_8,Kenya-2012,14947_8,14947,8,0.6, ,,,,,1,Yes,,,25-34,Doctor,,Male,,Yes,,
Kenya-2012_14947_9,Kenya-2012,14947_9,14947,9,0.6, ,,,,,1,Yes,,,25-34,Doctor,,Male,,Yes,,
Kenya-2012_14947_10,Kenya-2012,14947_10,14947,10,0.6, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,25-34,Doctor,Doctor,Male,Male,No,No,
Kenya-2012_14947_11,Kenya-2012,14947_11,14947,11,0.6, , ,,Authorized absence,1.0,1,Yes,, ,25-34,Doctor,Doctor,Male,Male,Yes,No,
Kenya-2012_14947_12,Kenya-2012,14947_12,14947,12,0.6, , ,,,1.0,1,No,Other, ,45 or older,Nurse,Nurse,Male,Male,Yes,Yes,Yes
Kenya-2012_14947_13,Kenya-2012,14947_13,14947,13,0.6, ,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Kenya-2012_14947_14,Kenya-2012,14947_14,14947,14,0.6, ,,"Training, seminar or meeting",,,1,No,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_14947_15,Kenya-2012,14947_15,14947,15,0.6, ,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Kenya-2012_14947_16,Kenya-2012,14947_16,14947,16,0.6, ,,,,,1,No,,,45 or older,Nurse,,Male,,Yes,,
Kenya-2012_14947_17,Kenya-2012,14947_17,14947,17,0.6, , ,Not his/her shift,Not his/her shift,1.0,1,No,, ,45 or older,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_14947_18,Kenya-2012,14947_18,14947,18,0.6, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_14947_19,Kenya-2012,14947_19,14947,19,0.6, , ,,"Training, seminar or meeting",1.0,1,No,, ,45 or older,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_14947_20,Kenya-2012,14947_20,14947,20,0.6, ,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Kenya-2012_14947_21,Kenya-2012,14947_21,14947,21,0.6, ,,Authorized absence,,,1,No,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_14947_22,Kenya-2012,14947_22,14947,22,0.6, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_14947_23,Kenya-2012,14947_23,14947,23,0.6, , ,,,1.0,1,No,With patient, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_14947_24,Kenya-2012,14947_24,14947,24,0.6, ,,,,,1,No,,,35-44,Nurse,,Male,,Yes,,
Kenya-2012_14947_25,Kenya-2012,14947_25,14947,25,0.6, , ,,"Training, seminar or meeting",1.0,1,No,, ,35-44,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_14947_26,Kenya-2012,14947_26,14947,26,0.6, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_14947_27,Kenya-2012,14947_27,14947,27,0.6, ,,,,,1,Yes,,,25-34,Clinical Officer,,Female,,Yes,,
Kenya-2012_14947_28,Kenya-2012,14947_28,14947,28,0.6, ,,,,,1,Yes,,,35-44,Clinical Officer,,Female,,Yes,,
Kenya-2012_14947_29,Kenya-2012,14947_29,14947,29,0.6, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_14947_30,Kenya-2012,14947_30,14947,30,0.6, ,,Not his/her shift,,,1,No,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_14947_31,Kenya-2012,14947_31,14947,31,0.6, ,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Kenya-2012_14947_32,Kenya-2012,14947_32,14947,32,0.6, ,,Not his/her shift,,,1,No,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_14947_33,Kenya-2012,14947_33,14947,33,0.6, , ,Not his/her shift,Official mission,1.0,1,Yes,, ,45 or older,Clinical Officer,Clinical Officer,Male,Male,No,No,
Kenya-2012_14947_34,Kenya-2012,14947_34,14947,34,0.6, ,,Authorized absence,,,1,Yes,,,45 or older,Clinical Officer,,Male,,No,,
Kenya-2012_14947_35,Kenya-2012,14947_35,14947,35,0.6, ,,,,,1,No,,,45 or older,Clinical Officer,,Male,,Yes,,
Kenya-2012_14947_36,Kenya-2012,14947_36,14947,36,0.6, ,,Authorized absence,,,1,Yes,,,45 or older,Clinical Officer,,Male,,No,,
Kenya-2012_14947_37,Kenya-2012,14947_37,14947,37,0.6, ,,,,,1,No,,,45 or older,Clinical Officer,,Female,,Yes,,
Kenya-2012_14947_38,Kenya-2012,14947_38,14947,38,0.6, ,,"Training, seminar or meeting",,,1,No,,,35-44,Other,,Male,,No,,
Kenya-2012_14947_39,Kenya-2012,14947_39,14947,39,0.6, ,,,,,1,No,,,45 or older,Other,,Male,,Yes,,
Kenya-2012_14947_40,Kenya-2012,14947_40,14947,40,0.6, ,,,,,1,No,,,45 or older,Other,,Male,,Yes,,
Kenya-2012_14947_41,Kenya-2012,14947_41,14947,41,0.6, ,,,,,1,No,,,35-44,Other,,Female,,Yes,,
Kenya-2012_14947_42,Kenya-2012,14947_42,14947,42,0.6, ,,,,,1,No,,,45 or older,Other,,Female,,Yes,,
Kenya-2012_14947_43,Kenya-2012,14947_43,14947,43,0.6, ,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Kenya-2012_14947_44,Kenya-2012,14947_44,14947,44,0.6, ,,,,,1,No,,,35-44,Other,,Male,,Yes,,
Kenya-2012_14947_45,Kenya-2012,14947_45,14947,45,0.6, ,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Kenya-2012_14947_46,Kenya-2012,14947_46,14947,46,0.6, ,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Kenya-2012_14947_47,Kenya-2012,14947_47,14947,47,0.6, ,,,,,1,Yes,,,35-44,Clinical Officer,,Male,,Yes,,
Kenya-2012_14947_48,Kenya-2012,14947_48,14947,48,0.6, , ,Not his/her shift,,1.0,1,No,Looking for information or teaching, ,25-34,Other,Other,Male,Male,No,Yes,No
Kenya-2012_14947_49,Kenya-2012,14947_49,14947,49,0.6, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_14947_50,Kenya-2012,14947_50,14947,50,0.6, ,,Not his/her shift,,,1,No,,,25-34,Other,,Female,,No,,
Kenya-2012_14948_1,Kenya-2012,14948_1,14948,1,0.0, , ,,,1.0,1,Yes,Other, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_14958_1,Kenya-2012,14958_1,14958,1,0.8333333, , ,,,1.0,1,Yes,With patient, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_14958_2,Kenya-2012,14958_2,14958,2,0.8333333, , ,"Training, seminar or meeting",Not his/her shift,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_14958_3,Kenya-2012,14958_3,14958,3,0.8333333, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_14958_4,Kenya-2012,14958_4,14958,4,0.8333333, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_14958_5,Kenya-2012,14958_5,14958,5,0.8333333, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_14958_6,Kenya-2012,14958_6,14958,6,0.8333333,SHE IS BEING TRANSFERED,SHE IS BEING TRANSFERED,Other,Other,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_14991_1,Kenya-2012,14991_1,14991,1,0.0, , ,,,1.0,1,Yes,With patient, ,45 or older,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_15011_1,Kenya-2012,15011_1,15011,1,0.5, ,,,,,1,Yes,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_15011_2,Kenya-2012,15011_2,15011,2,0.5, , ,,Not his/her shift,1.0,1,Yes,, ,35-44,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Kenya-2012_15011_3,Kenya-2012,15011_3,15011,3,0.5, ,,,,,1,Yes,,,25-34,Clinical Officer,,Male,,Yes,,
Kenya-2012_15011_4,Kenya-2012,15011_4,15011,4,0.5, , ,,Not his/her shift,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_15011_5,Kenya-2012,15011_5,15011,5,0.5, ,,,,,1,Yes,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_15011_6,Kenya-2012,15011_6,15011,6,0.5, ,,,,,1,Yes,,,35-44,Nurse,,Male,,Yes,,
Kenya-2012_15011_7,Kenya-2012,15011_7,15011,7,0.5, ,,,,,1,Yes,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_15011_8,Kenya-2012,15011_8,15011,8,0.5, , ,,Sick or on maternity leave,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_15011_9,Kenya-2012,15011_9,15011,9,0.5, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_15011_10,Kenya-2012,15011_10,15011,10,0.5, ,,,,,1,Yes,,,45 or older,Nurse,,Female,,Yes,,
Kenya-2012_15011_11,Kenya-2012,15011_11,15011,11,0.5, , ,,,1.0,1,Yes,With patient, ,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_15011_12,Kenya-2012,15011_12,15011,12,0.5, , ,,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_15011_13,Kenya-2012,15011_13,15011,13,0.5, ,,,,,1,No,,,35-44,Other,,Female,,Yes,,
Kenya-2012_15011_14,Kenya-2012,15011_14,15011,14,0.5, , ,,Not his/her shift,1.0,1,No,, ,25-34,Other,Other,Female,Female,Yes,No,
Kenya-2012_15011_15,Kenya-2012,15011_15,15011,15,0.5, , ,Sick or on maternity leave,,1.0,1,No,Looking for information or teaching, ,25-34,Other,Other,Female,Female,No,Yes,No
Kenya-2012_15011_16,Kenya-2012,15011_16,15011,16,0.5, ,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Kenya-2012_15011_17,Kenya-2012,15011_17,15011,17,0.5, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_15011_18,Kenya-2012,15011_18,15011,18,0.5, ,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Kenya-2012_15011_19,Kenya-2012,15011_19,15011,19,0.5, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_15013_1,Kenya-2012,15013_1,15013,1,0.85714287, , ,,Not his/her shift,1.0,1,Yes,, ,35-44,Clinical Officer,Clinical Officer,Female,Female,Yes,No,
Kenya-2012_15013_2,Kenya-2012,15013_2,15013,2,0.85714287, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_15013_3,Kenya-2012,15013_3,15013,3,0.85714287, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_15013_4,Kenya-2012,15013_4,15013,4,0.85714287, , ,Not his/her shift,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_15013_5,Kenya-2012,15013_5,15013,5,0.85714287, , ,Not his/her shift,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_15013_6,Kenya-2012,15013_6,15013,6,0.85714287, , ,,Not his/her shift,1.0,1,No,, ,25-34,Other,Other,Female,Female,Yes,No,
Kenya-2012_15013_7,Kenya-2012,15013_7,15013,7,0.85714287, , ,Authorized absence,Outreach or fieldwork,1.0,1,No,, ,25-34,Other,Other,Male,Male,No,No,
Kenya-2012_15130_1,Kenya-2012,15130_1,15130,1,0.33333334, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_15130_2,Kenya-2012,15130_2,15130,2,0.33333334, , ,,,1.0,1,No,With patient, ,35-44,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_15130_3,Kenya-2012,15130_3,15130,3,0.33333334, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_15131_1,Kenya-2012,15131_1,15131,1,0.85714287, , ,,Not his/her shift,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_15131_2,Kenya-2012,15131_2,15131,2,0.85714287, , ,Official mission,Authorized absence,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_15131_3,Kenya-2012,15131_3,15131,3,0.85714287, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,35-44,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_15131_4,Kenya-2012,15131_4,15131,4,0.85714287, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_15131_5,Kenya-2012,15131_5,15131,5,0.85714287, , ,,,1.0,1,Yes,With patient, ,45 or older,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_15131_6,Kenya-2012,15131_6,15131,6,0.85714287, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Male,Male,No,No,
Kenya-2012_15131_7,Kenya-2012,15131_7,15131,7,0.85714287, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_15134_1,Kenya-2012,15134_1,15134,1,0.0, , ,,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_15134_2,Kenya-2012,15134_2,15134,2,0.0, , ,,,1.0,1,Yes,Paperwork, ,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,No
Kenya-2012_15134_3,Kenya-2012,15134_3,15134,3,0.0, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,35-44,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_15135_1,Kenya-2012,15135_1,15135,1,0.0, , ,,,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,Yes
Kenya-2012_15135_2,Kenya-2012,15135_2,15135,2,0.0, , ,Authorized absence,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Male,Male,No,Yes,Yes
Kenya-2012_15200_1,Kenya-2012,15200_1,15200,1,0.6, , ,,,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Kenya-2012_15200_2,Kenya-2012,15200_2,15200,2,0.6, ,,Not his/her shift,,,1,Yes,,,35-44,Nurse,,Female,,No,,
Kenya-2012_15200_3,Kenya-2012,15200_3,15200,3,0.6, , ,Official mission,Official mission,1.0,1,Yes,With patient, ,35-44,Clinical Officer,Clinical Officer,Female,Female,No,No,No
Kenya-2012_15200_4,Kenya-2012,15200_4,15200,4,0.6, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_15200_5,Kenya-2012,15200_5,15200,5,0.6, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_15200_6,Kenya-2012,15200_6,15200,6,0.6, , ,,,1.0,1,No,With patient, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_15200_7,Kenya-2012,15200_7,15200,7,0.6, , ,,,1.0,1,No,Paperwork, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_15200_8,Kenya-2012,15200_8,15200,8,0.6, , ,Not his/her shift,Not his/her shift,1.0,1,No,Paperwork, ,35-44,Nurse,Nurse,Female,Female,No,No,Yes
Kenya-2012_15200_9,Kenya-2012,15200_9,15200,9,0.6, ,,Authorized absence,,,1,Yes,,,35-44,Nurse,,Female,,No,,
Kenya-2012_15200_10,Kenya-2012,15200_10,15200,10,0.6, ,,Authorized absence,,,1,Yes,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_15200_11,Kenya-2012,15200_11,15200,11,0.6, , ,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_15200_12,Kenya-2012,15200_12,15200,12,0.6, ,,Authorized absence,,,1,Yes,,,35-44,Nurse,,Female,,No,,
Kenya-2012_15200_13,Kenya-2012,15200_13,15200,13,0.6, ,,Authorized absence,,,1,No,,,25-34,Other,,Female,,No,,
Kenya-2012_15200_14,Kenya-2012,15200_14,15200,14,0.6, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Male,Male,Yes,Yes,Yes
Kenya-2012_15200_15,Kenya-2012,15200_15,15200,15,0.6, , ,Not his/her shift,Not his/her shift,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_15200_16,Kenya-2012,15200_16,15200,16,0.6, ,,,,,1,No,,,35-44,Other,,Male,,Yes,,
Kenya-2012_15200_17,Kenya-2012,15200_17,15200,17,0.6, , ,,,1.0,1,No,, ,25-34,Other,Other,Male,Female,Yes,No,
Kenya-2012_15200_18,Kenya-2012,15200_18,15200,18,0.6, ,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Kenya-2012_15200_19,Kenya-2012,15200_19,15200,19,0.6, , ,Official mission,Outreach or fieldwork,1.0,1,No,, ,35-44,Other,Other,Male,Male,No,No,
Kenya-2012_15208_1,Kenya-2012,15208_1,15208,1,0.33333334, , ,,Not his/her shift,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_15208_2,Kenya-2012,15208_2,15208,2,0.33333334, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_15208_3,Kenya-2012,15208_3,15208,3,0.33333334, , ,Not his/her shift,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_15208_4,Kenya-2012,15208_4,15208,4,0.33333334, , ,Not his/her shift,Not his/her shift,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Female,Female,No,No,
Kenya-2012_15208_5,Kenya-2012,15208_5,15208,5,0.33333334, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_15208_6,Kenya-2012,15208_6,15208,6,0.33333334, , ,,,1.0,1,No,Paperwork, ,25-34,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_15208_7,Kenya-2012,15208_7,15208,7,0.33333334, , ,Not his/her shift,,1.0,1,No,Paperwork, ,25-34,Other,Other,Male,Male,No,Yes,No
Kenya-2012_15208_8,Kenya-2012,15208_8,15208,8,0.33333334, , ,Not his/her shift,,1.0,1,No,Paperwork, ,25-34,Other,Other,Female,Female,No,Yes,No
Kenya-2012_15208_9,Kenya-2012,15208_9,15208,9,0.33333334, , ,Not his/her shift,Not his/her shift,1.0,1,No,, ,45 or older,Other,Other,Female,Female,No,No,
Kenya-2012_15282_1,Kenya-2012,15282_1,15282,1,0.4, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_15282_2,Kenya-2012,15282_2,15282,2,0.4, ,,Authorized absence,,,1,No,,,25-34,Nurse,,Female,,No,,
Kenya-2012_15282_3,Kenya-2012,15282_3,15282,3,0.4, ,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Kenya-2012_15282_4,Kenya-2012,15282_4,15282,4,0.4, , ,,,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,No
Kenya-2012_15282_5,Kenya-2012,15282_5,15282,5,0.4, ,,,,,1,Yes,,,35-44,Clinical Officer,,Male,,Yes,,
Kenya-2012_15282_6,Kenya-2012,15282_6,15282,6,0.4, , ,,,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Kenya-2012_15282_7,Kenya-2012,15282_7,15282,7,0.4, ,,Not his/her shift,,,1,Yes,,,25-34,Clinical Officer,,Male,,No,,
Kenya-2012_15282_8,Kenya-2012,15282_8,15282,8,0.4, , ,,On strike,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,No,
Kenya-2012_15282_9,Kenya-2012,15282_9,15282,9,0.4, , ,"Training, seminar or meeting",,1.0,1,No,Discussion with colleagues or staff meeting, ,25-34,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_15282_10,Kenya-2012,15282_10,15282,10,0.4, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_15282_11,Kenya-2012,15282_11,15282,11,0.4, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_15282_12,Kenya-2012,15282_12,15282,12,0.4, ,,,,,1,Yes,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_15282_13,Kenya-2012,15282_13,15282,13,0.4, , ,,,1.0,1,No,Paperwork, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_15282_14,Kenya-2012,15282_14,15282,14,0.4, , ,,Not his/her shift,1.0,1,No,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_15282_15,Kenya-2012,15282_15,15282,15,0.4, ,,Authorized absence,,,1,No,,,25-34,Nurse,,Female,,No,,
Kenya-2012_15282_16,Kenya-2012,15282_16,15282,16,0.4, ,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Kenya-2012_15282_17,Kenya-2012,15282_17,15282,17,0.4, ,,Not his/her shift,,,1,No,,,35-44,Nurse,,Female,,No,,
Kenya-2012_15282_18,Kenya-2012,15282_18,15282,18,0.4, , ,Not his/her shift,,1.0,1,No,With patient, ,25-34,Nurse,Nurse,Female,Female,No,Yes,Yes
Kenya-2012_15282_19,Kenya-2012,15282_19,15282,19,0.4, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_15282_20,Kenya-2012,15282_20,15282,20,0.4, ,,Outreach or fieldwork,,,1,No,,,25-34,Nurse,,Male,,No,,
Kenya-2012_15282_21,Kenya-2012,15282_21,15282,21,0.4, ,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Kenya-2012_15282_22,Kenya-2012,15282_22,15282,22,0.4, ,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Kenya-2012_15282_23,Kenya-2012,15282_23,15282,23,0.4, , ,,On strike,1.0,1,No,, ,25-34,Other,Other,Female,Female,Yes,No,
Kenya-2012_15282_24,Kenya-2012,15282_24,15282,24,0.4, , ,Not his/her shift,Outreach or fieldwork,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_15282_25,Kenya-2012,15282_25,15282,25,0.4, ,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Kenya-2012_15290_1,Kenya-2012,15290_1,15290,1,0.5, , ,,,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
