survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,num_med,num_nonmed,num_staff,provider_activity,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ1,provider_educ2,provider_male1,provider_male2,provider_mededuc1,provider_mededuc2,provider_present1,provider_present2,salary_delay,year_started
Madagascar-2016_40_6,Madagascar-2016,40_6,40,6,0.44444445,,,On-call,On-call,1.0,1.0,No,6-10,Over 5,11-50,,25-34,25-34,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,No,,After 2000
Madagascar-2016_40_2,Madagascar-2016,40_2,40,2,0.44444445,,,,,1.0,1.0,Yes,6-10,Over 5,11-50,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_40_8,Madagascar-2016,40_8,40,8,0.44444445,,,On-call,Authorized absence,1.0,1.0,No,6-10,Over 5,11-50,,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,No,,After 2000
Madagascar-2016_400_1,Madagascar-2016,400_1,400,1,1.0,,,,Unauthorized absence,1.0,1.0,Yes,5 or less,5 or less,5 or less,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_401_1,Madagascar-2016,401_1,401,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_401_2,Madagascar-2016,401_2,401,2,0.5,,,Authorized absence,Authorized absence,1.0,1.0,Yes,5 or less,5 or less,5 or less,,45 or older,45 or older,Nurse,Nurse,,,Male,Male,,,No,No,,
Madagascar-2016_402_3,Madagascar-2016,402_3,402,3,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,99.0,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,None,None,Yes,Yes,Yes,After 2000
Madagascar-2016_402_1,Madagascar-2016,402_1,402,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_402_2,Madagascar-2016,402_2,402,2,0.0,,,Authorized absence,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_403_3,Madagascar-2016,403_3,403,3,0.33333334,,,,Authorized absence,1.0,1.0,No,5 or less,5 or less,5 or less,,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,No,,
Madagascar-2016_403_1,Madagascar-2016,403_1,403,1,0.33333334,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,Younger than 25,Younger than 25,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,Yes,After 2000
Madagascar-2016_403_2,Madagascar-2016,403_2,403,2,0.33333334,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Madagascar-2016_404_1,Madagascar-2016,404_1,404,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_405_2,Madagascar-2016,405_2,405,2,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,Yes,After 2000
Madagascar-2016_405_1,Madagascar-2016,405_1,405,1,0.0,,,"Training, seminar or meeting",,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,Yes,Yes,After 2000
Madagascar-2016_406_2,Madagascar-2016,406_2,406,2,0.5,,,Authorized absence,Sick or on maternity leave,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_406_1,Madagascar-2016,406_1,406,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_407_2,Madagascar-2016,407_2,407,2,1.0,,,,Other,1.0,1.0,Yes,5 or less,5 or less,5 or less,,Younger than 25,Younger than 25,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_407_1,Madagascar-2016,407_1,407,1,1.0,,,,Other,1.0,1.0,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_408_2,Madagascar-2016,408_2,408,2,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,Yes,After 2000
Madagascar-2016_408_1,Madagascar-2016,408_1,408,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,Yes,After 2000
Madagascar-2016_409_2,Madagascar-2016,409_2,409,2,0.5,TSY FANTATRA,,Other,Other,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_409_3,Madagascar-2016,409_3,409,3,0.5,,,Authorized absence,,,1.0,No,5 or less,5 or less,5 or less,,Younger than 25,,Other,,Secondary,,Female,,None,,No,,,
Madagascar-2016_409_1,Madagascar-2016,409_1,409,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_41_2,Madagascar-2016,41_2,41,2,0.6666667,,,On-call,,1.0,1.0,Yes,6-10,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,Yes,No,After 2000
Madagascar-2016_41_9,Madagascar-2016,41_9,41,9,0.6666667,,,On-call,On-call,1.0,1.0,No,6-10,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_41_6,Madagascar-2016,41_6,41,6,0.6666667,,,,Other,1.0,1.0,No,6-10,Over 5,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Madagascar-2016_41_5,Madagascar-2016,41_5,41,5,0.6666667,,,Authorized absence,,1.0,1.0,Yes,6-10,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,Yes,No,After 2000
Madagascar-2016_41_3,Madagascar-2016,41_3,41,3,0.6666667,,,On-call,Other,1.0,1.0,Yes,6-10,Over 5,11-50,,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,No,,
Madagascar-2016_41_7,Madagascar-2016,41_7,41,7,0.6666667,,,,On-call,1.0,1.0,No,6-10,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_41_4,Madagascar-2016,41_4,41,4,0.6666667,,,,On-call,1.0,1.0,Yes,6-10,Over 5,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_41_8,Madagascar-2016,41_8,41,8,0.6666667,,,On-call,On-call,1.0,1.0,No,6-10,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_41_1,Madagascar-2016,41_1,41,1,0.6666667,,,,,1.0,1.0,No,6-10,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_410_1,Madagascar-2016,410_1,410,1,1.0,,,,Unauthorized absence,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_411_1,Madagascar-2016,411_1,411,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_412_1,Madagascar-2016,412_1,412,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,In the 1990s
Madagascar-2016_412_2,Madagascar-2016,412_2,412,2,0.5,,,Authorized absence,Authorized absence,1.0,1.0,Yes,5 or less,5 or less,5 or less,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,No,,
Madagascar-2016_413_1,Madagascar-2016,413_1,413,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_413_2,Madagascar-2016,413_2,413,2,0.0,,,Authorized absence,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_414_2,Madagascar-2016,414_2,414,2,1.0,,,Authorized absence,Authorized absence,1.0,1.0,No,5 or less,5 or less,5 or less,,25-34,25-34,Other,Other,Primary,Primary,Male,Male,None,None,No,No,,
Madagascar-2016_414_1,Madagascar-2016,414_1,414,1,1.0,,,,Official mission,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_415_1,Madagascar-2016,415_1,415,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Paperwork,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Madagascar-2016_416_1,Madagascar-2016,416_1,416,1,1.0,,,,Official mission,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_417_1,Madagascar-2016,417_1,417,1,0.33333334,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_417_3,Madagascar-2016,417_3,417,3,0.33333334,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,"Laboratory, investigations, or x-ray",35-44,35-44,Other,Other,Primary,Primary,Female,Female,None,None,Yes,Yes,No,After 2000
Madagascar-2016_417_2,Madagascar-2016,417_2,417,2,0.33333334,,,Authorized absence,Authorized absence,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_418_1,Madagascar-2016,418_1,418,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_419_2,Madagascar-2016,419_2,419,2,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_419_1,Madagascar-2016,419_1,419,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_42_10,Madagascar-2016,42_10,42,10,0.2,,,,,1.0,1.0,No,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Female,Female,None,None,Yes,Yes,No,After 2000
Madagascar-2016_42_7,Madagascar-2016,42_7,42,7,0.2,,,,,1.0,1.0,No,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_42_8,Madagascar-2016,42_8,42,8,0.2,,,,,1.0,1.0,No,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_42_4,Madagascar-2016,42_4,42,4,0.2,,,Sick or on maternity leave,,1.0,1.0,Yes,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,Yes,No,After 2000
Madagascar-2016_42_5,Madagascar-2016,42_5,42,5,0.2,,,,Authorized absence,1.0,1.0,No,11-50,Over 5,11-50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,After 2000
Madagascar-2016_42_3,Madagascar-2016,42_3,42,3,0.2,,,Sick or on maternity leave,,1.0,1.0,Yes,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,Yes,No,After 2000
Madagascar-2016_42_1,Madagascar-2016,42_1,42,1,0.2,,,,,1.0,1.0,Yes,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Doctor,Doctor,,,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_42_11,Madagascar-2016,42_11,42,11,0.2,,,,On-call,1.0,1.0,No,11-50,Over 5,11-50,,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,After 2000
Madagascar-2016_42_2,Madagascar-2016,42_2,42,2,0.2,,,,,1.0,1.0,Yes,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_42_9,Madagascar-2016,42_9,42,9,0.2,,,,,1.0,1.0,No,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_42_6,Madagascar-2016,42_6,42,6,0.2,,,,,,1.0,No,11-50,Over 5,11-50,,35-44,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_420_2,Madagascar-2016,420_2,420,2,0.0,,,"Training, seminar or meeting",,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,Younger than 25,Younger than 25,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_420_1,Madagascar-2016,420_1,420,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_420_3,Madagascar-2016,420_3,420,3,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Certificate,Certificate,Yes,Yes,Yes,After 2000
Madagascar-2016_421_1,Madagascar-2016,421_1,421,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_421_2,Madagascar-2016,421_2,421,2,0.5,,,Authorized absence,Authorized absence,1.0,1.0,No,5 or less,5 or less,5 or less,,45 or older,45 or older,Other,Other,Secondary,Secondary,Male,Male,None,None,No,No,,
Madagascar-2016_422_3,Madagascar-2016,422_3,422,3,0.33333334,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,After 2000
Madagascar-2016_422_1,Madagascar-2016,422_1,422,1,0.33333334,,,,Official mission,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_422_2,Madagascar-2016,422_2,422,2,0.33333334,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_423_1,Madagascar-2016,423_1,423,1,0.7777778,,,,,1.0,1.0,Yes,6-10,5 or less,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_423_4,Madagascar-2016,423_4,423,4,0.7777778,,,,Official mission,1.0,1.0,No,6-10,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_423_6,Madagascar-2016,423_6,423,6,0.7777778,,,,,1.0,1.0,No,6-10,5 or less,11-50,Paperwork,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,After 2000
Madagascar-2016_423_2,Madagascar-2016,423_2,423,2,0.7777778,,,,Official mission,1.0,1.0,No,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_423_5,Madagascar-2016,423_5,423,5,0.7777778,,,,Unauthorized absence,1.0,1.0,No,6-10,5 or less,11-50,,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,No,,
Madagascar-2016_423_8,Madagascar-2016,423_8,423,8,0.7777778,,,Official mission,Unauthorized absence,1.0,1.0,No,6-10,5 or less,11-50,,45 or older,45 or older,Other,Other,,,Male,Male,,,No,No,,
Madagascar-2016_423_9,Madagascar-2016,423_9,423,9,0.7777778,,,Official mission,Official mission,1.0,1.0,No,6-10,5 or less,11-50,,45 or older,45 or older,Nurse,Nurse,,,Male,Male,,,No,No,,
Madagascar-2016_423_3,Madagascar-2016,423_3,423,3,0.7777778,,,,Official mission,1.0,1.0,No,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_423_7,Madagascar-2016,423_7,423,7,0.7777778,,,Official mission,Official mission,1.0,1.0,No,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_424_3,Madagascar-2016,424_3,424,3,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,35-44,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,Yes,No,In the 1990s
Madagascar-2016_424_4,Madagascar-2016,424_4,424,4,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_424_1,Madagascar-2016,424_1,424,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_424_2,Madagascar-2016,424_2,424,2,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,With patient,25-34,25-34,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_425_2,Madagascar-2016,425_2,425,2,0.5,,,,Official mission,1.0,1.0,No,5 or less,5 or less,5 or less,,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,,,Yes,No,,
Madagascar-2016_425_1,Madagascar-2016,425_1,425,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_426_7,Madagascar-2016,426_7,426,7,0.8,,,,Authorized absence,1.0,1.0,No,11-50,Over 5,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_426_2,Madagascar-2016,426_2,426,2,0.8,,,,Official mission,1.0,1.0,Yes,11-50,Over 5,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_426_1,Madagascar-2016,426_1,426,1,0.8,,,,Authorized absence,1.0,1.0,Yes,11-50,Over 5,11-50,,45 or older,45 or older,Doctor,Doctor,,,Male,Male,Advanced,Advanced,Yes,No,,
Madagascar-2016_426_5,Madagascar-2016,426_5,426,5,0.8,,,On-call,,,1.0,No,11-50,Over 5,11-50,,45 or older,,Other,,Secondary,,Female,,Certificate,,No,,,
Madagascar-2016_426_11,Madagascar-2016,426_11,426,11,0.8,,,,Authorized absence,1.0,1.0,No,11-50,Over 5,11-50,,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_426_10,Madagascar-2016,426_10,426,10,0.8,,,,,1.0,1.0,No,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,Yes,No,In the 1990s
Madagascar-2016_426_8,Madagascar-2016,426_8,426,8,0.8,,,On-call,"Training, seminar or meeting",1.0,1.0,No,11-50,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_426_3,Madagascar-2016,426_3,426,3,0.8,,,,On-call,1.0,1.0,No,11-50,Over 5,11-50,,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Female,Female,Certificate,Certificate,Yes,No,,
Madagascar-2016_426_6,Madagascar-2016,426_6,426,6,0.8,,,,"Training, seminar or meeting",1.0,1.0,No,11-50,Over 5,11-50,,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_426_9,Madagascar-2016,426_9,426,9,0.8,,,,"Training, seminar or meeting",1.0,1.0,No,11-50,Over 5,11-50,,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,None,None,Yes,No,,
Madagascar-2016_426_4,Madagascar-2016,426_4,426,4,0.8,,,,,1.0,1.0,No,11-50,Over 5,11-50,"Laboratory, investigations, or x-ray",45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Certificate,Certificate,Yes,Yes,No,Before 1990
Madagascar-2016_427_2,Madagascar-2016,427_2,427,2,0.5,,,,"Training, seminar or meeting",1.0,1.0,No,5 or less,Over 5,6-10,,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_427_3,Madagascar-2016,427_3,427,3,0.5,,,,,1.0,1.0,No,5 or less,Over 5,6-10,"Laboratory, investigations, or x-ray",35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Certificate,Certificate,Yes,Yes,No,After 2000
Madagascar-2016_427_1,Madagascar-2016,427_1,427,1,0.5,,,,"Training, seminar or meeting",1.0,1.0,Yes,5 or less,Over 5,6-10,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_427_4,Madagascar-2016,427_4,427,4,0.5,,,,,1.0,1.0,No,5 or less,Over 5,6-10,99.0,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_428_1,Madagascar-2016,428_1,428,1,0.5,,,,Sick or on maternity leave,1.0,1.0,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_428_3,Madagascar-2016,428_3,428,3,0.5,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,With patient,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,None,None,Yes,Yes,No,After 2000
Madagascar-2016_428_4,Madagascar-2016,428_4,428,4,0.5,,,Authorized absence,On-call,1.0,1.0,No,5 or less,5 or less,5 or less,,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Female,Female,None,None,No,No,,
Madagascar-2016_428_2,Madagascar-2016,428_2,428,2,0.5,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,"Laboratory, investigations, or x-ray",35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Madagascar-2016_429_1,Madagascar-2016,429_1,429,1,1.0,,,,Authorized absence,1.0,1.0,Yes,5 or less,5 or less,5 or less,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_43_9,Madagascar-2016,43_9,43,9,0.6,,,,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_43_14,Madagascar-2016,43_14,43,14,0.6,,,,On-call,1.0,1.0,No,11-50,5 or less,11-50,,35-44,35-44,Other,Other,Secondary,Secondary,Male,Male,None,None,Yes,No,,After 2000
