country,facility_id,abs_wt,act_a,admin1,admin2,admin3,adultscale_a,adultscale_b,albendazole_a,amoxicillin3_a,ampicillin2_a,ampicillin_a,autoclave_a,autoclave_b,azithromycin_a,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,ceftriaxone2_a,childscale_a,childscale_b,chloraphen_a,cotrimoxazole2_a,depo_a,diazepam3_a,does_vaccines,does_vaccines2,dpt_vac,dryheat_a,dryheat_b,elecdevice_a,elecdevice_b,ergometrine_a,facility_level,facmobile_a,facmobile_b,folic_a,gentamycin2_a,gentamycin_a,has_autosyringe,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_mcondoms,has_sharps,has_vaccarrier,has_weights,hepb_vac,incinerator_a,incinerator_b,incinerator_power,incinerator_works,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,internet_a,internet_b,ipw,irona_a,magsulf_a,measles_vac,methasone_a,metronidazole_a,misoprostol_a,nacl_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_outpatient,ors_a,oxytocin_a,paracetamol3_a,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,radio_a,radio_b,ruralurban,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_joth,sharps_k,sharps_l,sharps_m,sharps_n,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,thermometer_a,thermometer_b,vaccine_store1,vaccine_store2,vign_wt,vitamina_a,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_joth,waste_k,waste_l,waste_m,waste_n,waste_training,yellowfev_vac,zinctabs_a
Nigeria-2013,1301050,1.5714287,At least one observed (not expired),13,1.0,107.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),Never available,No,,Never available,,Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Never available,Not available today,Yes,,,No,,No,,Never available,Health Center,No,,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,,No,,,No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,1.5714287,At least one observed (not expired),Never available,,Never available,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),Never available,At least one observed (not expired),,No,,,,Public,No,,Rural,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,,1.5714287,At least one observed (not expired),No,No,No,No,No,No,Yes,No,No,No,"Waste visible, protected area",No,                              ,No,No,No,No,No,,Never available
Nigeria-2013,1301052,1.5714287,At least one observed (not expired),13,1.0,112.0,Yes (Observed),Yes (Observed),Never available,Not available today,Never available,Not available today,No,,Never available,At least one observed (not expired),Never available,Never available,Never available,Never available,No,,Not available today,At least one observed (not expired),Never available,Never available,Yes,,Not available today,No,,No,,Never available,Health Center,No,,At least one observed (not expired),Never available,Not available today,Yes (Observed),Yes (Observed),1,No,Not available,Yes,Yes (Observed),No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,1.5714287,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Not available today,Never available,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,Not available today,At least one observed (not expired),Public,No,,Urban,No,No,No,No,No,No,Yes,No,No,"Waste visible, protected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,2.0952382,At least one observed (not expired),Yes,No,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,At least one observed (not expired),Never available
Nigeria-2013,1301054,1.5714287,At least one observed (not expired),13,1.0,112.0,Yes (Observed),Yes (Observed),Not available today,Not available today,Not available today,Never available,No,,Never available,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),Not available today,Never available,Never available,At least one observed (not expired),Yes,,Never available,No,,No,,Never available,Health Center,No,,Never available,Not available today,Never available,Yes (Observed),Yes (Observed),1,No,Not available,Yes,Yes (Observed),No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,No,Yes (Observed),Yes (Observed),Yes (Not Observed),,No,,1.5714287,Never available,Never available,At least one observed (not expired),Never available,Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,0-500,Not available today,Never available,At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Urban,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,3.1428573,At least one observed (not expired),No,Yes,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,Yes,At least one observed (not expired),Never available
Nigeria-2013,1301074,1.5714287,Not available today,13,1.0,106.0,Yes (Not Observed),Yes (Observed),Not available today,Not available today,Not available today,Not available today,No,,Not available today,At least one observed (not expired),Not available today,Not available today,Not available today,Not available today,Yes (Not Observed),Yes (Observed),Not available today,Not available today,Not available today,Not available today,Yes,Yes,Not available today,No,,No,,Not available today,Health Post,No,,Not available today,Not available today,Not available today,Yes (Observed),Yes (Observed),1,No,Not available,No,Yes (Observed),No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,No,Yes (Observed),Yes (Observed),No,,No,,1.5714287,Not available today,Not available today,At least one observed (not expired),Not available today,Not available today,Not available today,Not available today,Not available today,No,,50 or less,0-500,Not available today,Not available today,Not available today,At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,No,No,No,No,No,No,No,No,No,Not inspected,No,                              ,No,No,No,No,Yes (Not Observed),Yes (Observed),No,,Yes (Not Observed),Yes (Observed),Yes (Not Observed),Yes (Observed),No,Yes,1.5714287,Not available today,No,No,No,No,No,No,No,Yes (Not Observed),No,No,Not inspected,No,                              ,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,1302001,1.5714287,At least one observed (not expired),13,4.0,204.0,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,Not available today,Yes (Not Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Never available,No,,Yes (Not Observed),No,At least one observed (not expired),Health Center,Yes (Observed),No,At least one observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Not Observed),No,1.5714287,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,1001-2000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Not Observed),No,Never available,At least one observed (not expired),Public,Yes (Not Observed),No,Urban,No,No,No,No,Yes,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,4.871429,At least one observed (not expired),No,No,No,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,No,At least one observed (not expired),Never available
Nigeria-2013,1302007,1.5714287,At least one observed (not expired),13,4.0,202.0,Yes (Observed),Yes (Observed),Not available today,Not available today,Never available,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Never available,Never available,Never available,Never available,Yes,,Never available,No,,No,,Never available,Health Center,No,,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),1,No,Not available,Yes,Yes (Observed),No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),No,,No,,1.5714287,Never available,Never available,At least one observed (not expired),Never available,Never available,Never available,Never available,Never available,No,,50 or less,0-500,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Urban,No,No,No,No,Yes,No,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,1.5714287,Not available today,No,No,No,No,Yes,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,At least one observed (not expired),Never available
Nigeria-2013,1302008,1.5714287,At least one observed (not expired),13,4.0,202.0,Yes (Observed),Yes (Observed),Not available today,Not available today,Not available today,Never available,No,,Never available,At least one observed (not expired),Not available today,Not available today,Never available,Never available,Yes (Not Observed),No,Not available today,Not available today,Never available,Not available today,Yes,,Never available,No,,No,,Not available today,Health Center,No,,Not available today,Not available today,Not available today,No,Yes (Observed),1,No,Not available,Yes,No,No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,1.5714287,Not available today,Never available,At least one observed (not expired),Never available,Not available today,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),Never available,Not available today,At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Urban,No,No,No,No,No,No,Yes,No,No,Not inspected,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,1.5714287,Not available today,Yes,No,No,No,No,No,No,Yes (Not Observed),No,No,Not inspected,No,                              ,No,No,No,No,No,At least one observed (not expired),Never available
Nigeria-2013,1302009,1.5714287,At least one observed (not expired),13,4.0,202.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Never available,Not available today,Never available,Never available,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Never available,Not available today,Yes,,Not available today,No,,No,,Never available,Hospital,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,No,Not available,Yes,Yes (Observed),No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),No,,No,,1.5714287,At least one observed (not expired),Never available,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,1001-2000,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,3.1428573,At least one observed (not expired),No,No,No,No,No,No,No,No,No,No,,No,                              ,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,1302010,1.0,At least one observed (not expired),13,4.0,202.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,Yes,Not available today,Yes (Not Observed),,Yes (Not Observed),,At least one observed (not expired),Hospital,Yes (Observed),No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,No,1,No,Yes (Observed),Yes,No,No,No,No,1,At least one observed (not expired),Yes (Not Observed),,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Not Observed),,1.0,At least one observed (not expired),At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,501-1000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Not Observed),,Not available today,At least one observed (not expired),Public,Yes (Not Observed),,Urban,Yes,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),Yes (Not Observed),,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,1.0,Not available today,Yes,No,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,Yes,Not available today,Never available
Nigeria-2013,1302012,1.5714287,At least one observed (not expired),13,4.0,204.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Never available,Never available,No,,Never available,,Never available,Never available,Never available,Never available,No,,Never available,Never available,Never available,Never available,No,No,,No,,No,,Never available,Health Center,No,,Never available,Never available,Never available,,,1,No,Not available,Yes,,No,,,1,,No,,,,Yes (Observed),Yes (Observed),No,,No,,1.5714287,Never available,Never available,,Never available,Never available,Never available,Never available,Never available,No,,50 or less,0-500,Not available today,Never available,At least one observed (not expired),,No,,,,Public,No,,Rural,No,No,No,No,No,Yes,No,No,No,"Waste visible, protected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,,1.5714287,At least one observed (not expired),Yes,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,No,,Never available
Nigeria-2013,1302013,1.5714287,At least one observed (not expired),13,2.0,210.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,No,,Never available,At least one observed (not expired),Never available,Never available,At least one observed (not expired),Never available,Yes (Observed),No,Never available,Not available today,Never available,Not available today,Yes,,Not available today,No,,No,,Not available today,Hospital,No,,At least one observed (not expired),Never available,At least one observed (not expired),Yes (Not Observed),Yes (Observed),1,No,Not available,Yes,Yes (Not Observed),No,Yes (Observed),Yes (Not Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),No,,No,,1.5714287,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),Never available,Not available today,At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Urban,Yes,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,1.5714287,At least one observed (not expired),Yes,No,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,1302014,1.5714287,Not available today,13,4.0,206.0,Yes (Observed),Yes (Observed),Not available today,Not available today,Not available today,Never available,No,,Never available,At least one observed (not expired),Never available,Not available today,Never available,Never available,No,,Not available today,Never available,Never available,Not available today,Yes,,Never available,No,,Yes (Not Observed),,Never available,Health Center,Yes (Not Observed),,Never available,Not available today,Never available,No,Yes (Observed),1,No,Not available,No,No,No,Yes (Observed),Yes (Not Observed),1,At least one observed (not expired),No,,,No,Yes (Observed),Yes (Observed),Yes (Not Observed),,Yes (Not Observed),,1.5714287,Never available,Never available,At least one observed (not expired),Never available,Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,0-500,Not available today,Never available,Not available today,At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,Yes (Not Observed),,Urban,No,No,No,No,No,No,No,No,No,No waste visible,Yes,BURY WASTE                    ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),No,No,Yes,1.5714287,Never available,No,No,No,No,No,No,No,No,No,No,No waste visible,Yes,DIG AND BURY                  ,No,No,No,No,No,At least one observed (not expired),Never available
Nigeria-2013,1302015,1.5714287,At least one observed (not expired),13,4.0,201.0,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,No,,Not available today,,Not available today,Not available today,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Not available today,Never available,Yes,,,No,,No,,At least one observed (not expired),Health Center,No,,Not available today,Not available today,Not available today,Yes (Observed),Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,,No,,,,Yes (Observed),Yes (Observed),No,,No,,1.5714287,Not available today,Not available today,,Not available today,Not available today,Not available today,Not available today,Not available today,No,,50 or less,0-500,At least one observed (not expired),Not available today,At least one observed (not expired),,No,,,,Public,No,,Rural,No,No,No,No,No,No,Yes,No,No,"Waste visible, protected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,,3.5357144,At least one observed (not expired),No,No,No,No,No,Yes,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,Never available,Not available today
Nigeria-2013,1302018,1.5714287,At least one observed (not expired),13,4.0,209.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Not available today,Never available,No,,Never available,At least one observed (not expired),Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Not available today,Never available,Never available,Never available,Yes,,Not available today,No,,No,,Not available today,Health Center,No,,At least one observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,No,Yes (Observed),Yes (Observed),No,,No,,1.5714287,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Not available today,Never available,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Urban,No,No,No,No,No,No,Yes,No,No,Not inspected,No,                              ,No,No,No,No,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,3.9285717,Not available today,Yes,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,                              ,No,No,No,No,Yes,At least one observed (not expired),Never available
