survey_id,country,unique_id,facility_id,provider_id,abs_wt,absence_rate,absence_rate2,absent_other1,absent_other3,absent_reason1,absent_reason3,has_absentee,has_absentee2,has_roster,is_outpatient,num_staff,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ2,provider_male1,provider_present1,provider_present2,provider_present3,salary_delaylen,salary_delaylen2,salary_got,salary_got2,year_started
Senegal-2010_151_4,Senegal-2010,151_4,151,4,41.292114,0.5714286,0.5714286,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_16_1,Senegal-2010,16_1,16,1,9.733992,0.5,0.0,,,Unauthorized absence,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_16_0,Senegal-2010,16_0,16,0,9.733992,0.5,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_17_0,Senegal-2010,17_0,17,0,62.10294,0.5,0.5,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_17_1,Senegal-2010,17_1,17,1,62.10294,0.5,0.5,,,"Training, seminar or meeting","Training, seminar or meeting",1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,No,No,No,,,,,Before 1990
Senegal-2010_18_0,Senegal-2010,18_0,18,0,41.073917,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_18_1,Senegal-2010,18_1,18,1,41.073917,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_19_1,Senegal-2010,19_1,19,1,64.115715,0.0,0.5,,,,Not his/her shift,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,No,30.0,0.0,Yes,Yes,After 2000
Senegal-2010_19_0,Senegal-2010,19_0,19,0,64.115715,0.0,0.5,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,30.0,0.0,Yes,Yes,After 2000
Senegal-2010_2_0,Senegal-2010,2_0,2,0,23.727657,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_20_6,Senegal-2010,20_6,20,6,494.64688,0.14285715,0.2857143,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Primary,Male,Yes,Yes,Yes,,,,,In the 1990s
Senegal-2010_20_4,Senegal-2010,20_4,20,4,494.64688,0.14285715,0.2857143,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Primary,Female,Yes,Yes,Yes,,,,,In the 1990s
Senegal-2010_20_0,Senegal-2010,20_0,20,0,494.64688,0.14285715,0.2857143,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_20_3,Senegal-2010,20_3,20,3,494.64688,0.14285715,0.2857143,,,,Not his/her shift,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Primary,Female,Yes,Yes,No,,,,,After 2000
Senegal-2010_20_5,Senegal-2010,20_5,20,5,494.64688,0.14285715,0.2857143,,,,Sick or on maternity leave,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Primary,Female,Yes,Yes,No,,,,,After 2000
Senegal-2010_20_2,Senegal-2010,20_2,20,2,494.64688,0.14285715,0.2857143,,,Unauthorized absence,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Primary,Female,No,Yes,Yes,,,,,After 2000
Senegal-2010_20_1,Senegal-2010,20_1,20,1,494.64688,0.14285715,0.2857143,,,Unauthorized absence,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,No,Yes,,,,,After 2000
Senegal-2010_21_1,Senegal-2010,21_1,21,1,58.73429,0.0,0.5,,,,Not his/her shift,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_21_0,Senegal-2010,21_0,21,0,58.73429,0.0,0.5,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Primary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_22_1,Senegal-2010,22_1,22,1,56.182583,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_22_2,Senegal-2010,22_2,22,2,56.182583,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,,,,,In the 1990s
Senegal-2010_22_0,Senegal-2010,22_0,22,0,56.182583,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_23_2,Senegal-2010,23_2,23,2,3.0,0.6666667,0.0,,,Authorized absence,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Primary,Female,No,No,Yes,,,,,After 2000
Senegal-2010_23_0,Senegal-2010,23_0,23,0,3.0,0.6666667,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_23_1,Senegal-2010,23_1,23,1,3.0,0.6666667,0.0,,,Authorized absence,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,No,Yes,Ne sait pas,0.0,Yes,Yes,After 2000
Senegal-2010_24_0,Senegal-2010,24_0,24,0,15.737882,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,30.0,30.0,No,No,After 2000
Senegal-2010_25_1,Senegal-2010,25_1,25,1,40.045673,0.0,1.0,,,,Authorized absence,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,No,,,,,After 2000
Senegal-2010_25_0,Senegal-2010,25_0,25,0,40.045673,0.0,1.0,,,,Authorized absence,1.0,1.0,1,Yes,5 or less,Younger than 25,Younger than 25,Other,Other,Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_26_2,Senegal-2010,26_2,26,2,62.40325,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_26_0,Senegal-2010,26_0,26,0,62.40325,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_26_1,Senegal-2010,26_1,26,1,62.40325,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_27_1,Senegal-2010,27_1,27,1,56.01288,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_27_0,Senegal-2010,27_0,27,0,56.01288,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_28_0,Senegal-2010,28_0,28,0,12.817449,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,Younger than 25,Younger than 25,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,9.0,0.0,Yes,Yes,After 2000
Senegal-2010_29_0,Senegal-2010,29_0,29,0,11.797747,0.5,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_29_1,Senegal-2010,29_1,29,1,11.797747,0.5,0.0,,,Authorized absence,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Primary,Male,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_3_2,Senegal-2010,3_2,3,2,119.62952,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_3_3,Senegal-2010,3_3,3,3,119.62952,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,Younger than 25,Younger than 25,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_3_1,Senegal-2010,3_1,3,1,119.62952,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_3_0,Senegal-2010,3_0,3,0,119.62952,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_30_1,Senegal-2010,30_1,30,1,1040.8169,0.33333334,0.33333334,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_30_0,Senegal-2010,30_0,30,0,1040.8169,0.33333334,0.33333334,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_30_2,Senegal-2010,30_2,30,2,1040.8169,0.33333334,0.33333334,NE TRAVAILLE PAS TOU,,Other,"Training, seminar or meeting",1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,,Female,No,No,No,,,,,
Senegal-2010_31_0,Senegal-2010,31_0,31,0,1.0,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_32_1,Senegal-2010,32_1,32,1,19.467983,0.5,0.0,,,Authorized absence,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Other,Other,Post-Secondary,Male,No,No,Yes,7.0,30.0,Yes,No,In the 1990s
Senegal-2010_32_0,Senegal-2010,32_0,32,0,19.467983,0.5,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,3.0,30.0,Yes,No,Before 1990
Senegal-2010_33_1,Senegal-2010,33_1,33,1,28.5771,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_33_0,Senegal-2010,33_0,33,0,28.5771,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_34_0,Senegal-2010,34_0,34,0,162.28658,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Other,Other,Primary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_34_1,Senegal-2010,34_1,34,1,162.28658,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Male,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_35_2,Senegal-2010,35_2,35,2,112.365166,0.33333334,0.33333334,,,Authorized absence,Authorized absence,1.0,1.0,1,No,5 or less,,,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_35_1,Senegal-2010,35_1,35,1,112.365166,0.33333334,0.33333334,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,Ne sait pas,Ne sait pas,No,No,After 2000
Senegal-2010_35_0,Senegal-2010,35_0,35,0,112.365166,0.33333334,0.33333334,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_36_0,Senegal-2010,36_0,36,0,36.4019,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_37_2,Senegal-2010,37_2,37,2,64.08724,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,6.0,6.0,Yes,Yes,After 2000
Senegal-2010_37_1,Senegal-2010,37_1,37,1,64.08724,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,6.0,6.0,Yes,Yes,After 2000
Senegal-2010_37_0,Senegal-2010,37_0,37,0,64.08724,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,Younger than 25,Younger than 25,Other,Other,Secondary,Female,Yes,Yes,Yes,6.0,6.0,Yes,Yes,After 2000
Senegal-2010_38_0,Senegal-2010,38_0,38,0,34.179863,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,5.0,5.0,Yes,Yes,After 2000
Senegal-2010_38_1,Senegal-2010,38_1,38,1,34.179863,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,5.0,5.0,Yes,Yes,After 2000
Senegal-2010_39_0,Senegal-2010,39_0,39,0,205.74109,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Primary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_39_1,Senegal-2010,39_1,39,1,205.74109,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_4_1,Senegal-2010,4_1,4,1,74.026024,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,Ne sait pas,Ne sait pas,No,No,After 2000
Senegal-2010_4_0,Senegal-2010,4_0,4,0,74.026024,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,Ne sait pas,Ne sait pas,No,No,After 2000
Senegal-2010_40_0,Senegal-2010,40_0,40,0,31.05147,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,Younger than 25,Younger than 25,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_40_1,Senegal-2010,40_1,40,1,31.05147,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_41_0,Senegal-2010,41_0,41,0,1.0,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,,,,,In the 1990s
Senegal-2010_42_4,Senegal-2010,42_4,42,4,82.85332,0.0,0.2,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_42_2,Senegal-2010,42_2,42,2,82.85332,0.0,0.2,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_42_0,Senegal-2010,42_0,42,0,82.85332,0.0,0.2,,,,"Training, seminar or meeting",1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_42_1,Senegal-2010,42_1,42,1,82.85332,0.0,0.2,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_42_3,Senegal-2010,42_3,42,3,82.85332,0.0,0.2,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_43_0,Senegal-2010,43_0,43,0,132.6036,0.5,0.5,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_43_2,Senegal-2010,43_2,43,2,132.6036,0.5,0.5,,,Unauthorized absence,Unauthorized absence,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,,Male,No,No,No,,,,,
Senegal-2010_43_3,Senegal-2010,43_3,43,3,132.6036,0.5,0.5,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_43_1,Senegal-2010,43_1,43,1,132.6036,0.5,0.5,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_44_1,Senegal-2010,44_1,44,1,12.827963,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_44_0,Senegal-2010,44_0,44,0,12.827963,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_44_2,Senegal-2010,44_2,44,2,12.827963,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_45_1,Senegal-2010,45_1,45,1,37.943913,0.14285715,0.14285715,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_45_5,Senegal-2010,45_5,45,5,37.943913,0.14285715,0.14285715,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_45_4,Senegal-2010,45_4,45,4,37.943913,0.14285715,0.14285715,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_45_0,Senegal-2010,45_0,45,0,37.943913,0.14285715,0.14285715,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_45_6,Senegal-2010,45_6,45,6,37.943913,0.14285715,0.14285715,,,Unauthorized absence,,1.0,1.0,1,No,6-10,,,Other,Other,,Male,No,No,Yes,,,,,
Senegal-2010_45_3,Senegal-2010,45_3,45,3,37.943913,0.14285715,0.14285715,,,,Authorized absence,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_45_2,Senegal-2010,45_2,45,2,37.943913,0.14285715,0.14285715,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_46_0,Senegal-2010,46_0,46,0,17.10395,0.25,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,30.0,30.0,No,No,After 2000
Senegal-2010_46_1,Senegal-2010,46_1,46,1,17.10395,0.25,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_46_3,Senegal-2010,46_3,46,3,17.10395,0.25,0.0,,,Authorized absence,,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,Primary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_46_2,Senegal-2010,46_2,46,2,17.10395,0.25,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_47_0,Senegal-2010,47_0,47,0,10.841118,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_47_1,Senegal-2010,47_1,47,1,10.841118,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_48_1,Senegal-2010,48_1,48,1,129.54555,0.14285715,0.0,,,Unauthorized absence,,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,No,No,Yes,3.0,0.0,Yes,Yes,After 2000
Senegal-2010_48_5,Senegal-2010,48_5,48,5,129.54555,0.14285715,0.0,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,8.0,0.0,Yes,Yes,After 2000
Senegal-2010_48_2,Senegal-2010,48_2,48,2,129.54555,0.14285715,0.0,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,10.0,0.0,Yes,Yes,After 2000
Senegal-2010_48_6,Senegal-2010,48_6,48,6,129.54555,0.14285715,0.0,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,10.0,0.0,Yes,Yes,After 2000
Senegal-2010_48_0,Senegal-2010,48_0,48,0,129.54555,0.14285715,0.0,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_48_4,Senegal-2010,48_4,48,4,129.54555,0.14285715,0.0,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,8.0,0.0,Yes,Yes,After 2000
Senegal-2010_48_3,Senegal-2010,48_3,48,3,129.54555,0.14285715,0.0,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,10.0,0.0,Yes,Yes,Before 1990
Senegal-2010_49_5,Senegal-2010,49_5,49,5,30.034256,0.16666667,0.33333334,,,Unauthorized absence,Unauthorized absence,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_49_3,Senegal-2010,49_3,49,3,30.034256,0.16666667,0.33333334,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_49_4,Senegal-2010,49_4,49,4,30.034256,0.16666667,0.33333334,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_49_0,Senegal-2010,49_0,49,0,30.034256,0.16666667,0.33333334,,,,Authorized absence,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_49_2,Senegal-2010,49_2,49,2,30.034256,0.16666667,0.33333334,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_49_1,Senegal-2010,49_1,49,1,30.034256,0.16666667,0.33333334,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_5_0,Senegal-2010,5_0,5,0,20.801085,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_5_1,Senegal-2010,5_1,5,1,20.801085,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_50_0,Senegal-2010,50_0,50,0,46.615414,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_50_1,Senegal-2010,50_1,50,1,46.615414,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_50_2,Senegal-2010,50_2,50,2,46.615414,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_51_0,Senegal-2010,51_0,51,0,21.412548,0.6666667,0.6666667,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_51_2,Senegal-2010,51_2,51,2,21.412548,0.6666667,0.6666667,,,Official mission,Official mission,1.0,1.0,1,No,5 or less,,,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_51_1,Senegal-2010,51_1,51,1,21.412548,0.6666667,0.6666667,,,Official mission,Official mission,1.0,1.0,1,No,5 or less,,,Other,Other,,Male,No,No,No,,,,,
Senegal-2010_52_2,Senegal-2010,52_2,52,2,25.033245,0.5,0.33333334,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_52_4,Senegal-2010,52_4,52,4,25.033245,0.5,0.33333334,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,,Female,No,No,No,,,,,
