survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,provider_activity,provider_activityoth,provider_age1,provider_cadre1,provider_cadre2,provider_male1,provider_male2,provider_present1,provider_present2,salary_delay
Uganda-2013_392_4,Uganda-2013,392_4,392,4,0.25,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_392_2,Uganda-2013,392_2,392,2,0.25,,,,,1.0,1,Yes,With patient,,25-34,Other,Other,Female,Female,Yes,Yes,No
Uganda-2013_392_1,Uganda-2013,392_1,392,1,0.25,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Uganda-2013_392_5,Uganda-2013,392_5,392,5,0.25,,,,,,1,No,,,Younger than 25,Other,,Female,,Yes,,
Uganda-2013_4_4,Uganda-2013,4_4,4,4,0.71428573,,,,"Training, seminar or meeting",1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_4_8,Uganda-2013,4_8,4,8,0.71428573,,,Not his/her shift,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_4_3,Uganda-2013,4_3,4,3,0.71428573,,,,Not his/her shift,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Male,Male,Yes,No,
Uganda-2013_4_2,Uganda-2013,4_2,4,2,0.71428573,,,,Authorized absence,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,No,
Uganda-2013_4_1,Uganda-2013,4_1,4,1,0.71428573,,,,Official mission,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_4_9,Uganda-2013,4_9,4,9,0.71428573,,,,,,1,No,,,Younger than 25,Other,,Female,,Yes,,
Uganda-2013_4_5,Uganda-2013,4_5,4,5,0.71428573,,,Not his/her shift,Outreach or fieldwork,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_4_6,Uganda-2013,4_6,4,6,0.71428573,,,Not his/her shift,,1.0,1,Yes,With patient,,Younger than 25,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_4_7,Uganda-2013,4_7,4,7,0.71428573,,,Not his/her shift,,1.0,1,Yes,With patient,,Younger than 25,Nurse,Nurse,Female,Female,No,Yes,No
Uganda-2013_40_3,Uganda-2013,40_3,40,3,0.6666667,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_40_6,Uganda-2013,40_6,40,6,0.6666667,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_40_5,Uganda-2013,40_5,40,5,0.6666667,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_40_4,Uganda-2013,40_4,40,4,0.6666667,,,Not his/her shift,,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,,No,,
Uganda-2013_40_2,Uganda-2013,40_2,40,2,0.6666667,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,No,No,
Uganda-2013_40_1,Uganda-2013,40_1,40,1,0.6666667,,,,,1.0,1,Yes,Paperwork,,Younger than 25,Nurse,Nurse,Male,Male,Yes,Yes,Yes
Uganda-2013_401_2,Uganda-2013,401_2,401,2,0.9,,,Authorized absence,Not his/her shift,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_401_4,Uganda-2013,401_4,401,4,0.9,,,Unauthorized absence,Unauthorized absence,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_401_5,Uganda-2013,401_5,401,5,0.9,,,Sick or on maternity leave,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_401_7,Uganda-2013,401_7,401,7,0.9,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_401_3,Uganda-2013,401_3,401,3,0.9,,,Not his/her shift,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,No,No,
Uganda-2013_401_6,Uganda-2013,401_6,401,6,0.9,,,Unauthorized absence,,1.0,1,Yes,Other,WAITING FOR LADY IN LABOUR,35-44,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_401_9,Uganda-2013,401_9,401,9,0.9,,,,Not his/her shift,1.0,1,Yes,,,35-44,Other,Other,Female,Female,Yes,No,
Uganda-2013_401_1,Uganda-2013,401_1,401,1,0.9,,,Official mission,Not his/her shift,1.0,1,Yes,,,45 or older,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_401_10,Uganda-2013,401_10,401,10,0.9,,,Sick or on maternity leave,Not his/her shift,1.0,1,No,,,35-44,Other,Other,Female,Female,No,No,
Uganda-2013_401_11,Uganda-2013,401_11,401,11,0.9,,,Unauthorized absence,Not his/her shift,1.0,1,Yes,,,45 or older,Other,Other,Male,Male,No,No,
Uganda-2013_401_8,Uganda-2013,401_8,401,8,0.9,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_402_2,Uganda-2013,402_2,402,2,0.0,,,,,1.0,1,Yes,With patient,,25-34,Other,Other,Female,Male,Yes,Yes,No
Uganda-2013_402_1,Uganda-2013,402_1,402,1,0.0,,,,,1.0,1,Yes,Looking for information or teaching,,35-44,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_403_3,Uganda-2013,403_3,403,3,0.0,,,Not his/her shift,,1.0,1,Yes,With patient,,45 or older,Other,Other,Female,Female,No,Yes,No
Uganda-2013_403_1,Uganda-2013,403_1,403,1,0.0,,,,,1.0,1,Yes,With patient,,35-44,Other,Other,Male,Male,Yes,Yes,Yes
Uganda-2013_403_2,Uganda-2013,403_2,403,2,0.0,,,Not his/her shift,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Male,Male,No,Yes,Yes
Uganda-2013_404_1,Uganda-2013,404_1,404,1,0.0,,,,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Male,Male,Yes,Yes,No
Uganda-2013_404_2,Uganda-2013,404_2,404,2,0.0,,,Authorized absence,,,1,No,,,35-44,Nurse,,Female,,No,,
Uganda-2013_404_3,Uganda-2013,404_3,404,3,0.0,,,Authorized absence,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_407_9,Uganda-2013,407_9,407,9,1.0,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_407_6,Uganda-2013,407_6,407,6,1.0,,,Unauthorized absence,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_407_8,Uganda-2013,407_8,407,8,1.0,,,Official mission,,,1,No,,,35-44,Other,,Male,,No,,
Uganda-2013_407_3,Uganda-2013,407_3,407,3,1.0,,,"Training, seminar or meeting",,,1,No,,,Younger than 25,Nurse,,Female,,No,,
Uganda-2013_407_2,Uganda-2013,407_2,407,2,1.0,,,,Authorized absence,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Male,Male,Yes,No,
Uganda-2013_407_5,Uganda-2013,407_5,407,5,1.0,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_407_1,Uganda-2013,407_1,407,1,1.0,,,Official mission,Official mission,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_407_10,Uganda-2013,407_10,407,10,1.0,,,Unauthorized absence,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_407_4,Uganda-2013,407_4,407,4,1.0,,,Unauthorized absence,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_407_7,Uganda-2013,407_7,407,7,1.0,,,,Authorized absence,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_41_4,Uganda-2013,41_4,41,4,0.75,,,"Training, seminar or meeting",,1.0,1,Yes,With patient,,25-34,Other,Other,Male,Female,No,Yes,Yes
Uganda-2013_41_2,Uganda-2013,41_2,41,2,0.75,,,"Training, seminar or meeting",Official mission,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Female,No,No,
Uganda-2013_41_3,Uganda-2013,41_3,41,3,0.75,,,,"Training, seminar or meeting",1.0,1,Yes,,,35-44,Other,Other,Male,Female,Yes,No,
Uganda-2013_41_1,Uganda-2013,41_1,41,1,0.75,,,,"Training, seminar or meeting",1.0,1,Yes,,,35-44,Nurse,Nurse,Male,Female,Yes,No,
Uganda-2013_42_11,Uganda-2013,42_11,42,11,1.0,,,Not his/her shift,,,1,No,,,Younger than 25,Other,,Female,,No,,
Uganda-2013_42_8,Uganda-2013,42_8,42,8,1.0,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_42_4,Uganda-2013,42_4,42,4,1.0,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_42_9,Uganda-2013,42_9,42,9,1.0,,,Not his/her shift,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_42_1,Uganda-2013,42_1,42,1,1.0,,,,,1.0,1,Yes,With patient,,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_42_2,Uganda-2013,42_2,42,2,1.0,,,Not his/her shift,,1.0,1,Yes,With patient,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_42_5,Uganda-2013,42_5,42,5,1.0,,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_42_3,Uganda-2013,42_3,42,3,1.0,,,,,1.0,1,Yes,Paperwork,,25-34,Nurse,Nurse,Male,Male,Yes,No,
Uganda-2013_42_10,Uganda-2013,42_10,42,10,1.0,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_42_7,Uganda-2013,42_7,42,7,1.0,,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_42_6,Uganda-2013,42_6,42,6,1.0,,,Not his/her shift,,,1,No,,,Younger than 25,Nurse,,Female,,No,,
Uganda-2013_43_4,Uganda-2013,43_4,43,4,0.5,,,Not his/her shift,,,1,No,,,Younger than 25,Nurse,,Female,,No,,
Uganda-2013_43_3,Uganda-2013,43_3,43,3,0.5,,,Not his/her shift,,,1,No,,,Younger than 25,Nurse,,Female,,No,,
Uganda-2013_43_6,Uganda-2013,43_6,43,6,0.5,,,,,,1,No,,,Younger than 25,Nurse,,Female,,Yes,,
Uganda-2013_43_9,Uganda-2013,43_9,43,9,0.5,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_43_11,Uganda-2013,43_11,43,11,0.5,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_43_8,Uganda-2013,43_8,43,8,0.5,,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Uganda-2013_43_2,Uganda-2013,43_2,43,2,0.5,,,,Not his/her shift,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,No,
Uganda-2013_43_7,Uganda-2013,43_7,43,7,0.5,,,,,,1,No,,,25-34,Nurse,,Male,,Yes,,
Uganda-2013_43_10,Uganda-2013,43_10,43,10,0.5,,,Not his/her shift,,,1,No,,,Younger than 25,Other,,Male,,No,,
Uganda-2013_43_5,Uganda-2013,43_5,43,5,0.5,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_43_1,Uganda-2013,43_1,43,1,0.5,,,,,1.0,1,Yes,With patient,,35-44,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Uganda-2013_44_1,Uganda-2013,44_1,44,1,0.6666667,,,,"Training, seminar or meeting",1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_44_4,Uganda-2013,44_4,44,4,0.6666667,,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Uganda-2013_44_2,Uganda-2013,44_2,44,2,0.6666667,,,,"Training, seminar or meeting",1.0,1,Yes,,,25-34,Other,Other,Female,Female,Yes,No,
Uganda-2013_44_3,Uganda-2013,44_3,44,3,0.6666667,,,Authorized absence,,1.0,1,Yes,Paperwork,,25-34,Other,Other,Female,Female,No,Yes,No
Uganda-2013_45_7,Uganda-2013,45_7,45,7,0.8,,,,,1.0,1,Yes,With patient,,35-44,Other,Other,Female,Female,Yes,Yes,No
Uganda-2013_45_3,Uganda-2013,45_3,45,3,0.8,,,Unauthorized absence,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_45_11,Uganda-2013,45_11,45,11,0.8,,,Unauthorized absence,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_45_8,Uganda-2013,45_8,45,8,0.8,,,Authorized absence,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_45_10,Uganda-2013,45_10,45,10,0.8,,,Not his/her shift,,,1,No,,,45 or older,Other,,Male,,No,,
Uganda-2013_45_9,Uganda-2013,45_9,45,9,0.8,,,Not his/her shift,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_45_5,Uganda-2013,45_5,45,5,0.8,,,Authorized absence,,,1,No,,,35-44,Nurse,,Female,,No,,
Uganda-2013_45_1,Uganda-2013,45_1,45,1,0.8,,,,Unauthorized absence,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,No,
Uganda-2013_45_4,Uganda-2013,45_4,45,4,0.8,,,Unauthorized absence,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_45_6,Uganda-2013,45_6,45,6,0.8,,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_45_2,Uganda-2013,45_2,45,2,0.8,,,Authorized absence,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_46_1,Uganda-2013,46_1,46,1,0.5,,,,Official mission,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_46_2,Uganda-2013,46_2,46,2,0.5,,,,,1.0,1,Yes,Other,,35-44,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_46_3,Uganda-2013,46_3,46,3,0.5,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_46_4,Uganda-2013,46_4,46,4,0.5,,,Not his/her shift,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_47_5,Uganda-2013,47_5,47,5,0.6,,,Authorized absence,Authorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,No,No,
Uganda-2013_47_1,Uganda-2013,47_1,47,1,0.6,,,,,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_47_7,Uganda-2013,47_7,47,7,0.6,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_47_2,Uganda-2013,47_2,47,2,0.6,,,Not his/her shift,"Training, seminar or meeting",1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_47_6,Uganda-2013,47_6,47,6,0.6,,,Official mission,,,1,No,,,Younger than 25,Nurse,,Female,,No,,
Uganda-2013_47_3,Uganda-2013,47_3,47,3,0.6,,,,,1.0,1,Yes,With patient,,25-34,Doctor,Doctor,Male,Male,Yes,Yes,
Uganda-2013_47_4,Uganda-2013,47_4,47,4,0.6,,,Authorized absence,,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_48_2,Uganda-2013,48_2,48,2,1.0,,,Official mission,Sick or on maternity leave,1.0,1,Yes,,,45 or older,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_48_4,Uganda-2013,48_4,48,4,1.0,,,,,1.0,1,Yes,Paperwork,,25-34,Other,Other,Female,Female,Yes,No,Yes
Uganda-2013_48_5,Uganda-2013,48_5,48,5,1.0,,,Authorized absence,Not his/her shift,1.0,1,Yes,,,35-44,Other,Other,Female,Female,No,No,
Uganda-2013_48_3,Uganda-2013,48_3,48,3,1.0,,,Outreach or fieldwork,Authorized absence,1.0,1,Yes,,,35-44,Other,Other,Female,Female,No,No,
Uganda-2013_48_1,Uganda-2013,48_1,48,1,1.0,,,,Authorized absence,1.0,1,Yes,,,45 or older,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_49_4,Uganda-2013,49_4,49,4,0.625,,,Not his/her shift,,,1,No,,,35-44,Nurse,,Female,,No,,
Uganda-2013_49_13,Uganda-2013,49_13,49,13,0.625,,,,Not his/her shift,1.0,1,Yes,,,35-44,Other,Other,Female,Female,Yes,No,
Uganda-2013_49_11,Uganda-2013,49_11,49,11,0.625,,,Not his/her shift,,1.0,1,Yes,With patient,,45 or older,Other,Other,Female,Female,No,Yes,Yes
Uganda-2013_49_7,Uganda-2013,49_7,49,7,0.625,,,Sick or on maternity leave,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_49_6,Uganda-2013,49_6,49,6,0.625,,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Uganda-2013_49_2,Uganda-2013,49_2,49,2,0.625,,,Not his/her shift,,,1,No,,,45 or older,Clinical Officer,,Male,,No,,
Uganda-2013_49_8,Uganda-2013,49_8,49,8,0.625,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_49_9,Uganda-2013,49_9,49,9,0.625,,,Not his/her shift,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_49_1,Uganda-2013,49_1,49,1,0.625,,,Official mission,Not his/her shift,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_49_10,Uganda-2013,49_10,49,10,0.625,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_49_3,Uganda-2013,49_3,49,3,0.625,,,,Not his/her shift,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_49_12,Uganda-2013,49_12,49,12,0.625,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,35-44,Other,Other,Female,Female,No,No,
Uganda-2013_49_5,Uganda-2013,49_5,49,5,0.625,,,Not his/her shift,,1.0,1,Yes,With patient,,25-34,Other,Other,Female,Female,No,Yes,Yes
Uganda-2013_5_4,Uganda-2013,5_4,5,4,0.33333334,,,Authorized absence,,,1,No,,,Younger than 25,Other,,Female,,No,,
Uganda-2013_5_3,Uganda-2013,5_3,5,3,0.33333334,,,Authorized absence,,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Female,No,,
Uganda-2013_5_1,Uganda-2013,5_1,5,1,0.33333334,,,,,1.0,1,Yes,Other,WAS RECIEVING VISITORS IN DHO'S OFFICE,45 or older,Other,Other,Female,Female,Yes,Yes,No
Uganda-2013_5_2,Uganda-2013,5_2,5,2,0.33333334,,,,,1.0,1,Yes,Paperwork,,Younger than 25,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Uganda-2013_5_5,Uganda-2013,5_5,5,5,0.33333334,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_50_3,Uganda-2013,50_3,50,3,0.33333334,,,,,1.0,1,Yes,With patient,,Younger than 25,Nurse,Nurse,Male,Male,Yes,Yes,No
Uganda-2013_50_4,Uganda-2013,50_4,50,4,0.33333334,,,,Authorized absence,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_50_2,Uganda-2013,50_2,50,2,0.33333334,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_50_1,Uganda-2013,50_1,50,1,0.33333334,,,Authorized absence,,1.0,1,Yes,Discussion with colleagues or staff meeting,,45 or older,Nurse,Nurse,Female,Female,No,Yes,No
Uganda-2013_500_1,Uganda-2013,500_1,500,1,0.5,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_500_2,Uganda-2013,500_2,500,2,0.5,,,,,1.0,1,Yes,With patient,,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Uganda-2013_500_3,Uganda-2013,500_3,500,3,0.5,,,Unauthorized absence,,1.0,1,Yes,,,45 or older,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_500_5,Uganda-2013,500_5,500,5,0.5,,,,,,1,No,,,25-34,Nurse,,Male,,Yes,,
Uganda-2013_500_6,Uganda-2013,500_6,500,6,0.5,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_500_4,Uganda-2013,500_4,500,4,0.5,,,,,,1,No,,,Younger than 25,Nurse,,Male,,Yes,,
Uganda-2013_500_8,Uganda-2013,500_8,500,8,0.5,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_500_7,Uganda-2013,500_7,500,7,0.5,,,Not his/her shift,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_501_7,Uganda-2013,501_7,501,7,0.8,,,Not his/her shift,,,1,Yes,,,25-34,Nurse,,Female,,No,,
Uganda-2013_501_14,Uganda-2013,501_14,501,14,0.8,,,,,1.0,1,Yes,Other,SEATED WAITING FOR PATIENTS,25-34,Nurse,Nurse,Male,Male,Yes,Yes,Yes
Uganda-2013_501_3,Uganda-2013,501_3,501,3,0.8,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_501_4,Uganda-2013,501_4,501,4,0.8,,,Unauthorized absence,,,1,Yes,,,45 or older,Nurse,,Female,,No,,
Uganda-2013_501_12,Uganda-2013,501_12,501,12,0.8,,,,,,1,No,,,45 or older,Other,,Female,,Yes,,
Uganda-2013_501_1,Uganda-2013,501_1,501,1,0.8,,,,Not his/her shift,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_501_5,Uganda-2013,501_5,501,5,0.8,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_501_10,Uganda-2013,501_10,501,10,0.8,,,,,,1,Yes,,,35-44,Nurse,,Female,,Yes,,
Uganda-2013_501_13,Uganda-2013,501_13,501,13,0.8,,,Sick or on maternity leave,Not his/her shift,1.0,1,Yes,,,25-34,Other,Other,Female,Female,No,No,
Uganda-2013_501_6,Uganda-2013,501_6,501,6,0.8,,,Official mission,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_501_9,Uganda-2013,501_9,501,9,0.8,,,Authorized absence,,,1,Yes,,,25-34,Nurse,,Female,,No,,
Uganda-2013_501_2,Uganda-2013,501_2,501,2,0.8,,,Official mission,Not his/her shift,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_501_8,Uganda-2013,501_8,501,8,0.8,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_501_11,Uganda-2013,501_11,501,11,0.8,,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_502_1,Uganda-2013,502_1,502,1,0.0,,,,,1.0,1,Yes,Paperwork,,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_502_2,Uganda-2013,502_2,502,2,0.0,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_502_3,Uganda-2013,502_3,502,3,0.0,,,Not his/her shift,,1.0,1,Yes,Discussion with colleagues or staff meeting,,25-34,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_502_5,Uganda-2013,502_5,502,5,0.0,,,"Training, seminar or meeting",,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_502_6,Uganda-2013,502_6,502,6,0.0,,,,,,1,Yes,,,25-34,Nurse,,Female,,No,,
Uganda-2013_502_4,Uganda-2013,502_4,502,4,0.0,,,Not his/her shift,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_503_2,Uganda-2013,503_2,503,2,1.0,,,Outreach or fieldwork,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_503_6,Uganda-2013,503_6,503,6,1.0,,,,Unauthorized absence,1.0,1,Yes,,,35-44,Nurse,Nurse,Male,Male,Yes,No,
Uganda-2013_503_8,Uganda-2013,503_8,503,8,1.0,,,,,,1,No,,,35-44,Other,,Male,,Yes,,
Uganda-2013_503_7,Uganda-2013,503_7,503,7,1.0,,,Outreach or fieldwork,"Training, seminar or meeting",1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_503_10,Uganda-2013,503_10,503,10,1.0,,,Outreach or fieldwork,,,1,No,,,35-44,Other,,Male,,No,,
Uganda-2013_503_3,Uganda-2013,503_3,503,3,1.0,,,Outreach or fieldwork,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_503_1,Uganda-2013,503_1,503,1,1.0,,,,Unauthorized absence,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_503_9,Uganda-2013,503_9,503,9,1.0,,,,,,1,No,,,35-44,Other,,Female,,Yes,,
Uganda-2013_503_11,Uganda-2013,503_11,503,11,1.0,,,,,,1,No,,,45 or older,Other,,Male,,Yes,,
Uganda-2013_503_4,Uganda-2013,503_4,503,4,1.0,,,Outreach or fieldwork,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,No,No,
Uganda-2013_503_5,Uganda-2013,503_5,503,5,1.0,,,Outreach or fieldwork,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_51_8,Uganda-2013,51_8,51,8,0.75,,,Not his/her shift,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_51_6,Uganda-2013,51_6,51,6,0.75,,,,,1.0,1,Yes,With patient,,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_51_9,Uganda-2013,51_9,51,9,0.75,,,,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_51_7,Uganda-2013,51_7,51,7,0.75,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_51_4,Uganda-2013,51_4,51,4,0.75,,,Authorized absence,Authorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,No,No,
Uganda-2013_51_1,Uganda-2013,51_1,51,1,0.75,,,Official mission,"Training, seminar or meeting",1.0,1,Yes,,,35-44,Doctor,Doctor,Male,Male,No,No,
Uganda-2013_51_5,Uganda-2013,51_5,51,5,0.75,,,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,,,25-34,Other,Other,Male,Male,No,No,
Uganda-2013_51_3,Uganda-2013,51_3,51,3,0.75,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,35-44,Other,Other,Female,Female,No,No,
Uganda-2013_51_2,Uganda-2013,51_2,51,2,0.75,,,Not his/her shift,"Training, seminar or meeting",1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_52_1,Uganda-2013,52_1,52,1,1.0,,,,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Doctor,Male,Male,Yes,No,
Uganda-2013_53_4,Uganda-2013,53_4,53,4,0.5,,,,,1.0,1,Yes,With patient,,35-44,Clinical Officer,Clinical Officer,Female,Male,Yes,Yes,No
Uganda-2013_53_12,Uganda-2013,53_12,53,12,0.5,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_53_16,Uganda-2013,53_16,53,16,0.5,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
