unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq0,m2sbq2,m2sbq4,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,has_roster,has_absentee,country,absence_rate
70803_12,70803,12,11-50,11-50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_5,70803,5,11-50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,0,0,Official mission,No,,10.0,13.0,Nurse,Primary,Diploma,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6
70803_18,70803,18,11-50,11-50,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_21,70803,21,11-50,11-50,Over 5,Other,Primary,Diploma,Male,25-34,0,0,Training/seminar/meeting,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_16,70803,16,11-50,11-50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_17,70803,17,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_19,70803,19,11-50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_20,70803,20,11-50,11-50,Over 5,Other,Primary,Diploma,0,25-34,Yes,0,Sickness/maternity,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_24,70803,24,11-50,11-50,Over 5,Nurse,Primary,Diploma,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_4,70803,4,11-50,11-50,Over 5,Other,Primary,Diploma,Male,25-34,0,Yes,,Yes,,10.0,1.0,Doctor,Secondary,,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.6
70803_30,70803,30,11-50,11-50,Over 5,Nurse,Primary,Certificate,Male,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_9,70803,9,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,10.0,4.0,Other,Primary,Diploma,After 2000,Male,25-34,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.6
70803_1,70803,1,11-50,11-50,Over 5,Doctor,Secondary,,Male,25-34,Yes,Yes,,Yes,Yes,10.0,24.0,Nurse,Primary,Diploma,After 2000,0.0,25-34,0.0,Official mission,,,1,1.0,Mozambique-2014,0.6
70803_2,70803,2,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,0,Younger than 25,0,Yes,,Yes,,10.0,18.0,Nurse,Secondary,Diploma,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6
70803_23,70803,23,11-50,11-50,Over 5,Nurse,Primary,Diploma,0,35-44,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_22,70803,22,11-50,11-50,Over 5,Nurse,Primary,Diploma,0,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_26,70803,26,11-50,11-50,Over 5,Nurse,Secondary,Diploma,0,45 or older,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_14,70803,14,11-50,11-50,Over 5,Other,Primary,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_7,70803,7,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,Yes,,Yes,,10.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,Younger than 25,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6
70803_10,70803,10,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0,Authorised absence (permision/leave),No,,10.0,8.0,Clinical Officer,Primary,Diploma,After 2000,Male,Younger than 25,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,0.6
70803_3,70803,3,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,10.0,21.0,Other,Primary,Diploma,After 2000,Male,25-34,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,0.6
70803_25,70803,25,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_29,70803,29,11-50,11-50,Over 5,Nurse,Secondary,Diploma,0,35-44,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70803_28,70803,28,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,0,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6
70806_1,70806,1,5 or less,5 or less,5 or less,Nurse,,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Nurse,,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.0
70807_2,70807,2,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Primary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.0
70807_1,70807,1,5 or less,5 or less,5 or less,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.0
70810_2,70810,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,0,Younger than 25,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Secondary,Diploma,After 2000,0.0,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.0
70810_1,70810,1,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.0
70906_2,70906,2,5 or less,5 or less,5 or less,Nurse,,Diploma,0,25-34,Yes,0,Intership,Yes,,2.0,2.0,Nurse,,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.5
70906_1,70906,1,5 or less,5 or less,5 or less,Other,,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Other,Secondary,Diploma,After 2000,Male,25-34,0.0,Collecting salary,,,1,1.0,Mozambique-2014,0.5
71002_1,71002,1,5 or less,5 or less,5 or less,Other,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Other,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.5
71002_2,71002,2,5 or less,5 or less,5 or less,Nurse,,Diploma,0,25-34,Yes,0,Sickness/maternity,Yes,,2.0,2.0,Nurse,,Diploma,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.5
71005_3,71005,3,6-10,5 or less,5 or less,Nurse,Secondary,Diploma,0,25-34,Yes,0,Sickness/maternity,Yes,,3.0,3.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.33333334
71005_2,71005,2,6-10,5 or less,5 or less,Nurse,,Diploma,0,25-34,Yes,0,Authorised absence (permision/leave),Yes,,3.0,2.0,Nurse,,Diploma,After 2000,0.0,25-34,Yes,,A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.33333334
71005_1,71005,1,6-10,5 or less,5 or less,Other,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,Yes,Yes,3.0,1.0,Other,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.33333334
71104_4,71104,4,5 or less,5 or less,5 or less,Clinical Officer,,Diploma,0,25-34,0,Yes,,Yes,,4.0,4.0,Clinical Officer,,Diploma,After 2000,0.0,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.75
71104_2,71104,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,4.0,2.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.75
71104_1,71104,1,5 or less,5 or less,5 or less,Other,,,Male,25-34,Yes,Yes,,Yes,Yes,4.0,1.0,Clinical Officer,,,After 2000,Male,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.75
71104_3,71104,3,5 or less,5 or less,5 or less,Other,,,Male,Younger than 25,Yes,0,Sickness/maternity,Yes,,4.0,3.0,Other,,,After 2000,Male,Younger than 25,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.75
71205_1,71205,1,5 or less,5 or less,5 or less,Other,Primary,,0,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Other,Primary,,Before 1990,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
71209_20,71209,20,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_7,71209,7,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,35-44,0,0,Training/seminar/meeting,No,,11.0,27.0,Other,,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
71209_14,71209,14,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_17,71209,17,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_32,71209,32,Over 50,Over 50,Over 5,Other,Secondary,Diploma,0,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_8,71209,8,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,11.0,42.0,Clinical Officer,Secondary,,After 2000,Male,25-34,Yes,,A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.27272728
71209_43,71209,43,Over 50,Over 50,Over 5,Clinical Officer,,,0,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_4,71209,4,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,25-34,Yes,Yes,,Yes,No,11.0,34.0,Other,Secondary,Diploma,After 2000,0.0,25-34,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,0.27272728
71209_49,71209,49,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_46,71209,46,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_45,71209,45,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_13,71209,13,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,Younger than 25,Yes,0,Other (specify),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_37,71209,37,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_31,71209,31,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,Yes,0,Training/seminar/meeting,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_41,71209,41,Over 50,Over 50,Over 5,Doctor,,,Male,35-44,Yes,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_11,71209,11,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,Yes,Yes,,No,Yes,11.0,1.0,Doctor,Post-Secondary,,After 2000,Male,25-34,0.0,Official mission,,,1,1.0,Mozambique-2014,0.27272728
71209_3,71209,3,Over 50,Over 50,Over 5,Other,Post-Secondary,Advanced,Male,25-34,0,Yes,,No,,11.0,4.0,Clinical Officer,Post-Secondary,Advanced,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
71209_39,71209,39,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,Yes,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_35,71209,35,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_34,71209,34,Over 50,Over 50,Over 5,Other,Secondary,Diploma,0,25-34,Yes,0,Training/seminar/meeting,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_2,71209,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,25-34,Yes,Yes,,No,Yes,11.0,39.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.27272728
71209_30,71209,30,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_29,71209,29,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,Yes,Yes,,Yes,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_15,71209,15,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_48,71209,48,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_16,71209,16,Over 50,Over 50,Over 5,Other,,Certificate,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_40,71209,40,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_9,71209,9,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,11.0,31.0,Other,Secondary,Diploma,After 2000,Male,25-34,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,0.27272728
71209_27,71209,27,Over 50,Over 50,Over 5,Other,,Diploma,0,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_44,71209,44,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_42,71209,42,Over 50,Over 50,Over 5,Clinical Officer,Secondary,,Male,25-34,Yes,Yes,,Yes,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_21,71209,21,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_12,71209,12,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_1,71209,1,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,25-34,Yes,Yes,,Yes,No,11.0,46.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
71209_50,71209,50,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_24,71209,24,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,Yes,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_18,71209,18,Over 50,Over 50,Over 5,Other,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_22,71209,22,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_10,71209,10,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,No,No,11.0,29.0,Clinical Officer,,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
71209_5,71209,5,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,25-34,Yes,0,Official mission,No,,11.0,47.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.27272728
71209_6,71209,6,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,35-44,0,Yes,,No,,11.0,33.0,Other,,,In the 1990s,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
71209_26,71209,26,Over 50,Over 50,Over 5,Other,,Diploma,0,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_47,71209,47,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_33,71209,33,Over 50,Over 50,Over 5,Other,,,0,25-34,Yes,Yes,,Yes,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_36,71209,36,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,35-44,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_23,71209,23,Over 50,Over 50,Over 5,Other,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_28,71209,28,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_25,71209,25,Over 50,Over 50,Over 5,Other,,Diploma,0,25-34,Yes,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_19,71209,19,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71209_38,71209,38,Over 50,Over 50,Over 5,Other,Secondary,,0,45 or older,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
71305_1,71305,1,5 or less,5 or less,5 or less,Nurse,Primary,Certificate,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Nurse,Primary,Certificate,Before 1990,Male,45 or older,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,1.0
71307_31,71307,31,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_18,71307,18,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_14,71307,14,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_23,71307,23,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_47,71307,47,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_3,71307,3,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,45 or older,Yes,Yes,,Yes,Yes,11.0,21.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.45454547
71307_12,71307,12,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_2,71307,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,Advanced,0,25-34,Yes,Yes,,No,No,11.0,12.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.45454547
71307_36,71307,36,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_16,71307,16,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_17,71307,17,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_1,71307,1,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,25-34,Yes,Yes,,Yes,No,11.0,43.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.45454547
71307_15,71307,15,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_7,71307,7,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,11.0,3.0,Clinical Officer,Post-Secondary,Advanced,In the 1990s,Male,45 or older,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.45454547
71307_9,71307,9,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,No,11.0,34.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.45454547
71307_32,71307,32,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_30,71307,30,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,Younger than 25,Yes,Yes,,Yes,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_24,71307,24,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_48,71307,48,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_4,71307,4,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,45 or older,Yes,Yes,,Yes,Yes,11.0,4.0,Clinical Officer,Post-Secondary,Advanced,Before 1990,0.0,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.45454547
71307_26,71307,26,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,45 or older,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_29,71307,29,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_37,71307,37,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_8,71307,8,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,No,No,11.0,39.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,0.0,Intership,,,1,1.0,Mozambique-2014,0.45454547
71307_33,71307,33,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_34,71307,34,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_13,71307,13,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_27,71307,27,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_22,71307,22,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_20,71307,20,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_25,71307,25,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_6,71307,6,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,45 or older,Yes,Yes,,No,No,11.0,30.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,Younger than 25,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.45454547
71307_38,71307,38,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_5,71307,5,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,25-34,Yes,Yes,,No,Yes,11.0,42.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,À espera que o paciente se dispa,Yes,1,1.0,Mozambique-2014,0.45454547
71307_19,71307,19,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
