unique_id,fac_id,staff_id,q110,q111,q112,q113,q114,q115,q115_b_other_specify,q117,q118,q119,q120,q120_b_other_specify,q121,q121_b_other_specify,q122,q116,has_roster,has_absentee,country,absence_rate
15623_6,15623,6,Nurse,0.0,25-34,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,6.0,1,1.0,Kenya-2012,0.9
15623_7,15623,7,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,7.0,1,1.0,Kenya-2012,0.9
15623_8,15623,8,Nurse,0.0,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.9
15623_9,15623,9,Nurse,0.0,35-44,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,9.0,1,1.0,Kenya-2012,0.9
15623_10,15623,10,Other,MALE,25-34,0.0,YES,, ,Other,MALE,0.0,12.0, ,, ,,10.0,1,1.0,Kenya-2012,0.9
15623_11,15623,11,Other,0.0,35-44,0.0,YES,, ,Other,0.0,0.0,12.0, ,, ,,11.0,1,1.0,Kenya-2012,0.9
15623_12,15623,12,Other,MALE,25-34,0.0,0.0,12.0, ,Other,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,YES,12.0,1,1.0,Kenya-2012,0.9
15632_1,15632,1,Clinical Officer,0.0,45 or older,YES,YES,, ,Clinical Officer,0.0,0.0,12.0, ,, ,,1.0,1,1.0,Kenya-2012,0.75
15632_2,15632,2,Clinical Officer,MALE,Younger than 25,YES,YES,, ,Clinical Officer,MALE,0.0,APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.75
15632_3,15632,3,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,3.0,1,1.0,Kenya-2012,0.75
15632_4,15632,4,Other,0.0,Younger than 25,0.0,YES,, ,Other,0.0,0.0,APPROVED ABSENCE, ,, ,,4.0,1,1.0,Kenya-2012,0.75
15639_1,15639,1,Nurse,0.0,45 or older,YES,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.0
15639_2,15639,2,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.0
15639_3,15639,3,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,3.0,1,1.0,Kenya-2012,0.0
15651_1,15651,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.25
15651_2,15651,2,Nurse,0.0,35-44,0.0,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,OFFICIAL MISSION, ,, ,,2.0,1,1.0,Kenya-2012,0.25
15651_3,15651,3,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,3.0,1,1.0,Kenya-2012,0.25
15651_4,15651,4,Nurse,0.0,45 or older,0.0,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,4.0,1,1.0,Kenya-2012,0.25
15655_1,15655,1,Nurse,0.0,45 or older,0.0,YES,, ,Nurse,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,1.0,1,1.0,Kenya-2012,0.16666667
15655_2,15655,2,Nurse,0.0,45 or older,,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.16666667
15655_3,15655,3,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,3.0,1,1.0,Kenya-2012,0.16666667
15655_4,15655,4,Nurse,0.0,35-44,YES,0.0,OTHER (SPECIFY), ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,4.0,1,1.0,Kenya-2012,0.16666667
15655_5,15655,5,Nurse,0.0,35-44,YES,0.0,OFFICIAL MISSION, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,5.0,1,1.0,Kenya-2012,0.16666667
15655_6,15655,6,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,6.0,1,1.0,Kenya-2012,0.16666667
15669_1,15669,1,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,0.0,OFFICIAL MISSION, ,, ,,1.0,1,1.0,Kenya-2012,0.33333334
15669_2,15669,2,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.33333334
15669_3,15669,3,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,3.0,1,1.0,Kenya-2012,0.33333334
15692_1,15692,1,Clinical Officer,0.0,25-34,YES,YES,, ,Clinical Officer,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0,1,1.0,Kenya-2012,0.5
15692_2,15692,2,Nurse,0.0,35-44,0.0,YES,, ,Nurse,0.0,0.0,OFFICIAL MISSION, ,, ,,2.0,1,1.0,Kenya-2012,0.5
15692_3,15692,3,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,MISSING,LATE FOR WORK,, ,,3.0,1,1.0,Kenya-2012,0.5
15692_4,15692,4,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,0.0,APPROVED ABSENCE, ,, ,,4.0,1,1.0,Kenya-2012,0.5
15692_5,15692,5,Nurse,0.0,25-34,0.0,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,5.0,1,1.0,Kenya-2012,0.5
15692_6,15692,6,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,6.0,1,1.0,Kenya-2012,0.5
15692_7,15692,7,Nurse,0.0,25-34,YES,0.0,NOT APPROVED ABSENCE, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,7.0,1,1.0,Kenya-2012,0.5
15692_8,15692,8,Nurse,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15692_9,15692,9,Other,MALE,45 or older,0.0,YES,, ,Other,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,9.0,1,1.0,Kenya-2012,0.5
15692_10,15692,10,Other,MALE,45 or older,0.0,YES,, ,Other,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,10.0,1,1.0,Kenya-2012,0.5
15692_11,15692,11,Nurse,0.0,25-34,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,11.0,1,1.0,Kenya-2012,0.5
15692_12,15692,12,Other,MALE,35-44,0.0,0.0,OTHER (SPECIFY), ,,,,,,,,,,1,,Kenya-2012,0.5
15692_13,15692,13,Other,MALE,45 or older,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.5
15705_1,15705,1,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.33333334
15705_2,15705,2,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.33333334
15705_3,15705,3,Nurse,MALE,25-34,YES,0.0,APPROVED ABSENCE, ,Nurse,MALE,0.0,APPROVED ABSENCE, ,, ,,3.0,1,1.0,Kenya-2012,0.33333334
15721_1,15721,1,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0,1,1.0,Kenya-2012,0.0
15747_1,15747,1,Nurse,MALE,45 or older,0.0,YES,, ,Nurse,MALE,0.0,IN TRAINING/SEMINAR, ,, ,,1.0,1,1.0,Kenya-2012,0.7
15747_2,15747,2,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.7
15747_3,15747,3,Clinical Officer,MALE,25-34,YES,0.0,APPROVED ABSENCE, ,Clinical Officer,MALE,0.0,APPROVED ABSENCE, ,, ,,3.0,1,1.0,Kenya-2012,0.7
15747_4,15747,4,Nurse,0.0,35-44,YES,0.0,OFFICIAL MISSION, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,4.0,1,1.0,Kenya-2012,0.7
15747_5,15747,5,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,5.0,1,1.0,Kenya-2012,0.7
15747_6,15747,6,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,6.0,1,1.0,Kenya-2012,0.7
15747_7,15747,7,Nurse,0.0,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15747_8,15747,8,Nurse,0.0,25-34,YES,0.0,OFFICIAL MISSION, ,Nurse,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,8.0,1,1.0,Kenya-2012,0.7
15747_9,15747,9,Nurse,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15747_10,15747,10,Other,MALE,35-44,0.0,0.0,OFFICIAL MISSION, ,Other,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,0.0,10.0,1,1.0,Kenya-2012,0.7
15747_11,15747,11,Other,0.0,25-34,0.0,0.0,APPROVED ABSENCE, ,Other,0.0,0.0,APPROVED ABSENCE, ,, ,,11.0,1,1.0,Kenya-2012,0.7
15747_12,15747,12,Other,0.0,25-34,0.0,0.0,APPROVED ABSENCE, ,Other,0.0,0.0,APPROVED ABSENCE, ,, ,,12.0,1,1.0,Kenya-2012,0.7
15753_1,15753,1,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,1.0,1,1.0,Kenya-2012,0.9
15753_2,15753,2,Clinical Officer,0.0,35-44,YES,YES,, ,Clinical Officer,0.0,0.0,12.0, ,, ,,2.0,1,1.0,Kenya-2012,0.9
15753_3,15753,3,Nurse,0.0,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.9
15753_4,15753,4,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,4.0,1,1.0,Kenya-2012,0.9
15753_5,15753,5,Nurse,0.0,35-44,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.9
15753_6,15753,6,Nurse,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.9
15753_7,15753,7,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,7.0,1,1.0,Kenya-2012,0.9
15753_8,15753,8,Nurse,0.0,35-44,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.9
15753_9,15753,9,Nurse,0.0,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.9
15753_10,15753,10,Nurse,0.0,35-44,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,10.0,1,1.0,Kenya-2012,0.9
15753_11,15753,11,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.9
15753_12,15753,12,Nurse,0.0,35-44,YES,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,12.0,1,1.0,Kenya-2012,0.9
15753_13,15753,13,Other,0.0,45 or older,0.0,YES,, ,Other,0.0,0.0,12.0, ,, ,,13.0,1,1.0,Kenya-2012,0.9
15753_14,15753,14,Other,0.0,45 or older,0.0,YES,, ,Other,0.0,0.0,12.0, ,, ,,14.0,1,1.0,Kenya-2012,0.9
15753_15,15753,15,Other,MALE,35-44,0.0,YES,, ,Other,MALE,0.0,12.0, ,, ,,15.0,1,1.0,Kenya-2012,0.9
15753_16,15753,16,Other,0.0,35-44,0.0,YES,, ,Other,0.0,0.0,12.0, ,, ,,16.0,1,1.0,Kenya-2012,0.9
15755_1,15755,1,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.6666667
15755_2,15755,2,Nurse,0.0,25-34,YES,0.0,SICK/MATERNITY, ,Nurse,0.0,0.0,SICK/MATERNITY, ,, ,,2.0,1,1.0,Kenya-2012,0.6666667
15755_3,15755,3,Other,MALE,35-44,0.0,0.0,APPROVED ABSENCE, ,Other,MALE,0.0,APPROVED ABSENCE, ,, ,,3.0,1,1.0,Kenya-2012,0.6666667
15763_1,15763,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0,1,1.0,Kenya-2012,0.33333334
15763_2,15763,2,Nurse,0.0,25-34,YES,,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,2.0,1,1.0,Kenya-2012,0.33333334
15763_3,15763,3,Nurse,0.0,25-34,YES,0.0,12.0, ,Nurse,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,3.0,1,1.0,Kenya-2012,0.33333334
15788_1,15788,1,Doctor,MALE,25-34,YES,YES,, ,Doctor,MALE,0.0,APPROVED ABSENCE, ,, ,,1.0,1,1.0,Kenya-2012,0.7
15788_2,15788,2,Clinical Officer,MALE,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_3,15788,3,Clinical Officer,0.0,35-44,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_4,15788,4,Nurse,MALE,35-44,0.0,YES,, ,Nurse,MALE,0.0,APPROVED ABSENCE, ,, ,,4.0,1,1.0,Kenya-2012,0.7
15788_5,15788,5,Nurse,0.0,35-44,0.0,0.0,SICK/MATERNITY, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_6,15788,6,Nurse,MALE,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_7,15788,7,Nurse,MALE,35-44,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_8,15788,8,Nurse,MALE,35-44,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_9,15788,9,Nurse,0.0,35-44,0.0,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,9.0,1,1.0,Kenya-2012,0.7
15788_10,15788,10,Nurse,0.0,25-34,0.0,YES,, ,Nurse,0.0,0.0,SICK/MATERNITY, ,, ,,10.0,1,1.0,Kenya-2012,0.7
15788_11,15788,11,Nurse,MALE,35-44,0.0,YES,, ,Nurse,MALE,0.0,12.0, ,, ,,11.0,1,1.0,Kenya-2012,0.7
15788_12,15788,12,Nurse,MALE,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_13,15788,13,Nurse,0.0,35-44,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_14,15788,14,Nurse,0.0,35-44,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_15,15788,15,Nurse,0.0,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_16,15788,16,Nurse,MALE,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_17,15788,17,Nurse,0.0,35-44,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_18,15788,18,Nurse,0.0,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_19,15788,19,Nurse,0.0,25-34,0.0,0.0,12.0, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,19.0,1,1.0,Kenya-2012,0.7
15788_20,15788,20,Other,MALE,25-34,0.0,0.0,SICK/MATERNITY, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,YES,20.0,1,1.0,Kenya-2012,0.7
15788_21,15788,21,Other,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_22,15788,22,Other,0.0,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15788_23,15788,23,Other,0.0,45 or older,0.0,YES,, ,Other,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,YES,23.0,1,1.0,Kenya-2012,0.7
15788_24,15788,24,Nurse,0.0,25-34,0.0,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,12.0, ,, ,,24.0,1,1.0,Kenya-2012,0.7
15788_25,15788,25,Nurse,0.0,35-44,0.0,0.0,SICK/MATERNITY, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,25.0,1,1.0,Kenya-2012,0.7
15788_26,15788,26,Doctor,MALE,,,,, ,,,,,,,,,,1,,Kenya-2012,0.7
15828_1,15828,1,Doctor,MALE,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_2,15828,2,Doctor,MALE,35-44,YES,0.0,APPROVED ABSENCE, ,Doctor,MALE,0.0,MISSING,ON CALL,, ,,2.0,1,1.0,Kenya-2012,0.5
15828_3,15828,3,Doctor,MALE,45 or older,YES,YES,, ,Doctor,MALE,0.0,MISSING,0N CALL,, ,,3.0,1,1.0,Kenya-2012,0.5
15828_4,15828,4,Doctor,0.0,25-34,YES,YES,, ,Doctor,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,PREPARING TO LEAVE,0.0,4.0,1,1.0,Kenya-2012,0.5
15828_5,15828,5,Clinical Officer,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_6,15828,6,Clinical Officer,MALE,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_7,15828,7,Clinical Officer,MALE,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_8,15828,8,Clinical Officer,MALE,45 or older,YES,YES,, ,Clinical Officer,MALE,0.0,12.0, ,, ,,8.0,1,1.0,Kenya-2012,0.5
15828_9,15828,9,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_10,15828,10,Clinical Officer,0.0,35-44,YES,0.0,APPROVED ABSENCE, ,Clinical Officer,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,0.0,10.0,1,1.0,Kenya-2012,0.5
15828_11,15828,11,Clinical Officer,0.0,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_12,15828,12,Other,MALE,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_13,15828,13,Nurse,0.0,35-44,0.0,0.0,IN TRAINING/SEMINAR, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_14,15828,14,Nurse,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_15,15828,15,Nurse,0.0,45 or older,0.0,YES,, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,15.0,1,1.0,Kenya-2012,0.5
15828_16,15828,16,Nurse,MALE,45 or older,0.0,0.0,IN TRAINING/SEMINAR, ,Nurse,MALE,0.0,IN TRAINING/SEMINAR, ,, ,,16.0,1,1.0,Kenya-2012,0.5
15828_17,15828,17,Nurse,0.0,35-44,0.0,YES,, ,Nurse,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,0.0,17.0,1,1.0,Kenya-2012,0.5
15828_18,15828,18,Nurse,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_19,15828,19,Nurse,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_20,15828,20,Nurse,0.0,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_21,15828,21,Other,MALE,45 or older,0.0,YES,, ,Other,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,0.0,21.0,1,1.0,Kenya-2012,0.5
15828_22,15828,22,Other,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_23,15828,23,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,ISSUING DRUGS,0.0,23.0,1,1.0,Kenya-2012,0.5
15828_24,15828,24,Other,MALE,25-34,0.0,0.0,IN TRAINING/SEMINAR, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_25,15828,25,Clinical Officer,0.0,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_26,15828,26,Clinical Officer,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_27,15828,27,Clinical Officer,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_28,15828,28,Nurse,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_29,15828,29,Nurse,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_30,15828,30,Nurse,0.0,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_31,15828,31,Nurse,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_32,15828,32,Nurse,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_33,15828,33,Other,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_34,15828,34,Other,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_35,15828,35,Doctor,MALE,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_36,15828,36,Doctor,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_37,15828,37,Doctor,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_38,15828,38,Doctor,MALE,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_39,15828,39,Other,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_40,15828,40,Other,0.0,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_41,15828,41,Nurse,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_42,15828,42,Nurse,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_43,15828,43,Nurse,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_44,15828,44,Nurse,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_45,15828,45,Nurse,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_46,15828,46,Doctor,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_47,15828,47,Nurse,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_48,15828,48,Nurse,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15828_49,15828,49,Other,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
15855_1,15855,1,Clinical Officer,MALE,35-44,YES,0.0,IN TRAINING/SEMINAR, ,,,,,,,,,,1,,Kenya-2012,0.7
15855_2,15855,2,Nurse,0.0,35-44,0.0,0.0,IN TRAINING/SEMINAR, ,,,,,,,,,,1,,Kenya-2012,0.7
15855_3,15855,3,Nurse,0.0,35-44,0.0,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,3.0,1,1.0,Kenya-2012,0.7
15855_4,15855,4,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,0.0,12.0, ,, ,,4.0,1,1.0,Kenya-2012,0.7
15855_5,15855,5,Clinical Officer,0.0,35-44,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.7
15855_6,15855,6,Other,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15855_7,15855,7,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,7.0,1,1.0,Kenya-2012,0.7
15855_8,15855,8,Nurse,0.0,45 or older,0.0,YES,, ,Nurse,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,8.0,1,1.0,Kenya-2012,0.7
15855_9,15855,9,Nurse,0.0,35-44,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.7
15855_10,15855,10,Nurse,0.0,25-34,0.0,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,10.0,1,1.0,Kenya-2012,0.7
15855_11,15855,11,Nurse,0.0,25-34,0.0,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,11.0,1,1.0,Kenya-2012,0.7
15855_12,15855,12,Nurse,0.0,25-34,0.0,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,12.0,1,1.0,Kenya-2012,0.7
15855_13,15855,13,Nurse,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15855_14,15855,14,Nurse,0.0,45 or older,0.0,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,14.0,1,1.0,Kenya-2012,0.7
15855_15,15855,15,Other,MALE,25-34,0.0,YES,, ,Other,MALE,0.0,APPROVED ABSENCE, ,, ,,15.0,1,1.0,Kenya-2012,0.7
15855_16,15855,16,Nurse,MALE,35-44,0.0,0.0,12.0, ,Nurse,MALE,0.0,12.0, ,, ,,16.0,1,1.0,Kenya-2012,0.7
15855_17,15855,17,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15855_18,15855,18,Nurse,0.0,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.7
15860_1,15860,1,Nurse,0.0,35-44,YES,YES,, ,Nurse,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,1.0,1,1.0,Kenya-2012,0.4
15860_2,15860,2,Nurse,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
15860_3,15860,3,Nurse,0.0,35-44,YES,0.0,MISSING,STUDY LEAVE,,,,,,,,,,1,,Kenya-2012,0.4
15860_4,15860,4,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,4.0,1,1.0,Kenya-2012,0.4
15860_5,15860,5,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,0.0,12.0, ,, ,,5.0,1,1.0,Kenya-2012,0.4
