fac_id,finalwt,ipw,absprobsamp,abshwkwt,probvign,hwkvignwt,has_weights,h1csqa1,h1csqa2a,h1csqa2b,h1csqa2c,h1csqb1,h1csqb2,h1csqb4,h1csqb5,h1csqb9,h1csqb12,h1csqb13H,h1csqb13M,h1csqb14H,h1csqb14M,h1csqb16,h1csqb17,h1sa5,h1sa9,h1sa17,h1sa18,h1sa19,h1sa20,h1sa21,h1sa22,h1sa26,h1sa31,h1sb50,h1sb51a,h1sb52,h1sb53,h1sb54,h1sb59a,h1sc59b,h1sc60a,h1sc60b,h1sc61a,h1sc61b,h1sc62a,h1sc62b,h1sc63a,h1sc63b,h1sc64a,h1sc64b,h1sc65a,h1sc65b,h1sc66a,h1sc66b,h1sc67a,h1sc67b,h1sc68a,h1sc68b,h1sc69a,h1sc69b,h1sc70a,h1sc70b,h1sc71a,h1sc71b,h1sc72a,h1sc72b,h1sc73a,h1sc73b,h1sc74a,h1sc74b,h1sc75a,h1sc75b,h1sd76,h1sd77,h1sd79,h1sd80,h1sd81,h1sd82,h1sd83,h1sd84,h1sd85,h1sd86,h1sd87,h1sd88,h1sd89,h1sd90,h1sd91,h1sd92,h1sd93,h1sd94,h1sd95,h1sd96,h1sd97,h1sd98,h1sd99,h1sd100,h1sd101,h1sd102,h1sd103,h1sd104,h1sd105,h1sd106,h1sd107,h1sd108,h1sd109,h1sd110,h1sd111,h1sd112,h1sd113,h1sd114,h1sd115,h1sd116,h1sd117,h1sd118,h1sd119,h1sd120,h1sd121,h1sd122,h1sd123,h1sd124,h2sa200,h2sa201,h1csqb6,has_facility,country,h1sb51b
109,12.758341,12.758341,1.0,12.758341,1.0,12.758341,1,Yes,,,,2,212,3,7,Rural,602,13.0,43.0,16.0,18.0,603.0,Questionnaire completed,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,2001-3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not recommended at this level,Not available today,Not recommended at this level,Never available,Not available today,At least one observed (AND non-expired),0.0,,,,Yes,,,,,,0.0,0.0,"Yes, but no observed",0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,325.0,1,Uganda-2013,0.0
11,12.049419,12.049419,0.71428573,16.869186,0.2857143,42.172966,1,Yes,,,,1,108,1,6,Rural,803,11.0,26.0,15.0,5.0,,,Private,Health Post,Yes,Yes,Yes,Yes,Yes,0.0,Over 50,2001-3000,0.0,0.0,0.0,No,No,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Yes (not observed),0.0,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Never available,Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,Not available today,At least one observed (AND non-expired),Not available today,Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",6-10,5 or less,275.0,1,Uganda-2013,0.0
110,7.2186975,7.2186975,0.7692308,9.384307,0.30769232,23.460766,1,Yes,,,,2,212,3,11,Rural,601,12.0,51.0,14.0,57.0,603.0,Questionnaire completed,Public,Health Center,Yes,Yes,0.0,0.0,0.0,0.0,50 or less,Over 3000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Not recommended at this level,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Not available today,Not recommended at this level,Not recommended at this level,Not available today,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",11-50,Over 5,168.0,1,Uganda-2013,0.0
111,7.2186975,7.2186975,1.0,7.2186975,0.6666667,10.828047,1,Yes,,,,2,212,3,11,Rural,603,15.0,12.0,17.0,2.0,601.0,Questionnaire completed,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,2001-3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,Never available,Not available today,At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,0.0,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,315.0,1,Uganda-2013,0.0
112,5.8932223,5.8932223,1.0,5.8932223,1.0,5.8932223,1,Yes,,,,2,212,3,12,Rural,602,8.0,37.0,10.0,28.0,603.0,Questionnaire completed,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,1001-2000,0.0,0.0,0.0,0.0,0.0,0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not recommended at this level,Not available today,Not recommended at this level,Never available,Not available today,At least one observed (AND non-expired),0.0,,,,Yes,,,,,,0.0,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,342.0,1,Uganda-2013,0.0
113,3.9677873,3.9677873,1.0,3.9677873,1.3333334,2.9758406,1,Yes,,,,2,214,1,1,Rural,702,15.0,2.0,17.0,30.0,702.0,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,501-1000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,Never available,Never available,Never available,Never available,Never available,Not available today,At least one observed (AND non-expired),Not available today,Never available,Not available today,Never available,Never available,Not available today,At least one observed (AND non-expired),0.0,,,,Yes,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,252.0,1,Uganda-2013,0.0
114,5.650223,5.650223,1.0,5.650223,0.5,11.300446,1,Yes,,,,2,214,1,2,Rural,703,7.0,3.0,10.0,0.0,703.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,50 or less,1001-2000,0.0,No,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Not available today,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed",0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,38.0,1,Uganda-2013,2.0
115,3.29529,3.29529,1.0,3.29529,0.33333334,9.88587,1,Yes,,,,2,214,1,4,Rural,701,9.0,1.0,11.0,30.0,701.0,,Private,Health Post,Yes,0.0,Yes,Yes,0.0,0.0,Over 50,1001-2000,0.0,No,0.0,0.0,0.0,Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Not available today,Never available,Not available today,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Not available today,Not available today,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),Yes,No,Yes,Yes,0.0,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",5 or less,5 or less,128.0,1,Uganda-2013,2.0
116,4.4197807,4.4197807,0.75,5.893041,0.25,17.679123,1,Yes,,,,2,214,1,5,Rural,703,10.0,8.0,13.0,6.0,703.0,,Public,Health Center,Yes,0.0,Yes,Yes,Yes,0.0,Over 50,Over 3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Yes (not observed),0.0,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,Never available,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Never available,Not available today,Not available today,Not available today,Never available,Not available today,Not available today,Never available,Never available,Not available today,At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",11-50,5 or less,70.0,1,Uganda-2013,0.0
117,5.0098705,5.0098705,1.0,5.0098705,1.0,5.0098705,1,Yes,,,,2,214,1,8,Rural,702,13.0,0.0,15.0,48.0,701.0,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,50 or less,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,105.0,1,Uganda-2013,0.0
118,2.2845623,2.2845623,1.0,2.2845623,1.0,2.2845623,1,Yes,,,,2,214,1,9,Rural,701,10.0,3.0,13.0,18.0,701.0,,Public,Health Post,Yes,0.0,Yes,0.0,0.0,0.0,50 or less,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Not available today,At least one observed (AND non-expired),Yes,No,Yes,Yes,Yes,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,202.0,1,Uganda-2013,0.0
119,2.2845623,2.2845623,1.0,2.2845623,0.5,4.5691247,1,Yes,,,,2,214,1,9,Rural,701,14.0,0.0,16.0,8.0,701.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,Over 50,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Not available today,At least one observed (AND non-expired),0.0,,,,Yes,Never available,Never available,Never available,Never available,Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",5 or less,5 or less,346.0,1,Uganda-2013,0.0
12,3.3905833,3.3905833,1.0,3.3905833,0.5,6.7811666,1,Yes,,,,1,108,1,7,Rural,801,8.0,54.0,10.0,40.0,803.0,,Private,Health Post,Yes,0.0,Yes,0.0,0.0,0.0,Over 50,Over 3000,0.0,No,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Not recommended at this level,Never available,Not recommended at this level,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,,Not available today,Not available today,Not available today,Not available today,Not available today,"Yes, but no observed",0.0,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",5 or less,5 or less,187.0,1,Uganda-2013,2.0
120,1.6688013,1.6688013,1.0,1.6688013,0.6666667,2.503202,1,Yes,,,,2,214,1,10,Rural,702,14.0,2.0,16.0,3.0,701.0,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,50 or less,2001-3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Not available today,Never available,Never available,Not available today,Not available today,Never available,At least one observed (AND non-expired),Not available today,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,0.0,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",5 or less,5 or less,81.0,1,Uganda-2013,0.0
121,1.6688013,1.6688013,0.53846157,3.0992024,0.3846154,4.3388834,1,Yes,,,,2,214,1,10,Rural,702,11.0,2.0,14.0,9.0,702.0,,Public,Health Center,Yes,Yes,Yes,Yes,Yes,Yes,Over 50,Over 3000,0.0,No,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Not available today,Not available today,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",0.0,11-50,5 or less,234.0,1,Uganda-2013,2.0
122,1.6688013,1.6688013,1.0,1.6688013,0.33333334,5.006404,1,Yes,,,,2,214,1,10,Rural,701,8.0,28.0,11.0,5.0,701.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,Over 50,1001-2000,No,0.0,0.0,0.0,0.0,Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,0.0,Yes,Yes,Yes,Not available today,Not available today,Not available today,Not available today,Not available today,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,274.0,1,Uganda-2013,0.0
123,6.0859013,6.0859013,1.0,6.0859013,1.0,6.0859013,1,Yes,,,,2,214,1,12,Rural,102,11.0,30.0,14.0,10.0,702.0,,Private,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,Over 50,0-500,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,Not available today,Never available,Not available today,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed",0.0,"Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,228.0,1,Uganda-2013,0.0
124,6.0859013,6.0859013,1.0,6.0859013,1.0,6.0859013,1,Yes,,,,2,214,1,12,Rural,702,8.0,2.0,11.0,0.0,702.0,,Public,Health Post,Yes,0.0,Yes,0.0,0.0,0.0,50 or less,2001-3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Not available today,Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,Not available today,Never available,Never available,Not available today,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,,Not available today,Not available today,Not available today,Not available today,Never available,0.0,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,345.0,1,Uganda-2013,0.0
125,10.29931,10.29931,1.0,10.29931,0.25,41.19724,1,Yes,,,,2,222,1,1,Rural,701,7.0,1.0,12.0,24.0,701.0,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,Over 3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),0.0,Yes (not observed),0.0,Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,Yes,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed",0.0,0.0,"Yes, but no observed",0.0,"Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,33.0,1,Uganda-2013,0.0
