unique_id,fac_id,staff_id,h2sa203,h2sa204,h2sa205,h2sa206,h2sa207,h2sa208,h2sa208o,h2sa209,h2bID,h2b211,h2b212,h2b213,h2b214,h2b215,h2b215o,h2b216,h2b216o,h2b217,has_roster,has_absentee,country,absence_rate
379_1,379,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.0
38_2,38,2,Other,0.0,35-44,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,0.0,,,,,,1,1.0,Uganda-2013,0.6666667
38_1,38,1,Nurse,0.0,25-34,Yes,0.0,Approved absence,,Yes,1.0,1.0,Other,0.0,0.0,Approved absence,STUDY LEAVE,,,,1,1.0,Uganda-2013,0.6666667
38_3,38,3,Other,0.0,35-44,Yes,0.0,In training/seminar,,Yes,3.0,3.0,Other,0.0,Yes,,,,,Yes,1,1.0,Uganda-2013,0.6666667
380_2,380,2,Nurse,0.0,25-34,0.0,0.0,Other (to specify),OFF DUTY,No,2.0,2.0,Nurse,0.0,0.0,Other (to specify),WORKING SOMEWHERE,,,,1,1.0,Uganda-2013,0.6666667
380_3,380,3,Doctor,Male,45 or older,Yes,0.0,Other (to specify),CALLED WHEN NEEDED,Yes,3.0,3.0,Doctor,Male,0.0,Other (to specify),WORKING SOMEWHERE,,,,1,1.0,Uganda-2013,0.6666667
380_1,380,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.6666667
381_2,381,2,Clinical Officer,Male,35-44,Yes,0.0,Other (to specify),NOT YET ARRIVED,Yes,2.0,2.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
381_3,381,3,Nurse,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,0.0,Other (to specify),GONE TO BUY DRUGS,,,,1,1.0,Uganda-2013,0.75
381_1,381,1,Doctor,Male,35-44,Yes,0.0,Not approved Absence,,Yes,1.0,1.0,Doctor,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
381_4,381,4,Nurse,0.0,25-34,0.0,Yes,,,No,4.0,4.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.75
382_1,382,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.6666667
382_3,382,3,Other,0.0,Younger than 25,0.0,0.0,,,No,3.0,3.0,Other,0.0,0.0,Other (to specify),GONE TO TOWN,,,,1,1.0,Uganda-2013,0.6666667
382_2,382,2,Clinical Officer,Male,25-34,Yes,0.0,Other (to specify),GONE TO WORK SOMEWHERE,Yes,2.0,2.0,Clinical Officer,Male,0.0,Other (to specify),OFF DUTY,,,,1,1.0,Uganda-2013,0.6666667
383_1,383,1,Clinical Officer,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,0.0,0.0,Other (to specify),WENT FOR BURIAL,,,,1,1.0,Uganda-2013,0.6666667
383_2,383,2,Nurse,Male,25-34,0.0,Yes,,,No,2.0,2.0,Nurse,Male,0.0,Other (to specify),WENT FOR BURIAL,,,,1,1.0,Uganda-2013,0.6666667
383_3,383,3,Other,0.0,25-34,0.0,Yes,,,No,3.0,3.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.6666667
384_4,384,4,Other,0.0,45 or older,Yes,Yes,,,Yes,1.0,4.0,Other,Male,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,Yes,1,1.0,Uganda-2013,0.75
384_2,384,2,Clinical Officer,Male,35-44,Yes,0.0,Other (to specify),WORKING SOMEWHERE,Yes,3.0,2.0,Clinical Officer,0.0,0.0,Other (to specify),WORKING ELSEWHERE,,,,1,1.0,Uganda-2013,0.75
384_1,384,1,Doctor,Male,45 or older,Yes,0.0,In training/seminar,,Yes,4.0,1.0,Doctor,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
384_3,384,3,Nurse,0.0,35-44,0.0,0.0,Approved absence,,No,2.0,3.0,Nurse,Male,0.0,Other (to specify),TAKEN PATIENT TO HOSPITAL,,,,1,1.0,Uganda-2013,0.75
385_1,385,1,Nurse,0.0,35-44,Yes,0.0,Other (to specify),NOT  YET ARRIVED,Yes,1.0,1.0,Nurse,0.0,0.0,Other (to specify),NOT YET ARRIVED,,,,1,1.0,Uganda-2013,0.5
385_2,385,2,Nurse,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.5
386_5,386,5,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
386_1,386,1,Doctor,0.0,45 or older,Yes,0.0,12.0,,Yes,1.0,1.0,Doctor,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
386_4,386,4,Other,Male,35-44,0.0,Yes,,,No,4.0,4.0,Doctor,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
386_3,386,3,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,3.0,3.0,Clinical Officer,Male,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENT,0.0,1,1.0,Uganda-2013,0.75
386_9,386,9,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
386_2,386,2,Doctor,0.0,45 or older,Yes,0.0,12.0,,Yes,2.0,2.0,Doctor,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
386_6,386,6,Other,Male,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
386_8,386,8,Doctor,Male,25-34,Yes,0.0,12.0,,Yes,,,,,,,,,,,1,,Uganda-2013,0.75
386_7,386,7,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
387_5,387,5,Other,Male,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
387_2,387,2,Nurse,0.0,25-34,Yes,0.0,Approved absence,,Yes,1.0,2.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
387_7,387,7,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
387_9,387,9,Nurse,Male,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.6
387_4,387,4,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,2.0,4.0,Nurse,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
387_3,387,3,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,5.0,3.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.6
387_6,387,6,Nurse,0.0,25-34,Yes,0.0,Approved absence,,Yes,3.0,6.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.6
387_8,387,8,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
387_1,387,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,4.0,1.0,Clinical Officer,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6
388_3,388,3,Other,0.0,35-44,Yes,0.0,Sick/maternity,,Yes,2.0,3.0,Other,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.6666667
388_1,388,1,Nurse,Male,25-34,Yes,Yes,,,Yes,3.0,1.0,Nurse,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6666667
388_2,388,2,Other,0.0,25-34,Yes,Yes,,,Yes,1.0,2.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.6666667
389_3,389,3,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,3.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.6666667
389_1,389,1,Nurse,Male,35-44,Yes,0.0,Approved absence,,Yes,1.0,1.0,Nurse,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6666667
389_2,389,2,Other,0.0,25-34,Yes,Yes,,,Yes,3.0,2.0,Other,0.0,0.0,Outreach,,,,,1,1.0,Uganda-2013,0.6666667
39_6,39,6,Other,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
39_4,39,4,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,4.0,4.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
39_1,39,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
39_2,39,2,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
39_5,39,5,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
39_3,39,3,Nurse,0.0,35-44,Yes,0.0,12.0,,Yes,3.0,3.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
390_1,390,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.0
390_2,390,2,Nurse,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
391_3,391,3,Other,0.0,Younger than 25,Yes,Yes,,,Yes,2.0,3.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,Yes,1,1.0,Uganda-2013,0.6666667
391_2,391,2,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
391_4,391,4,Other,0.0,25-34,Yes,0.0,Approved absence,,Yes,3.0,4.0,Other,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6666667
391_1,391,1,Nurse,0.0,Younger than 25,Yes,0.0,Approved absence,,Yes,1.0,1.0,Nurse,0.0,0.0,Other (to specify),SICK RELATIVE,,,,1,1.0,Uganda-2013,0.6666667
392_3,392,3,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,3.0,3.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.25
392_4,392,4,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,4.0,4.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.25
392_2,392,2,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.25
392_1,392,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.25
392_5,392,5,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.25
4_4,4,4,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,4.0,4.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.71428573
4_8,4,8,Other,Male,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.71428573
4_3,4,3,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,3.0,3.0,Nurse,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.71428573
4_2,4,2,Clinical Officer,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.71428573
4_1,4,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.71428573
4_9,4,9,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.71428573
4_5,4,5,Nurse,0.0,Younger than 25,Yes,0.0,12.0,,Yes,5.0,5.0,Nurse,0.0,0.0,Outreach,,,,,1,1.0,Uganda-2013,0.71428573
4_6,4,6,Nurse,0.0,Younger than 25,Yes,0.0,12.0,,Yes,6.0,6.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.71428573
4_7,4,7,Nurse,0.0,Younger than 25,Yes,0.0,12.0,,Yes,7.0,7.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.71428573
40_3,40,3,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
40_6,40,6,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
40_5,40,5,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
40_4,40,4,Clinical Officer,Male,35-44,Yes,0.0,12.0,,Yes,4.0,4.0,Clinical Officer,,,,,,,,1,1.0,Uganda-2013,0.6666667
40_2,40,2,Nurse,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Nurse,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6666667
40_1,40,1,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.6666667
401_2,401,2,Clinical Officer,Male,35-44,Yes,0.0,Approved absence,,Yes,2.0,2.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.9
401_4,401,4,Nurse,0.0,35-44,Yes,0.0,Not approved Absence,,Yes,4.0,4.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.9
401_5,401,5,Nurse,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,5.0,5.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.9
401_7,401,7,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,7.0,7.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.9
401_3,401,3,Nurse,Male,25-34,Yes,0.0,12.0,,Yes,3.0,3.0,Nurse,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.9
401_6,401,6,Nurse,0.0,35-44,Yes,0.0,Not approved Absence,,Yes,6.0,6.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR LADY IN LABOUR,Yes,1,1.0,Uganda-2013,0.9
401_9,401,9,Other,0.0,35-44,Yes,Yes,,,Yes,9.0,9.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.9
401_1,401,1,Clinical Officer,Male,45 or older,Yes,0.0,Official mission,,Yes,1.0,1.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.9
401_10,401,10,Other,0.0,35-44,0.0,0.0,Sick/maternity,,No,10.0,10.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.9
401_11,401,11,Other,Male,45 or older,Yes,0.0,Not approved Absence,,Yes,8.0,11.0,Other,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.9
401_8,401,8,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.9
402_2,402,2,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.0
402_1,402,1,Other,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Other,0.0,Yes,,,Arranging for tests or consultations,,Yes,1,1.0,Uganda-2013,0.0
403_3,403,3,Other,0.0,45 or older,Yes,0.0,12.0,,Yes,3.0,3.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.0
403_1,403,1,Other,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Other,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
403_2,403,2,Nurse,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
404_1,404,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.0
404_2,404,2,Nurse,0.0,35-44,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.0
404_3,404,3,Other,0.0,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.0
407_9,407,9,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
407_6,407,6,Nurse,0.0,25-34,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,1.0
407_8,407,8,Other,Male,35-44,0.0,0.0,Official mission,,No,,,,,,,,,,,1,,Uganda-2013,1.0
407_3,407,3,Nurse,0.0,Younger than 25,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,1.0
407_2,407,2,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,1.0
407_5,407,5,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
407_1,407,1,Clinical Officer,Male,35-44,Yes,0.0,Official mission,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,1.0
407_10,407,10,Other,0.0,35-44,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,1.0
407_4,407,4,Other,0.0,25-34,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,1.0
407_7,407,7,Nurse,0.0,35-44,Yes,Yes,,,Yes,3.0,7.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,1.0
41_4,41,4,Other,Male,25-34,Yes,0.0,In training/seminar,,Yes,4.0,4.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.75
41_2,41,2,Nurse,Male,25-34,Yes,0.0,In training/seminar,,Yes,2.0,2.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.75
41_3,41,3,Other,Male,35-44,Yes,Yes,,,Yes,3.0,3.0,Other,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
41_1,41,1,Nurse,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
42_11,42,11,Other,0.0,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
42_8,42,8,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
42_4,42,4,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
42_9,42,9,Other,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
42_1,42,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,,,Providing Consultation (face-to face patient care),,,1,1.0,Uganda-2013,1.0
42_2,42,2,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Clinical Officer,Male,0.0,,,Providing Consultation (face-to face patient care),,,1,1.0,Uganda-2013,1.0
42_5,42,5,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
42_3,42,3,Nurse,Male,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,Male,0.0,,,Completing encounter form or billing sheet,,,1,1.0,Uganda-2013,1.0
42_10,42,10,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
42_7,42,7,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
42_6,42,6,Nurse,0.0,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
43_4,43,4,Nurse,0.0,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
43_3,43,3,Nurse,0.0,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
43_6,43,6,Nurse,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
43_9,43,9,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
43_11,43,11,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
43_8,43,8,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
43_2,43,2,Clinical Officer,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
43_7,43,7,Nurse,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
43_10,43,10,Other,Male,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
43_5,43,5,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
43_1,43,1,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
44_1,44,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.6666667
44_4,44,4,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
44_2,44,2,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.6666667
44_3,44,3,Other,0.0,25-34,Yes,0.0,Approved absence,,Yes,3.0,3.0,Other,0.0,Yes,,,Completing encounter form or billing sheet,,0.0,1,1.0,Uganda-2013,0.6666667
45_7,45,7,Other,0.0,35-44,Yes,Yes,,,Yes,5.0,7.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.8
45_3,45,3,Nurse,0.0,25-34,Yes,0.0,Not approved Absence,,Yes,3.0,3.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.8
45_11,45,11,Other,Male,25-34,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,0.8
45_8,45,8,Other,0.0,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.8
45_10,45,10,Other,Male,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8
45_9,45,9,Other,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8
45_5,45,5,Nurse,0.0,35-44,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.8
45_1,45,1,Clinical Officer,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.8
45_4,45,4,Nurse,0.0,25-34,Yes,0.0,Not approved Absence,,Yes,4.0,4.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
45_6,45,6,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8
45_2,45,2,Nurse,0.0,25-34,Yes,0.0,Approved absence,,Yes,2.0,2.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
46_1,46,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.5
46_2,46,2,Nurse,0.0,35-44,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,,Yes,1,1.0,Uganda-2013,0.5
46_3,46,3,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
46_4,46,4,Other,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
47_5,47,5,Nurse,Male,25-34,Yes,0.0,Approved absence,,Yes,5.0,5.0,Nurse,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6
47_1,47,1,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,,,0.0,1,1.0,Uganda-2013,0.6
47_7,47,7,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
47_2,47,2,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.6
47_6,47,6,Nurse,0.0,Younger than 25,0.0,0.0,Official mission,,No,,,,,,,,,,,1,,Uganda-2013,0.6
47_3,47,3,Doctor,Male,25-34,Yes,Yes,,,Yes,3.0,3.0,Doctor,Male,Yes,,,Providing Consultation (face-to face patient care),,,1,1.0,Uganda-2013,0.6
47_4,47,4,Nurse,0.0,25-34,Yes,0.0,Approved absence,,Yes,4.0,4.0,Nurse,0.0,0.0,,,,,,1,1.0,Uganda-2013,0.6
48_2,48,2,Nurse,0.0,45 or older,Yes,0.0,Official mission,,Yes,3.0,2.0,Nurse,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,1.0
48_4,48,4,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,4.0,Other,0.0,0.0,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,1.0
48_5,48,5,Other,0.0,35-44,Yes,0.0,Approved absence,,Yes,5.0,5.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
48_3,48,3,Other,0.0,35-44,Yes,0.0,Outreach,,Yes,4.0,3.0,Other,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,1.0
48_1,48,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,1.0
49_4,49,4,Nurse,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.625
49_13,49,13,Other,0.0,35-44,Yes,Yes,,,Yes,8.0,13.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.625
49_11,49,11,Other,0.0,45 or older,Yes,0.0,12.0,,Yes,6.0,11.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.625
