fac_id,staff_id,q110_cadre,q111_gender,q112_age,q113_does_regularly_perform_outp,q114_is_currently_in_the_facilit,q115_reason_for_absence,q115_b_other_specify,q117_cadre,q118_gender,q119_currently_in_facility,q120_reason_for_absence,q120_b_other_specify,q121_current_activity,q121_b_other_specify,q122_experience_salary_delay,q116b
15011,5,Nurse,FEMALE,35-44,YES,YES,, ,,,,,,,,,
15011,6,Nurse,MALE,35-44,YES,YES,, ,,,,,,,,,
15011,7,Nurse,FEMALE,35-44,YES,YES,, ,,,,,,,,,
15011,8,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,8.0
15011,9,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,9.0
15011,10,Nurse,FEMALE,45 or older,YES,YES,, ,,,,,,,,,
15011,11,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,11.0
15011,12,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,12.0
15011,13,Other,FEMALE,35-44,NO,YES,, ,,,,,,,,,
15011,14,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,14.0
15011,15,Other,FEMALE,25-34,NO,NO,SICK/MATERNITY, ,Other,FEMALE,YES,, ,LOOKING UP MEDICAL INFORMATION, ,NO,15.0
15011,16,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
15011,17,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,NO,17.0
15011,18,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
15011,19,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,19.0
15013,1,Clinical Officer,FEMALE,35-44,YES,YES,, ,Clinical Officer,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,1.0
15013,2,Nurse,FEMALE,35-44,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,2.0
15013,3,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,3.0
15013,4,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,4.0
15013,5,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,5.0
15013,6,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,6.0
15013,7,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,DOING FIELDWORK, ,, ,,7.0
15130,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
15130,2,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,2.0
15130,3,Other,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,3.0
15131,1,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,1.0
15131,2,Nurse,FEMALE,25-34,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,2.0
15131,3,Nurse,MALE,35-44,YES,NO,APPROVED ABSENCE, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,3.0
15131,4,Nurse,FEMALE,45 or older,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,4.0
15131,5,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,5.0
15131,6,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,6.0
15131,7,Other,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,7.0
15134,1,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
15134,2,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,COMPLETING FORMS, ,NO,2.0
15134,3,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,3.0
15135,1,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0
15135,2,Nurse,MALE,35-44,YES,NO,APPROVED ABSENCE, ,Nurse,MALE,YES,, ,WRITING A PRESCRIPTION, ,YES,2.0
15200,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
15200,2,Nurse,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15200,3,Clinical Officer,FEMALE,35-44,YES,NO,OFFICIAL MISSION, ,Clinical Officer,FEMALE,NO,OFFICIAL MISSION, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,3.0
15200,4,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
15200,5,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
15200,6,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,6.0
15200,7,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,NO,7.0
15200,8,Nurse,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,COMPLETING FORMS, ,YES,8.0
15200,9,Nurse,FEMALE,35-44,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
15200,10,Nurse,FEMALE,45 or older,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
15200,11,Nurse,FEMALE,45 or older,YES,NO,SICK/MATERNITY, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,11.0
15200,12,Nurse,FEMALE,35-44,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
15200,13,Other,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
15200,14,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,YES,14.0
15200,15,Other,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,15.0
15200,16,Other,MALE,35-44,NO,YES,, ,,,,,,,,,
15200,17,Other,MALE,25-34,NO,YES,, ,Other,FEMALE,NO,, ,, ,,17.0
15200,18,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
15200,19,Other,MALE,35-44,NO,NO,OFFICIAL MISSION, ,Other,MALE,NO,DOING FIELDWORK, ,, ,,19.0
15208,1,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,1.0
15208,2,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,2.0
15208,3,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,3.0
15208,4,Clinical Officer,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Clinical Officer,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,4.0
15208,5,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,5.0
15208,6,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,6.0
15208,7,Other,MALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Other,MALE,YES,, ,COMPLETING FORMS, ,NO,7.0
15208,8,Other,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,YES,, ,COMPLETING FORMS, ,NO,8.0
15208,9,Other,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,9.0
15282,1,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
15282,2,Nurse,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
15282,3,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
15282,4,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,4.0
15282,5,Clinical Officer,MALE,35-44,YES,YES,, ,,,,,,,,,
15282,6,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,6.0
15282,7,Clinical Officer,MALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15282,8,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,NO,ON STRIKE, ,, ,,8.0
15282,9,Nurse,FEMALE,25-34,NO,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,9.0
15282,10,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
15282,11,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,11.0
15282,12,Nurse,FEMALE,35-44,YES,YES,, ,,,,,,,,,
15282,13,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,NO,13.0
15282,14,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,14.0
15282,15,Nurse,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
15282,16,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15282,17,Nurse,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15282,18,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,YES,18.0
15282,19,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
15282,20,Nurse,MALE,25-34,NO,NO,DOING FIELDWORK, ,,,,,,,,,
15282,21,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
15282,22,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
15282,23,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,ON STRIKE, ,, ,,23.0
15282,24,Other,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,NO,DOING FIELDWORK, ,, ,,24.0
15282,25,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
15290,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
15290,2,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,2.0
15290,3,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,3.0
15290,4,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,4.0
15290,5,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,5.0
15290,6,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,6.0
15290,7,Other,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,7.0
15290,8,Other,FEMALE,45 or older,NO,NO,SICK/MATERNITY, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,8.0
15314,1,Other,MALE,25-34,YES,YES,, ,Other,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
15314,2,Other,MALE,35-44,NO,YES,, ,Other,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,2.0
15365,1,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
15365,2,Other,FEMALE,45 or older,NO,YES,, ,Other,FEMALE,YES,, ,COMPLETING FORMS, ,NO,2.0
15406,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
15406,2,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,NO,2.0
15406,3,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,3.0
15406,4,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,DOING FIELDWORK, ,, ,,4.0
15406,5,Other,MALE,45 or older,NO,YES,, ,Other,MALE,NO,DOING FIELDWORK, ,, ,,5.0
15446,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,1.0
15446,2,Clinical Officer,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Clinical Officer,FEMALE,YES,, ,, ,NO,2.0
15446,3,Doctor,MALE,25-34,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
15446,4,Doctor,MALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15446,5,Other,MALE,35-44,NO,YES,, ,Other,MALE,YES,, ,COMPLETING FORMS, ,NO,5.0
15446,6,Other,MALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15446,7,Other,MALE,45 or older,NO,YES,, ,,,,,,,,,
15446,8,Other,MALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,8.0
15446,9,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
15446,10,Other,MALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15446,11,Nurse,FEMALE,35-44,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
15446,12,Nurse,MALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15446,13,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,13.0
15446,14,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
15446,15,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15446,16,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,YES,, ,OTHER (SPECIFY),MARTERNITY,NO,16.0
15446,17,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,17.0
15446,18,Nurse,MALE,25-34,NO,YES,, ,Nurse,MALE,NO,OFFICIAL MISSION, ,, ,,18.0
15446,19,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,19.0
15446,20,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,20.0
15446,21,Nurse,MALE,25-34,NO,YES,, ,,,,,,,,,
15446,22,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15446,23,Nurse,MALE,35-44,NO,YES,, ,,,,,,,,,
15446,24,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
15446,25,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
15446,26,Nurse,MALE,25-34,NO,YES,, ,,,,,,,,,
15458,1,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,1.0
15458,2,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
15458,3,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,YES,3.0
15464,1,Nurse,FEMALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,YES,, ,CHECKING SCHEDULE, ,NO,1.0
15464,2,Clinical Officer,MALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15464,3,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
15464,4,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15464,5,Nurse,MALE,45 or older,YES,YES,, ,,,,,,,,,
15464,6,Nurse,MALE,45 or older,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
15464,7,Nurse,FEMALE,45 or older,YES,YES,, ,,,,,,,,,
15464,8,Other,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
15464,9,Other,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,9.0
15464,10,Other,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15464,11,Other,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,NO,11.0
15464,12,Other,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15464,13,Other,FEMALE,45 or older,NO,YES,, ,Other,FEMALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,NO,13.0
15464,14,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,14.0
15464,15,Other,FEMALE,45 or older,NO,NO,SICK/MATERNITY, ,,,,,,,,,
15464,16,Other,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15464,17,Other,FEMALE,45 or older,NO,NO,APPROVED ABSENCE, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,17.0
15464,18,Other,FEMALE,45 or older,NO,YES,, ,Other,FEMALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,NO,18.0
15464,19,Other,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
15464,20,Other,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
15464,21,Other,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
15464,22,Other,MALE,45 or older,NO,YES,, ,Other,MALE,NO,NOT HIS/HER SHIFT, ,, ,,22.0
15464,23,Other,MALE,45 or older,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,23.0
15464,24,Other,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15464,25,Other,MALE,Younger than 25,NO,NO,NOT HIS/HER SHIFT, ,Other,MALE,NO,NOT HIS/HER SHIFT, ,, ,,25.0
15509,1,Nurse,FEMALE,35-44,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,1.0
15509,2,Clinical Officer,FEMALE,35-44,YES,NO,OFFICIAL MISSION, ,Clinical Officer,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
15509,3,Nurse,FEMALE,35-44,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,3.0
15509,4,Nurse,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,4.0
15509,5,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,5.0
15509,6,Nurse,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,6.0
15509,7,Other,MALE,25-34,NO,NO,OFFICIAL MISSION, ,Other,MALE,NO,NOT HIS/HER SHIFT, ,, ,,7.0
15509,8,Other,FEMALE,25-34,NO,NO,IN TRAINING/SEMINAR, ,Other,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,8.0
15551,1,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,1.0
15551,2,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,NO,APPROVED ABSENCE, ,, ,,2.0
15551,3,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,3.0
15551,4,Nurse,FEMALE,25-34,NO,NO,SICK/MATERNITY, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,4.0
15551,5,Other,MALE,45 or older,NO,YES,, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,5.0
15551,6,Other,MALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Other,MALE,YES,, ,OTHER (SPECIFY),ARRANGING DRUGS,YES,6.0
15551,7,Other,MALE,45 or older,NO,YES,, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,7.0
15551,8,Nurse,FEMALE,25-34,NO,NO,SICK/MATERNITY, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,8.0
15623,1,Clinical Officer,FEMALE,35-44,YES,YES,, ,Clinical Officer,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,1.0
15623,2,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
15623,3,Nurse,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,3.0
15623,4,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,4.0
15623,5,Nurse,FEMALE,35-44,YES,YES,, ,,,,,,,,,
15623,6,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,6.0
15623,7,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,7.0
15623,8,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
15623,9,Nurse,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,9.0
15623,10,Other,MALE,25-34,NO,YES,, ,Other,MALE,NO,NOT HIS/HER SHIFT, ,, ,,10.0
15623,11,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,11.0
15623,12,Other,MALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Other,MALE,YES,, ,REVIEWING OR WRITING IN CART, ,YES,12.0
15632,1,Clinical Officer,FEMALE,45 or older,YES,YES,, ,Clinical Officer,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,1.0
15632,2,Clinical Officer,MALE,Younger than 25,YES,YES,, ,Clinical Officer,MALE,NO,APPROVED ABSENCE, ,, ,,2.0
15632,3,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,COMPLETING FORMS, ,NO,3.0
15632,4,Other,FEMALE,Younger than 25,NO,YES,, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,4.0
15639,1,Nurse,FEMALE,45 or older,YES,NO,OFFICIAL MISSION, ,,,,,,,,,
15639,2,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
15639,3,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,3.0
15651,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
15651,2,Nurse,FEMALE,35-44,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,2.0
15651,3,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,NO,3.0
15651,4,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,4.0
15655,1,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,1.0
15655,2,Nurse,FEMALE,45 or older,,YES,, ,Nurse,FEMALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,NO,2.0
15655,3,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,3.0
15655,4,Nurse,FEMALE,35-44,YES,NO,DOING FIELDWORK, ,Nurse,FEMALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,NO,4.0
15655,5,Nurse,FEMALE,35-44,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,5.0
15655,6,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,6.0
15669,1,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,1.0
15669,2,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
15669,3,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,3.0
