fac_id,rural,finalwt,ipw,probvign,hwkvignwt,absprobsamp,abshwkwt,has_weights,id11,id1,id2,id3,id4,id6a,m1sa1q1,m1sa1q2,m0s0q0,m1sbq4,m1sbq8,m1sbq13,m1sbq24,m1sbq25,m1sbq26,m1sbq27,m1sbq28,m1sbq29,m1sbq30,m1sbq34a,m1scq17_a,m1scq17_b,m1scq17_c,m1scq17_d,m1scq17_e,m1scq17_f,m1scq17_g,m1scq17_h,m1scq17_i,m1scq17_j,m1scq17_j_autre,m1scq17_k,m1scq17_l,m1scq17_m,m1scq17_n,m1scq18,m1scq20_a,m1scq20_b,m1scq20_c,m1scq20_d,m1scq20_e,m1scq20_f,m1scq20_g,m1scq20_h,m1scq20_i,m1scq20_j,m1scq20_j_autre,m1scq20_k,m1scq20_l,m1scq20_m,m1scq20_n,m1scq21,m1scq22,m1scq23,m1scq24,m1scq25,m1scq26_a,m1scq26_f,m1scq27_a,m1scq27_f,m1scq28_a,m1scq28_f,m1scq29_a,m1scq29_f,m1scq30_a,m1scq30_f,m1scq31_a,m1scq31_f,m1scq32_a,m1scq32_f,m1scq33_a,m1scq33_f,m1sdq1a,m1sdq1b1,m1sdq2a,m1sdq2b1,m1sdq3a,m1sdq3b1,m1sdq4a,m1sdq4b1,m1sdq5a,m1sdq5b1,m1sdq6a,m1sdq6b1,m1sdq7a,m1sdq7b1,m1sdq8a,m1sdq8b1,m1sdq9a,m1sdq9b1,m1sdq10a,m1sdq10b1,m1sdq11a,m1sdq11b1,m1sdq12a,m1sdq12b1,m1sdq13a,m1sdq13b1,m1seqa_1,m1seqb_1,m1seqa_2,m1seqb_2,m1seqa_3,m1seqb_3,m1seqa_4,m1seqb_4,m1seqa_5,m1seqb_5,m1seqa_6,m1seqb_6,m1seqa_7,m1seqb_7,m1seqa_8,m1seqb_8,m1seqa_9,m1seqb_9,m1seqa_10,m1seqb_10,m1seqa_11,m1seqb_11,m1seqa_12,m1seqb_12,m1seqa_13,m1seqb_13,m1seqa_14,m1seqb_14,m1seqa_15,m1seqb_15,m1seqa_16,m1seqb_16,m1seqa_17,m1seqb_17,m1seqa_18,m1seqb_18,m1seqa_19,m1seqb_19,m1seqa_20,m1seqb_20,m1seqa_21,m1seqb_21,m1seqa_22,m1seqb_22,m1seqa_23,m1seqb_23,m1seqa_24,m1seqb_24,m1seqa_25,m1seqb_25,m1seqa_26,m1seqb_26,m1seqa_27,m1seqb_27,m1seqa_28,m1seqb_28,m1seqa_29,m1seqb_29,m1seqa_30,m1seqb_30,m1seqa_31,m1seqb_31,m1seqa_32,m1seqb_32,m1seqa_33,m1seqb_33,m1seqa_34,m1seqb_34,m1seqa_35,m1seqb_35,m1seqa_36,m1seqb_36,m1seqa_37,m1seqb_37,m1seqa_38,m1seqb_38,m1seqa_39,m1seqb_39,m1seqa_40,m1seqb_40,m1seqa_41,m1seqb_41,m1seqa_42,m1seqb_42,m1seqa_43,m1seqb_43,m1seqa_44,m1seqb_44,m1seqa_45,m1seqb_45,m1seqa_46,m1seqb_46,m1seqa_47,m1seqb_47,m1seqa_48,m1seqb_48,m1seqa_49,m1seqb_49,m1seq49a,m1seq49b,m1seq50,m1seq5b,m1seq51a,m1seq5c,m1seq52a,m1seq52b,m1seq52c,m1seq53,m1seq53a,m1seq53b,m1seq53c,m1seq5e,m1seq55,m1seq57,m1seq58,m1seq59,m1seq60,m1seq60_autre,m1seq61,m1seq62,m1seq63,m1seq64,m1seq65,m1seq66,m1seq67,m1seq68,m1seq69,m1seq70,m1seq71,m1seq72,m1seq73,m1seq74,has_facility,country
108,Urban,3.088709592819214,3.0887096,1.0,3.0887096,1.0,3.0887096,1,108,11,106,106009,106009108,92,oui,,questionnaire complet,Private,Health Center,0-500,,,,,,,,,oui,0,0,0,0,0,0,0,0,0,,0,0,0,0,pas de dechets visibles,oui,0,0,0,0,0,0,0,0,0,,0,0,non,0,,,pas de dechets visibles,oui ? directives non observees,oui,0,,0,,0,,0,,0,,0,,0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,0,,oui (non observe),oui (non observe),0,,0,,oui (non observe),oui (non observe),,,1,budget de la province,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,5,,1,budget de l'etat,5,,5,,1,budget de la province,1,budget de l'etat,1,budget de l'etat,5,,5,,5,,5,,5,,5,,5,,5,,1,budget de l'etat,5,,4.0,,5,,1,budget de la province,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,5,,5,,5,,1,budget de l'etat,1,budget de la province,4,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,5,,1,budget de l'etat,5,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,0,aucune/ brousse,aucune/ brousse,aucune/ brousse,0,0,aucune/ brousse,0,0,0,,,,,,,,,,,,,,,,,,,,,1,Madagascar-2016
109,Rural,4.8904571533203125,4.890457,1.0,4.890457,1.0,4.890457,1,109,11,106,106010,106010109,90,oui,,,Public,Health Post,0-500,oui,0.0,0.0,oui,oui,0.0,0.0,50 or less,0,oui,0,0,0,0,0,0,0,0,,0,0,0,0,"dechets visibles, non proteges",0,oui,0,0,0,0,0,0,0,0,,0,0,non,0,,,"dechets visibles, non proteges",oui ? directives non observees,0,0,,0,,0,,0,,0,,0,,0,,0,,oui (non observe),oui (non observe),0,,0,,oui (non observe),oui (non observe),oui (non observe),0.0,oui (non observe),oui (non observe),0,,0,,0,,0,,0,,oui (non observe),oui (non observe),,,1,budget de l'etat,6,,5,,5,,6,,1,budget de l'etat,5,,6,,6,,6,,5,,5,,4,,6,,5,,5,,5,,5,,1,budget de l'etat,4,,4,,4,,6,,1.0,budget de l'etat,1,budget de l'etat,1,budget de l'etat,4,,6,,4,,4,,4,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,6,,5,,6,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,4,,4,,4,,1,budget de l'etat,1,budget de l'etat,0,,aucune/ brousse,aucune/ brousse,0,aucune/ brousse,aucune/ brousse,0,0,0,aucune/ brousse,0,0,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,,,,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,0.0,,1,Madagascar-2016
11,Rural,3.7419540882110596,3.741954,0.6666667,5.6129313,1.0,3.741954,1,11,11,103,103006,103006011,92,oui,,questionnaire complet,Public,Health Center,501-1000,,,,,,,,,0,oui,0,0,0,0,0,0,0,0,,0,0,0,0,dechets visibles mais  zone protegee,0,oui,0,0,0,0,0,0,0,0,,0,0,non,0,,,dechets visibles mais  zone protegee,oui ? directives non observees,0,0,,0,,oui (non observe),oui (non observe),0,,0,,0,,0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,0,,0,,0,,0,,0,,,,1,budget de l'etat,5,,1,budget de l'etat,5,,5,,1,budget de l'etat,5,,5,,5,,5,,5,,5,,1,budget de l'etat,5,,5,,5,,5,,5,,5,,1,budget de l'etat,5,,1,budget de l'etat,5,,1.0,budget de l'etat,1,budget de l'etat,1,budget de la province,5,,5,,4,,4,,4,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de la province,5,,1,budget de l'etat,1,budget de la province,4,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,0,,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,0,0,0,0,0,aucune/ brousse,tres propres et bien entretenues,tres propres et bien entretenues,non fonctionnel,44.0,dechets visibles mais  zone protegee,reseau electrique (jirama),,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,,1,Madagascar-2016
110,Rural,5.405241966247559,5.405242,0.5,10.810484,1.0,5.405242,1,110,11,106,106010,106010110,92,oui,,questionnaire complet,Private,Health Center,0-500,,,,,,,,,0,oui,0,0,0,0,0,0,0,0,,0,0,0,0,dechets visibles mais  zone protegee,0,oui,0,0,0,0,0,0,0,0,,0,0,non,0,,,dechets visibles mais  zone protegee,0,oui,0,,0,,0,,0,,0,,oui (non observe),oui (non observe),0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,0,,0,,0,,oui (non observe),oui (non observe),,,1,budget de l'etat,4,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,5,,5,,5,,1,budget de la province,1,budget de l'etat,1,budget de l'etat,5,,5,,5,,5,,5,,5,,4,,1,budget de la province,5,,5,,1.0,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,5,,1,budget de l'etat,4,,1,budget de l'etat,5,,5,,5,,1,budget de l'etat,1,budget de l'etat,4,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,4,,5,,5,,5,,1,budget de l'etat,1,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,0,0,0,0,aucune/ brousse,0,0,aucune/ brousse,0,0,0,,,,,,,,,,,,,,,,,,,,,1,Madagascar-2016
111,Rural,4.8904571533203125,4.890457,0.5,9.780914,1.0,4.890457,1,111,11,106,106011,106011111,90,oui,,questionnaire complet,Public,Health Center,0-500,oui,oui,0.0,oui,oui,0.0,0.0,50 or less,0,0,0,0,0,0,0,0,0,oui,ARIANA ANY @ WC,0,0,0,0,pas de dechets visibles,0,oui,0,0,0,0,0,0,0,0,,0,0,non,0,,,dechets visibles mais  zone protegee,oui ? directives non observees,0,0,,0,,0,,0,,0,,0,,0,,0,,oui (non observe),oui (non observe),0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0.0,0,,0,,0,,0,,0,,0,,,,1,budget de l'etat,5,,1,budget de l'etat,5,,5,,1,budget de l'etat,5,,5,,5,,5,,4,,5,,4,,5,,5,,5,,5,,5,,4,,5,,5,,5,,5,,4.0,,5,,5,,5,,5,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,4,,4,,5,,6,,5,,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,4,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,0,aucune/ brousse,aucune/ brousse,0,aucune/ brousse,0,aucune/ brousse,0,0,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,,,,,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,,1,Madagascar-2016
112,Rural,4.8904571533203125,4.890457,0.6666667,7.3356857,1.0,4.890457,1,112,11,106,106012,106012112,108,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,oui,oui,oui,0.0,0.0,50 or less,0,oui,0,0,0,0,0,0,0,0,,0,0,0,0,dechets visibles mais  zone protegee,0,oui,0,0,0,0,0,0,0,0,,0,0,non,0,,,"dechets visibles, non proteges",oui ? directives non observees,0,0,,0,,0,,0,,oui (non observe),oui (non observe),oui (observe),oui (observe),0,,0,,oui (non observe),0.0,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,0,,oui (non observe),oui (non observe),,,1,budget de l'etat,5,,4,,6,,5,,1,budget de l'etat,5,,5,,5,,5,,5,,5,,1,budget de l'etat,5,,5,,5,,5,,5,,1,budget de l'etat,1,budget de l'etat,5,,5,,5,,1.0,budget de l'etat,4,,5,,5,,5,,1,budget de l'etat,5,,5,,1,budget de l'etat,1,budget de l'etat,5,,5,,1,budget de l'etat,5,,5,,5,,4,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,4,,1,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,0,aucune/ brousse,aucune/ brousse,0,0,0,aucune/ brousse,aucune/ brousse,0,tres propres et bien entretenues,tres propres et bien entretenues,non fonctionnel,37.2,dechets visibles mais  zone protegee,reseau electrique (jirama),,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,,1,Madagascar-2016
113,Rural,4.8904571533203125,4.890457,1.0,4.890457,1.0,4.890457,1,113,11,106,106013,106013113,92,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,oui,oui,0.0,0.0,0.0,50 or less,0,0,0,0,0,0,0,0,0,oui,AO ANATY BARIKA NO DORANA,0,0,0,0,"dechets visibles, non proteges",0,0,0,0,0,0,0,0,0,oui,AO ANATY BARIKA NO DORANA,0,0,non,0,,,"dechets visibles, non proteges",0,0,0,,0,,0,,0,,oui (non observe),oui (non observe),0,,0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0.0,0,,0,,oui (non observe),0.0,0,,0,,0,,,,1,budget de l'etat,5,,1,budget de l'etat,5,,5,,1,budget de l'etat,5,,5,,5,,5,,5,,5,,1,budget de l'etat,5,,5,,5,,5,,5,,1,budget de l'etat,4,,5,,5,,5,,1.0,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,4,,5,,5,,1,budget de la province,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,0,aucune/ brousse,0,0,0,0,aucune/ brousse,aucune/ brousse,0,tres propres et bien entretenues,tres propres et bien entretenues,non fonctionnel,43.9,dechets visibles mais  zone protegee,reseau electrique (jirama),,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,,1,Madagascar-2016
114,Rural,4.8904571533203125,4.890457,1.0,4.890457,1.0,4.890457,1,114,11,106,106013,106013114,93,oui,,questionnaire complet,Public,Health Post,0-500,oui,oui,oui,oui,oui,0.0,0.0,50 or less,0,0,0,0,0,oui,0,0,0,0,,0,0,0,0,pas de dechets visibles,0,0,0,0,0,oui,0,0,0,0,,0,0,non,0,,,pas de dechets visibles,oui ? directives non observees,0,0,,0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,0,,0,,0,,0,,0,,0,,,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de la province,5,,4,,5,,5,,5,,6,,4,,5,,1,budget de l'etat,6,,6,,6,,6,,6,,1,budget de l'etat,4,,5,,4,,5,,1.0,budget de l'etat,1,budget de l'etat,1,budget de la province,6,,5,,5,,1,budget de l'etat,4,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,5,,1,budget de la province,6,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,4,,4,,5,,1,budget de l'etat,1,budget de l'etat,0,,aucune/ brousse,0,0,aucune/ brousse,0,0,0,0,aucune/ brousse,aucune/ brousse,0,tres propres et bien entretenues,tres propres et bien entretenues,non fonctionnel,40.6,0.0,essence/petrole/fuel,,4.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,,1,Madagascar-2016
115,Rural,24.824073791503906,24.824074,1.0,24.824074,1.0,24.824074,1,115,13,113,113001,113001115,92,oui,,questionnaire complet,Private,Health Center,501-1000,,,,,,,,,0,0,0,0,0,0,0,0,0,oui,ALEVINA AO ANATY TANY,0,0,0,0,pas de dechets visibles,0,0,0,oui,0,0,0,0,0,0,,0,0,non,0,,,pas de dechets visibles,0,0,0,,oui (non observe),oui (non observe),0,,0,,0,,0,,0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0.0,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,0,,0,,0,,0,,oui (non observe),oui (non observe),,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,5,,4,,5,,5,,1,budget de l'etat,5,,4,,1,budget de l'etat,1,budget de l'etat,5,,5,,5,,5,,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,5.0,,1,budget de l'etat,1,budget de la province,5,,4,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,1,budget de la province,1,budget de l'etat,1,budget de l'etat,5,,4,,1,budget de l'etat,5,,5,,1,budget de l'etat,0,,aucune/ brousse,aucune/ brousse,0,aucune/ brousse,0,0,0,0,aucune/ brousse,aucune/ brousse,0,tres propres et bien entretenues,tres propres et bien entretenues,non fonctionnel,36.0,dechets visibles mais  zone protegee,panneau solaire,,1.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,,1,Madagascar-2016
116,Rural,24.824073791503906,24.824074,0.5,49.648148,1.0,24.824074,1,116,13,113,113001,113001116,93,oui,,questionnaire complet,Private,Hospital,0-500,oui,oui,oui,oui,oui,oui,oui,50 or less,0,oui,0,0,0,0,0,0,0,0,,0,0,0,0,pas de dechets visibles,0,oui,0,0,0,0,0,0,0,0,,0,0,non,0,,,pas de dechets visibles,oui ? directives non observees,0,0,,oui (observe),oui (observe),0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,oui (non observe),oui (non observe),0,,,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,4,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,5,,5,,5,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,1.0,budget de l'etat,1,budget de l'etat,1,budget de la province,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,5,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,4,,1,budget de l'etat,1,budget de l'etat,1,budget de la province,1,budget de l'etat,1,budget de l'etat,0,,aucune/ brousse,0,0,aucune/ brousse,0,aucune/ brousse,0,0,aucune/ brousse,aucune/ brousse,0,0,,,,,,,,,,,,,,,,,,,,,1,Madagascar-2016
117,Rural,24.114816665649414,24.114817,1.0,24.114817,1.0,24.114817,1,117,13,113,113002,113002117,93,oui,,questionnaire complet,Public,Health Center,0-500,oui,oui,oui,oui,oui,0.0,0.0,50 or less,0,0,0,0,0,oui,0,0,0,0,,0,0,0,0,"dechets visibles, non proteges",0,0,0,0,0,oui,0,0,0,0,,0,0,non,0,,,"dechets visibles, non proteges",oui ? directives non observees,0,0,,0,,0,,oui (non observe),oui (non observe),0,,0,,oui (non observe),0.0,0,,oui (non observe),oui (non observe),0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,oui (non observe),0.0,0,,0,,0,,0,,,,4,,5,,4,,1,budget de la province,5,,1,budget de l'etat,5,,5,,5,,6,,4,,5,,1,budget de l'etat,5,,5,,5,,5,,5,,1,budget de l'etat,4,,1,budget de l'etat,1,budget de l'etat,5,,1.0,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,5,,1,budget de l'etat,4,,4,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,5,,4,,6,,4,,4,,1,budget de l'etat,1,budget de l'etat,4,,1,budget de l'etat,4,,5,,1,budget de l'etat,4,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,0,0,0,0,0,aucune/ brousse,0,0,tres propres et bien entretenues,0.0,,,,,,,,,,,,,,,,,,,tres propres et bien entretenues,1,Madagascar-2016
118,Rural,24.114816665649414,24.114817,0.6666667,36.172226,1.0,24.114817,1,118,13,113,113003,113003118,93,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,oui,oui,oui,oui,oui,Over 50,0,0,0,0,0,oui,0,0,0,0,,0,0,0,0,pas de dechets visibles,0,0,0,0,0,oui,0,0,0,0,,0,0,non,0,,,pas de dechets visibles,oui ? directives non observees,0,0,,0,,0,,oui (non observe),oui (non observe),0,,0,,0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,0,,0,,oui (non observe),oui (non observe),,,1,budget de l'etat,5,,4,,1,budget de la province,5,,5,,5,,5,,5,,6,,1,budget de la province,5,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,4,,3,budget de l'etat,1,budget de l'etat,5,,1.0,budget de l'etat,4,,3,budget de l'etat,5,,5,,4,,1,budget de l'etat,5,,3,budget de l'etat,3,budget de l'etat,5,,1,budget de l'etat,5,,5,,1,budget de la province,6,,1,budget de l'etat,1,budget de la province,1,budget de l'etat,1,budget de l'etat,4,,5,,1,budget de l'etat,1,budget de la province,4,,4,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,0,0,aucune/ brousse,0,aucune/ brousse,aucune/ brousse,0,tres propres et bien entretenues,tres propres et bien entretenues,non fonctionnel,45.3,dechets visibles mais  zone protegee,reseau electrique (jirama),,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,,1,Madagascar-2016
119,Rural,24.114816665649414,24.114817,1.0,24.114817,1.0,24.114817,1,119,13,113,113004,113004119,92,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,oui,oui,oui,0.0,0.0,50 or less,0,oui,0,0,0,0,0,0,0,0,,0,0,0,0,dechets visibles mais  zone protegee,0,oui,0,0,0,0,0,0,0,0,,0,0,non,0,,,dechets visibles mais  zone protegee,oui ? directives non observees,0,0,,0,,0,,0,,0,,0,,0,,0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,0,,0,,0,,0,,oui (non observe),oui (non observe),,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de la province,5,,5,,5,,5,,5,,5,,1,budget de la province,5,,1,budget de l'etat,5,,5,,5,,5,,5,,1,budget de l'etat,5,,1,budget de la province,5,,5,,1.0,budget de l'etat,5,,1,budget de la province,5,,5,,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,5,,5,,1,budget de la province,5,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,4,,1,budget de l'etat,1,budget de l'etat,5,,1,budget de l'etat,1,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,0,0,0,0,aucune/ brousse,0,tres propres et bien entretenues,tres propres et bien entretenues,non fonctionnel,42.0,dechets visibles mais  zone protegee,essence/petrole/fuel,,1.0,4.0,5.0,1.0,1.0,1.0,5.0,5.0,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,,1,Madagascar-2016
12,Rural,3.7419540882110596,3.741954,0.6666667,5.6129313,1.0,3.741954,1,12,11,103,103007,103007012,93,oui,,questionnaire complet,Public,Health Post,0-500,oui,oui,oui,oui,oui,0.0,0.0,50 or less,0,oui,0,0,0,0,0,0,0,0,,0,0,0,0,pas de dechets visibles,0,oui,0,0,0,0,0,0,0,0,,0,0,non,0,,,pas de dechets visibles,oui ? directives non observees,0,0,,0,,0,,oui (non observe),oui (non observe),0,,0,,0,,0,,0,,oui (non observe),oui (non observe),0,,oui (non observe),oui (non observe),oui (non observe),oui (non observe),0,,0,,0,,0,,0,,0,,oui (non observe),oui (non observe),,,1,budget de l'etat,5,,1,budget de l'etat,1,budget de la province,5,,1,budget de l'etat,5,,5,,5,,6,,4,,4,,1,budget de la province,5,,5,,5,,5,,5,,1,budget de l'etat,4,,5,,1,budget de l'etat,5,,4.0,,1,budget de l'etat,1,budget de la province,5,,5,,4,,1,budget de l'etat,4,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,5,,1,budget de la province,5,,1,budget de la province,1,budget de la province,4,,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,1,budget de l'etat,5,,4,,1,budget de l'etat,0,,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,0,0,0,aucune/ brousse,aucune/ brousse,aucune/ brousse,tres propres et bien entretenues,tres propres et bien entretenues,non fonctionnel,37.8,dechets visibles mais  zone protegee,essence/petrole/fuel,,4.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,0.0,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,dechets visibles mais  zone protegee,,1,Madagascar-2016
