unique_id,fac_id,staff_id,id11,m2saq2,m2saq3,m2saq1,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq14_autre,m2saq15,m2saq16,suite60,m2sa_selection10,m2sa_selection,m2sa_dispo,m2sa_dispolib,m2sa_q7_2,m2sbq1,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq12_autre,m2sbq13,m2sbq14,has_roster,has_absentee,country,absence_rate
397_2,397,2,397,6-10,5 or less,11-50,2.0,Nurse,Post-Secondary,Diploma,homme,35-44,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,autre,oui,1.0,1.0,Madagascar-2016,0.11111111
397_6,397,6,397,6-10,5 or less,11-50,6.0,Other,Post-Secondary,None,homme,25-34,0.0,0.0,absence autorisee (permission/conge),,oui,,T,,,,,Other,6.0,Other,Post-Secondary,None,After 2000,homme,25-34,oui,,,laboratoires/examens/radios,oui,1.0,1.0,Madagascar-2016,0.11111111
397_4,397,4,397,6-10,5 or less,11-50,4.0,Nurse,Secondary,Certificate,0,45 or older,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,4.0,Nurse,Secondary,Certificate,,0.0,45 or older,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.11111111
397_9,397,9,397,6-10,5 or less,11-50,9.0,Other,Post-Secondary,None,0,25-34,0.0,0.0,est alle retirer son salaire,,oui,,T,,,,,Other,9.0,Other,Secondary,Certificate,After 2000,0.0,45 or older,oui,,,autre,oui,1.0,1.0,Madagascar-2016,0.11111111
397_7,397,7,397,6-10,5 or less,11-50,7.0,Other,Primary,None,homme,25-34,0.0,oui,,,oui,,T,,,,,Other,7.0,Other,Primary,None,After 2000,homme,25-34,oui,,,laboratoires/examens/radios,oui,1.0,1.0,Madagascar-2016,0.11111111
398_5,398,5,398,5 or less,5 or less,6-10,5.0,Other,Post-Secondary,None,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,5.0,Other,Post-Secondary,None,,0.0,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.2
398_3,398,3,398,5 or less,5 or less,6-10,3.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,0.0,formation/seminaire/reunion,,oui,,T,,,,,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,traitement de dossiers/elaboration de rapports,oui,1.0,1.0,Madagascar-2016,0.2
398_2,398,2,398,5 or less,5 or less,6-10,2.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.2
398_4,398,4,398,5 or less,5 or less,6-10,4.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,oui,,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,autre,oui,1.0,1.0,Madagascar-2016,0.2
398_1,398,1,398,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,0,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.2
399_2,399,2,399,5 or less,5 or less,5 or less,2.0,Other,Secondary,,homme,35-44,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,,After 2000,homme,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.33333334
399_3,399,3,399,5 or less,5 or less,5 or less,3.0,Nurse,Post-Secondary,Diploma,homme,Younger than 25,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,homme,Younger than 25,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.33333334
399_1,399,1,399,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,45 or older,oui,0.0,formation/seminaire/reunion,,oui,,T,,1.0,tsy eo,Tsy eo,Nurse,1.0,Nurse,Post-Secondary,Diploma,,0.0,45 or older,0.0,mission officielle,,,,1.0,1.0,Madagascar-2016,0.33333334
4_2,4,2,4,6-10,5 or less,11-50,2.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.625
4_7,4,7,4,6-10,5 or less,11-50,7.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,oui,,,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.625
4_6,4,6,4,6-10,5 or less,11-50,6.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.625
4_3,4,3,4,6-10,5 or less,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,0.0,mission officielle,,oui,,T,,3.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,,homme,35-44,0.0,autre (a preciser),ANY AMIN CENTRE ANNEXE,,,1.0,1.0,Madagascar-2016,0.625
4_4,4,4,4,6-10,5 or less,11-50,4.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,0.0,maladie/maternite,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,maladie/maternite,,,,1.0,1.0,Madagascar-2016,0.625
4_5,4,5,4,6-10,5 or less,11-50,5.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.625
4_1,4,1,4,6-10,5 or less,11-50,1.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,0.0,mission officielle,,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.625
4_8,4,8,4,6-10,5 or less,11-50,8.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,0.0,mission officielle,,oui,,T,,,,,Nurse,8.0,Nurse,Post-Secondary,Diploma,,0.0,Younger than 25,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.625
40_9,40,9,40,6-10,Over 5,11-50,9.0,Doctor,Post-Secondary,Advanced,0,35-44,0.0,oui,,,oui,,T,,,,,Doctor,9.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,35-44,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.44444445
40_7,40,7,40,6-10,Over 5,11-50,7.0,Doctor,Post-Secondary,Advanced,0,25-34,oui,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,5.0,tsy eo,Tsy eo,Doctor,7.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.44444445
40_5,40,5,40,6-10,Over 5,11-50,5.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,4.0,tsy eo,Tsy eo,Doctor,5.0,Doctor,Post-Secondary,Advanced,After 2000,homme,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.44444445
40_4,40,4,40,6-10,Over 5,11-50,4.0,Doctor,Post-Secondary,Advanced,0,25-34,oui,oui,,,oui,oui,T,2.0,3.0,eny,Eny,Doctor,4.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.44444445
40_3,40,3,40,6-10,Over 5,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.44444445
40_1,40,1,40,6-10,Over 5,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,35-44,0.0,oui,,,oui,,T,,,,,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.44444445
40_6,40,6,40,6-10,Over 5,11-50,6.0,Doctor,Post-Secondary,Advanced,homme,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Doctor,6.0,Doctor,Post-Secondary,Advanced,After 2000,homme,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.44444445
40_2,40,2,40,6-10,Over 5,11-50,2.0,Doctor,Post-Secondary,Advanced,0,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.44444445
40_8,40,8,40,6-10,Over 5,11-50,8.0,Doctor,Post-Secondary,Advanced,0,35-44,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Doctor,8.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,35-44,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.44444445
400_1,400,1,400,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,homme,45 or older,0.0,absence non autorisee,,,,1.0,1.0,Madagascar-2016,1.0
401_1,401,1,401,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.5
401_2,401,2,401,5 or less,5 or less,5 or less,2.0,Nurse,,,homme,45 or older,oui,0.0,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,,,,homme,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.5
402_3,402,3,402,5 or less,5 or less,5 or less,3.0,Other,Secondary,None,0,25-34,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Secondary,None,After 2000,0.0,25-34,oui,,,autre,oui,1.0,1.0,Madagascar-2016,0.0
402_1,402,1,402,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
402_2,402,2,402,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,0.0,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
403_3,403,3,403,5 or less,5 or less,5 or less,3.0,Other,Secondary,Certificate,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Secondary,Certificate,,0.0,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.33333334
403_1,403,1,403,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,Younger than 25,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,Younger than 25,oui,,,consultation/visite de malade,oui,1.0,1.0,Madagascar-2016,0.33333334
403_2,403,2,403,5 or less,5 or less,5 or less,2.0,Other,Secondary,Certificate,0,45 or older,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Other,2.0,Other,Secondary,Certificate,After 2000,0.0,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.33333334
404_1,404,1,404,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
405_2,405,2,405,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,consultation/visite de malade,oui,1.0,1.0,Madagascar-2016,0.0
405_1,405,1,405,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,0.0,formation/seminaire/reunion,,oui,,T,,1.0,tsy eo,Tsy eo,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,oui,1.0,1.0,Madagascar-2016,0.0
406_2,406,2,406,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,0.0,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,maladie/maternite,,,,1.0,1.0,Madagascar-2016,0.5
406_1,406,1,406,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.5
407_2,407,2,407,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,Younger than 25,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,,0.0,Younger than 25,0.0,autre (a preciser),,,,1.0,1.0,Madagascar-2016,1.0
407_1,407,1,407,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,homme,35-44,0.0,autre (a preciser),,,,1.0,1.0,Madagascar-2016,1.0
408_2,408,2,408,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,consultation/visite de malade,oui,1.0,1.0,Madagascar-2016,0.0
408_1,408,1,408,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,oui,1.0,1.0,Madagascar-2016,0.0
409_2,409,2,409,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,0.0,autre (a preciser),TSY FANTATRA,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,autre (a preciser),,,,1.0,1.0,Madagascar-2016,0.5
409_3,409,3,409,5 or less,5 or less,5 or less,3.0,Other,Secondary,None,0,Younger than 25,0.0,0.0,absence autorisee (permission/conge),,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.5
409_1,409,1,409,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.5
41_2,41,2,41,6-10,Over 5,11-50,2.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.6666667
41_9,41,9,41,6-10,Over 5,11-50,9.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,9.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.6666667
41_6,41,6,41,6-10,Over 5,11-50,6.0,Doctor,Post-Secondary,Advanced,homme,45 or older,0.0,oui,,,oui,,T,,,,,Doctor,6.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,0.0,autre (a preciser),,,,1.0,1.0,Madagascar-2016,0.6666667
41_5,41,5,41,6-10,Over 5,11-50,5.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,0.0,absence autorisee (permission/conge),,oui,,T,,4.0,tsy eo,Tsy eo,Doctor,5.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.6666667
41_3,41,3,41,6-10,Over 5,11-50,3.0,Doctor,Post-Secondary,Advanced,0,35-44,oui,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,,0.0,35-44,0.0,autre (a preciser),,,,1.0,1.0,Madagascar-2016,0.6666667
41_7,41,7,41,6-10,Over 5,11-50,7.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,oui,,,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.6666667
41_4,41,4,41,6-10,Over 5,11-50,4.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,oui,,,oui,oui,T,1.0,3.0,eny,Eny,Doctor,4.0,Doctor,Post-Secondary,Advanced,,0.0,45 or older,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.6666667
41_8,41,8,41,6-10,Over 5,11-50,8.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,8.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.6666667
41_1,41,1,41,6-10,Over 5,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,0.0,oui,,,oui,,T,,,,,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.6666667
410_1,410,1,410,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,absence non autorisee,,,,1.0,1.0,Madagascar-2016,1.0
411_1,411,1,411,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
412_1,412,1,412,5 or less,5 or less,5 or less,1.0,Nurse,Secondary,Certificate,0,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Secondary,Certificate,In the 1990s,0.0,45 or older,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.5
412_2,412,2,412,5 or less,5 or less,5 or less,2.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,0.0,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,,0.0,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.5
413_1,413,1,413,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
413_2,413,2,413,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,0.0,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
414_2,414,2,414,5 or less,5 or less,5 or less,2.0,Other,Primary,None,homme,25-34,0.0,0.0,absence autorisee (permission/conge),,oui,,T,,,,,Other,2.0,Other,Primary,None,,homme,25-34,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,1.0
414_1,414,1,414,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,homme,25-34,0.0,mission officielle,,,,1.0,1.0,Madagascar-2016,1.0
415_1,415,1,415,5 or less,5 or less,5 or less,1.0,Nurse,Secondary,Certificate,0,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Secondary,Certificate,After 2000,0.0,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
416_1,416,1,416,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,mission officielle,,,,1.0,1.0,Madagascar-2016,1.0
417_1,417,1,417,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.33333334
417_3,417,3,417,5 or less,5 or less,5 or less,3.0,Other,Primary,None,0,35-44,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Primary,None,After 2000,0.0,35-44,oui,,,laboratoires/examens/radios,0.0,1.0,1.0,Madagascar-2016,0.33333334
417_2,417,2,417,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,0.0,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.33333334
418_1,418,1,418,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
419_2,419,2,419,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,homme,45 or older,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.0
419_1,419,1,419,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
42_10,42,10,42,11-50,Over 5,11-50,10.0,Other,Post-Secondary,None,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,9.0,Other,Post-Secondary,None,After 2000,0.0,45 or older,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.2
42_7,42,7,42,11-50,Over 5,11-50,7.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.2
42_8,42,8,42,11-50,Over 5,11-50,8.0,Doctor,Post-Secondary,Advanced,0,35-44,0.0,oui,,,oui,,T,,,,,Doctor,7.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,35-44,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.2
42_4,42,4,42,11-50,Over 5,11-50,4.0,Doctor,Post-Secondary,Advanced,0,35-44,oui,0.0,maladie/maternite,,oui,,T,,4.0,tsy eo,Tsy eo,Doctor,4.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,35-44,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.2
42_5,42,5,42,11-50,Over 5,11-50,5.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.2
42_3,42,3,42,11-50,Over 5,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,0.0,maladie/maternite,,oui,,T,,3.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.2
42_1,42,1,42,11-50,Over 5,11-50,1.0,Doctor,,Advanced,0,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,,Advanced,After 2000,0.0,45 or older,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.2
42_11,42,11,42,11-50,Over 5,11-50,11.0,Other,Post-Secondary,Advanced,0,35-44,0.0,oui,,,oui,,T,,,,,Other,10.0,Other,Post-Secondary,Advanced,After 2000,0.0,35-44,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.2
