fac_id,staff_id,m2sfq1,m2sfq3,m2sfq4,m2sfq7,m2sfq8,m2sfq9,m2sfq10,m2sfq11,m2sfq12,m2sfq13,m2sfq14,m2sfq14aut,m2sfq15,m2sfq16,m2sgq1,m2sgq3,m2sgq5,m2sgq6,m2sgq7,m2sgq8,m2sgq8aut,m2sgq9,m2sgq10
139,1,5 or less,5 or less,1,Nurse,Secondary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
139,2,5 or less,5 or less,2,Other,Primary,None,Femme,Younger than 25,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Autres,Non
140,1,5 or less,5 or less,1,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
140,2,5 or less,5 or less,2,Other,Secondary,None,Femme,25-34,Non,Non,Absence autorisée (permission/congé),,Oui,Non,2.0,2.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
141,1,5 or less,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,Non
141,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
141,3,5 or less,5 or less,3,Other,Primary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
141,4,5 or less,5 or less,4,Other,Secondary,None,Homme,45 or older,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Autres,Non
142,1,11-50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,1.0,1.0,Doctor,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
142,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Clinical Officer,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
142,3,11-50,Over 5,3,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
142,4,11-50,Over 5,4,Other,Secondary,Diploma,Homme,45 or older,Non,Non,Absence autorisée (permission/congé),,Oui,,4.0,4.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
142,5,11-50,Over 5,5,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
142,6,11-50,Over 5,6,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Non,Mission officielle,,Non,,,,,,,,,,
142,7,11-50,Over 5,7,Other,Primary,None,Femme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
142,8,11-50,Over 5,8,Nurse,Secondary,Diploma,Femme,35-44,Oui,Non,Absence autorisée (permission/congé),,Non,,,,,,,,,,
142,9,11-50,Over 5,9,Other,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,5.0,9.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
142,10,11-50,Over 5,10,Other,Secondary,Diploma,Femme,25-34,Oui,Non,Maladie/maternité,,Oui,,6.0,10.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
142,11,11-50,Over 5,11,Other,Secondary,None,Femme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
142,12,11-50,Over 5,12,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,7.0,12.0,Other,Femme,Oui,,,Autres,Non
142,13,11-50,Over 5,13,Other,Post-Secondary,,Homme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
142,14,11-50,Over 5,14,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,8.0,14.0,Other,Femme,Oui,,,Autres,Non
142,15,11-50,Over 5,15,Other,Post-Secondary,None,Homme,45 or older,Non,Oui,,,Oui,Non,9.0,15.0,Other,Homme,Oui,,,Autres,Non
142,16,11-50,Over 5,16,Other,Secondary,None,Homme,35-44,Non,Oui,,,Oui,Non,10.0,16.0,Other,Homme,Oui,,,Autres,Non
143,1,5 or less,5 or less,1,Nurse,Primary,None,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
143,2,5 or less,5 or less,2,Other,Primary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
144,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
144,2,5 or less,5 or less,2,Other,Primary,Certificate,Femme,Younger than 25,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
144,3,5 or less,5 or less,3,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
145,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Absence autorisée (permission/congé),,,
145,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,45 or older,Oui,Non,Absence non autorisée,,Oui,,2.0,2.0,Other,Femme,Non,Absence non autorisée,,,
146,1,11-50,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Non,Absence autorisée (permission/congé),,,
146,2,11-50,5 or less,2,Nurse,Secondary,Certificate,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
146,3,11-50,5 or less,3,Nurse,Secondary,None,Homme,Younger than 25,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
146,4,11-50,5 or less,4,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
146,5,11-50,5 or less,5,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,Femme,Non,Autres (à préciser),ELLE A ETE AFFECTEE DU CMS. ELLE EST PARTI DEPUIS,,
146,6,11-50,5 or less,6,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,6.0,6.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
146,7,11-50,5 or less,7,Other,Post-Secondary,Advanced,Homme,25-34,Non,Oui,,,Oui,Non,7.0,7.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
146,8,11-50,5 or less,8,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,8.0,8.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
146,9,11-50,5 or less,9,Other,Secondary,None,Femme,25-34,Non,Non,Absence autorisée (permission/congé),,Oui,,9.0,9.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
147,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Absence non autorisée,,,
147,2,5 or less,5 or less,2,Other,Primary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
147,3,5 or less,5 or less,3,Other,Secondary,None,Homme,Younger than 25,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
148,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
148,2,5 or less,5 or less,2,Nurse,Primary,None,Homme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
148,3,5 or less,5 or less,3,Other,Primary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
148,4,5 or less,5 or less,4,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
149,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Absence non autorisée,,,
149,2,5 or less,5 or less,2,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Non,Autres (à préciser),ELLE A ETE AFFECTEE DEPUIS HIER DU CENTRE DONC ELL,,
149,3,5 or less,5 or less,3,Other,Secondary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
150,1,11-50,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Non,Absence autorisée (permission/congé),,,
150,2,11-50,5 or less,2,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Non,Absence non autorisée,,,
150,3,11-50,5 or less,3,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,3.0,3.0,Nurse,Femme,Non,Absence autorisée (permission/congé),,,
150,4,11-50,5 or less,4,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,Femme,Non,Absence non autorisée,,,
150,5,11-50,5 or less,5,Other,Primary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,Femme,Non,Absence non autorisée,,,
150,6,11-50,5 or less,6,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,6.0,6.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
150,7,11-50,5 or less,7,Other,Primary,None,Femme,45 or older,Non,Oui,,,Oui,Non,7.0,7.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
150,8,11-50,5 or less,8,Other,Secondary,None,Homme,45 or older,Non,Oui,,,Oui,Non,8.0,8.0,Other,Homme,Oui,,,Autres,Non
150,9,11-50,5 or less,9,Other,Primary,None,Homme,45 or older,Non,Oui,,,Oui,Non,9.0,9.0,Other,Homme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
150,10,11-50,5 or less,10,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,10.0,10.0,Other,Femme,Non,Absence non autorisée,,,
151,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Formation/séminaire/réunion,,,
151,2,5 or less,5 or less,2,Other,Secondary,None,Femme,35-44,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
151,3,5 or less,5 or less,3,Other,Secondary,None,Homme,45 or older,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Autres,Non
152,1,11-50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Absence autorisée (permission/congé),,Non,,,,,,,,,,
152,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,,Oui,Oui,1.0,2.0,Clinical Officer,Femme,Oui,,,Consultation/visite de malade,Non
152,3,11-50,Over 5,3,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,,Oui,Oui,2.0,3.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
152,4,11-50,Over 5,4,Other,Secondary,Diploma,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,3.0,4.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
152,5,11-50,Over 5,5,Nurse,Secondary,None,Homme,45 or older,Non,Oui,,,Oui,Non,4.0,5.0,Nurse,Homme,Oui,,,Autres,Non
152,6,11-50,Over 5,6,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
152,7,11-50,Over 5,7,Other,Secondary,Diploma,Homme,35-44,Non,Oui,,,Oui,Non,5.0,7.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
152,8,11-50,Over 5,8,Other,Primary,None,Femme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
152,9,11-50,Over 5,9,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,6.0,9.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
152,10,11-50,Over 5,10,Other,Primary,None,Femme,45 or older,Non,Oui,,,Oui,Non,7.0,10.0,Other,Femme,Oui,,,Autres,Non
152,11,11-50,Over 5,11,Other,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Oui,Oui,8.0,11.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
152,12,11-50,Over 5,12,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,9.0,12.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
152,13,11-50,Over 5,13,Other,Post-Secondary,Advanced,Homme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
152,14,11-50,Over 5,14,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,10.0,14.0,Other,Homme,Oui,,,Autres,Non
152,15,11-50,Over 5,15,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,
152,16,11-50,Over 5,16,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
153,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
153,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
153,3,5 or less,5 or less,3,Other,Secondary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
153,4,5 or less,5 or less,4,Nurse,Primary,None,Homme,45 or older,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,Homme,Non,Absence autorisée (permission/congé),,,
153,5,5 or less,5 or less,5,Other,Post-Secondary,Advanced,Homme,25-34,Non,Oui,,,Oui,Non,5.0,5.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
154,1,6-10,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
154,2,6-10,5 or less,2,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
154,3,6-10,5 or less,3,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
154,4,6-10,5 or less,4,Nurse,Primary,None,Homme,35-44,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
154,5,6-10,5 or less,5,Other,Secondary,None,Homme,45 or older,Non,Oui,,,Oui,Non,5.0,5.0,Other,Homme,Oui,,,Autres,Non
155,1,5 or less,5 or less,1,Nurse,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
155,2,5 or less,5 or less,2,Nurse,Secondary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
156,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
156,2,5 or less,5 or less,2,Other,Primary,None,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
157,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
157,2,5 or less,5 or less,2,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
158,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
158,2,5 or less,5 or less,2,Other,Primary,Certificate,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Non,Absence non autorisée,,,
159,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,1.0,1.0,Nurse,Homme,Non,Absence autorisée (permission/congé),,,
159,2,5 or less,5 or less,2,Nurse,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
159,3,5 or less,5 or less,3,Other,Primary,None,Femme,Younger than 25,Non,Oui,,,Oui,Non,3.0,3.0,Other,Femme,Oui,,,Autres,Non
160,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
160,2,5 or less,5 or less,2,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Non,Mission officielle,,,
160,3,5 or less,5 or less,3,Nurse,Secondary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
160,4,5 or less,5 or less,4,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Femme,Oui,,,Autres,Non
161,1,5 or less,5 or less,1,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Other,Femme,Non,Formation/séminaire/réunion,,,
161,2,5 or less,5 or less,2,Nurse,Post-Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
162,1,11-50,Over 5,1,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
162,2,11-50,Over 5,2,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
162,3,11-50,Over 5,3,Other,Secondary,Diploma,Femme,25-34,Oui,Non,Formation/séminaire/réunion,,Oui,Non,2.0,3.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
162,4,11-50,Over 5,4,Other,Primary,None,Femme,45 or older,Non,Oui,,,Oui,Non,3.0,4.0,Other,Femme,Non,Absence non autorisée,,,
162,5,11-50,Over 5,5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,4.0,5.0,Nurse,Femme,Non,Mission officielle,,,
162,6,11-50,Over 5,6,Nurse,Secondary,Diploma,Femme,35-44,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,5.0,6.0,Nurse,Femme,Non,Absence autorisée (permission/congé),,,
162,7,11-50,Over 5,7,Other,Primary,None,Homme,45 or older,Non,Oui,,,Oui,Non,6.0,7.0,Other,Homme,Non,Absence non autorisée,,,
162,8,11-50,Over 5,8,Other,Primary,None,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
162,9,11-50,Over 5,9,Other,Primary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,7.0,9.0,Other,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
162,10,11-50,Over 5,10,Other,Primary,None,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
162,11,11-50,Over 5,11,Other,Primary,None,Femme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
162,12,11-50,Over 5,12,Other,Primary,None,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
162,13,11-50,Over 5,13,Other,Secondary,None,Homme,35-44,Non,Non,Formation/séminaire/réunion,,Oui,Non,8.0,13.0,Other,Homme,Oui,Absence non autorisée,,Consultation/visite de malade,Non
162,14,11-50,Over 5,14,Other,Primary,None,Femme,45 or older,Non,Oui,,,Oui,Non,9.0,14.0,Other,Femme,Non,Absence non autorisée,,,
162,15,11-50,Over 5,15,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,10.0,15.0,Other,Femme,Non,Absence non autorisée,,,
162,16,11-50,Over 5,16,Other,Primary,None,Femme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
163,1,11-50,Over 5,1,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
163,2,11-50,Over 5,2,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Mission officielle,,Non,Non,,,,,,,,,
163,3,11-50,Over 5,3,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Formation/séminaire/réunion,,Non,Non,,,,,,,,,
163,4,11-50,Over 5,4,Other,Primary,None,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
163,5,11-50,Over 5,5,Other,Primary,None,Femme,45 or older,Oui,Non,Maladie/maternité,,Non,Non,,,,,,,,,
163,6,11-50,Over 5,6,Other,Primary,None,Femme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
163,7,11-50,Over 5,7,Other,Primary,None,Homme,45 or older,Non,Oui,,,Oui,Non,1.0,7.0,Other,Homme,Oui,,,Consultation/visite de malade,Non
163,8,11-50,Over 5,8,Other,Post-Secondary,Advanced,Femme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
163,9,11-50,Over 5,9,Other,Post-Secondary,Advanced,Homme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
163,10,11-50,Over 5,10,Other,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
163,11,11-50,Over 5,11,Nurse,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,11.0,Nurse,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
163,12,11-50,Over 5,12,Other,Primary,None,Homme,35-44,Non,Non,Absence autorisée (permission/congé),,Oui,Non,3.0,12.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
163,13,11-50,Over 5,13,Other,Secondary,None,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
163,14,11-50,Over 5,14,Other,Primary,None,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,
163,15,11-50,Over 5,15,Other,Secondary,Diploma,Homme,35-44,Non,Non,Formation/séminaire/réunion,,Non,Non,,,,,,,,,
163,16,11-50,Over 5,16,Other,Secondary,None,Femme,25-34,Non,Non,Absence autorisée (permission/congé),,Non,Non,,,,,,,,,
163,17,11-50,Over 5,17,Other,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Oui,Oui,4.0,17.0,Other,Femme,Non,Absence non autorisée,,,
163,18,11-50,Over 5,18,Nurse,Secondary,Diploma,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,5.0,18.0,Nurse,Homme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
163,19,11-50,Over 5,19,Nurse,Primary,Certificate,Femme,35-44,Oui,Non,Formation/séminaire/réunion,,Oui,Non,6.0,19.0,Nurse,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
163,20,11-50,Over 5,20,Other,Post-Secondary,Advanced,Homme,45 or older,Non,Oui,,,Oui,Non,7.0,20.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
163,21,11-50,Over 5,21,Other,Secondary,Diploma,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,
163,22,11-50,Over 5,22,Other,Primary,None,Homme,45 or older,Non,Oui,,,Oui,Non,8.0,22.0,Other,Homme,Non,Absence non autorisée,,,
163,23,11-50,Over 5,23,Other,Post-Secondary,Advanced,Homme,25-34,Non,Non,Formation/séminaire/réunion,,Oui,Non,9.0,23.0,Other,Homme,Non,Formation/séminaire/réunion,,,
163,24,11-50,Over 5,24,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Formation/séminaire/réunion,,Oui,Non,10.0,24.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
163,25,11-50,Over 5,25,Other,Secondary,None,Homme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
164,1,6-10,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
164,2,6-10,5 or less,2,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
164,3,6-10,5 or less,3,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
164,4,6-10,5 or less,4,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Oui
164,5,6-10,5 or less,5,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
164,6,6-10,5 or less,6,Other,Primary,None,Homme,35-44,Non,Oui,,,Oui,Non,6.0,6.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
164,7,6-10,5 or less,7,Other,Primary,None,Homme,25-34,Non,Oui,,,Oui,Non,7.0,7.0,Other,Homme,Oui,,,Autres,Non
165,1,6-10,5 or less,1,Nurse,Secondary,Certificate,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Absence non autorisée,,,
165,2,6-10,5 or less,2,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Oui
165,3,6-10,5 or less,3,Nurse,Primary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Oui
165,4,6-10,5 or less,4,Other,Primary,None,Homme,45 or older,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Non,Mission officielle,,,
165,5,6-10,5 or less,5,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,5.0,5.0,Other,Femme,Oui,,,Consultation/visite de malade,Oui
165,6,6-10,5 or less,6,Other,Primary,None,Homme,35-44,Non,Oui,,,Oui,Non,6.0,6.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Oui
