fac_id,staff_id,mod1_id,m1s0q4_2,m1s2q4,m1s2q5,m1s2q6,m1s2q7,m1s2q9,m1s2q10,m1s2q10_a,m1s2q1,strate,weight_m1p,mod2_id,m2s0q1_2,m2s0q2_2,m2s0q3_2,m2s0q4_2,m2s0q7_1,m2s0q7_2,m2s0q7_3,m2s0q7_5,m2s0q7_6,m2s0q7_7,m2s0q10,m2s1q2,m2s1q3,m2s1q4,m2s1q5,m2s1q6,m2s1q7,m2s1q13,m2s1q14,m2s1q15,m2s1q16,m2s1q17,weight_m2,mod3_id,m3s0q1_2,m3s0q2_2,m3s0q3_2,m3s0q4_2,m3s0q7_1,m3s0q7_2,m3s0q7_3,m3s0q7_5,m3s0q7_6,m3s0q7_7,m3s0q8_h,m3s0q8_mn,m3s0q9_h,m3s0q9_mn,m3s1q2,m3s1q3,m3s1q3_a,weight_m3
122,1,96,77,Other,Femme,25-34,Non,Oui,,,5 or less,15,35.632526,96.0,12.0,8.0,28.0,77.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,106.89758,96.0,12.0,8.0,28.0,77.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,Oui,,,106.89758
123,5,16,24,Nurse,Femme,,Non,Non,Pas sa période de travail,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,15.0,oui,Other,45 or older,Secondary,After 2000,6.0,Oui,6.0,Oui,2ieme,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Oui,,,135.51398
123,20,16,24,Other,Femme,35-44,Non,Non,Absence approuvée,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,24,16,24,Other,Homme,35-44,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,18,16,24,Other,Femme,35-44,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,11,16,24,Other,Femme,45 or older,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,8,16,24,Other,Femme,,Non,Non,Congés maladie/maternité,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,1.0,non,Other,45 or older,Post-Secondary,After 2000,10.0,Oui,6.0,Oui,2ieme,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Oui,,,135.51398
123,7,16,24,Other,Femme,45 or older,Non,Oui,,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,20.0,non,Other,35-44,Secondary,,10.0,Oui,10.0,Oui,2ieme,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Oui,,,135.51398
123,22,16,24,Other,Homme,45 or older,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,19,16,24,Other,Femme,35-44,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,4,16,24,Nurse,Femme,45 or older,Non,Non,Pas sa période de travail,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,6.0,non,Other,35-44,Post-Secondary,After 2000,6.0,Oui,5.0,Oui,1ere,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Oui,,,135.51398
123,16,16,24,Other,Femme,35-44,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6,16,24,Other,Femme,35-44,Non,Non,Absence approuvée,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,24.0,oui,Other,35-44,Secondary,In the 1990s,10.0,Oui,7.0,Oui,2ieme,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Oui,,,135.51398
123,17,16,24,Other,Femme,45 or older,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,12,16,24,Other,Femme,35-44,Non,Non,Absence approuvée,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,15,16,24,Other,Femme,45 or older,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2,16,24,Other,Femme,35-44,Non,Oui,,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,3.0,non,Nurse,45 or older,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Non,Congés maladie/maternité,,135.51398
123,0,16,24,Nurse,Femme,45 or older,Oui,Oui,,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Oui,,,135.51398
123,1,16,24,Other,Homme,45 or older,Non,Non,Pas sa période de travail,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,4.0,non,Nurse,45 or older,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Oui,,,135.51398
123,13,16,24,Other,Femme,45 or older,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,9,16,24,Other,Femme,,Non,Non,Congés maladie/maternité,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,12.0,non,Other,35-44,Secondary,After 2000,10.0,Oui,6.0,Oui,1ere,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Non,Absence approuvée,,135.51398
123,10,16,24,Other,Femme,45 or older,Non,Oui,,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,5.0,non,Nurse,,Post-Secondary,After 2000,10.0,Oui,5.0,Oui,1ere,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Non,Congés maladie/maternité,,135.51398
123,21,16,24,Other,Femme,25-34,Non,Non,Pas sa période de travail,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,14,16,24,Other,Femme,45 or older,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,23,16,24,Other,Homme,35-44,Non,Oui,,,11-50,1,5.420559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,3,16,24,Nurse,Femme,45 or older,Oui,Oui,,,11-50,1,5.420559,16.0,92.0,1.0,4.0,24.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,22.0,oui,Other,45 or older,Primary,In the 1990s,6.0,Oui,5.0,Oui,2ieme,135.51398,16.0,91.0,1.0,4.0,24.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,30.0,14.0,30.0,Oui,,,135.51398
124,6,47,55,Other,Femme,35-44,Non,Oui,,,6-10,8,5.8721647,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,5.0,non,Other,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,2ieme,41.105152,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,5.0,Oui,,,41.105152
124,5,47,55,Other,Homme,35-44,Non,Non,Absence approuvée,,6-10,8,5.8721647,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,3.0,non,Nurse,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,2ieme,41.105152,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,5.0,Oui,,,41.105152
124,4,47,55,Nurse,Femme,35-44,Non,Oui,,,6-10,8,5.8721647,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,2.0,non,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,2ieme,41.105152,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,5.0,Oui,,,41.105152
124,0,47,55,Nurse,Homme,45 or older,Oui,Oui,,,6-10,8,5.8721647,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,41.105152,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,5.0,Oui,,,41.105152
124,1,47,55,Nurse,Femme,45 or older,Oui,Non,Congés maladie/maternité,,6-10,8,5.8721647,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Nurse,35-44,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,41.105152,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,5.0,Oui,,,41.105152
124,2,47,55,Nurse,Femme,45 or older,Non,Non,Pas sa période de travail,,6-10,8,5.8721647,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,6.0,oui,Other,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,41.105152,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,5.0,Oui,,,41.105152
124,3,47,55,Nurse,Femme,35-44,Non,Non,En mission officielle,,6-10,8,5.8721647,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,non,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,2ieme,41.105152,47.0,51.0,4.0,16.0,55.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,5.0,Non,Congés maladie/maternité,,41.105152
125,3,130,93,Nurse,Femme,25-34,Non,Non,Absence approuvée,,5 or less,20,14.711594,130.0,91.0,10.0,37.0,93.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,3.0,non,Nurse,25-34,,,,,,,1ere,58.846375,130.0,91.0,10.0,37.0,93.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,49.0,9.0,52.0,Non,Absence approuvée,,58.846375
125,1,130,93,Other,Homme,25-34,Non,Oui,,,5 or less,20,14.711594,130.0,91.0,10.0,37.0,93.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,58.846375,130.0,91.0,10.0,37.0,93.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,49.0,9.0,52.0,Oui,,,58.846375
125,2,130,93,Other,Femme,25-34,Non,Oui,,,5 or less,20,14.711594,130.0,91.0,10.0,37.0,93.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,25-34,Post-Secondary,After 2000,,,,,1ere,58.846375,130.0,91.0,10.0,37.0,93.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,49.0,9.0,52.0,Oui,,,58.846375
125,0,130,93,Nurse,Femme,25-34,Oui,Oui,,,5 or less,20,14.711594,130.0,91.0,10.0,37.0,93.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,58.846375,130.0,91.0,10.0,37.0,93.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,9.0,49.0,9.0,52.0,Oui,,,58.846375
126,0,83,72,Nurse,Femme,25-34,Oui,Oui,,,5 or less,11,17.828136,83.0,22.0,6.0,20.0,72.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,3.0,Oui,0.0,Oui,1ere,89.140686,83.0,22.0,6.0,20.0,72.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,30.0,10.0,11.0,Oui,,,89.140686
126,3,83,72,Nurse,Femme,45 or older,Non,Oui,,,5 or less,11,17.828136,83.0,22.0,6.0,20.0,72.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Nurse,45 or older,Primary,Before 1990,0.0,Oui,0.0,Oui,1ere,89.140686,83.0,22.0,6.0,20.0,72.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,30.0,10.0,11.0,Oui,,,89.140686
126,4,83,72,Other,Homme,25-34,Non,Oui,,,5 or less,11,17.828136,83.0,22.0,6.0,20.0,72.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,89.140686,83.0,22.0,6.0,20.0,72.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,30.0,10.0,11.0,Oui,,,89.140686
126,1,83,72,Nurse,Femme,,Oui,Non,Congés maladie/maternité,,5 or less,11,17.828136,83.0,22.0,6.0,20.0,72.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,Oui,1.0,non,Nurse,,,,,,,,1ere,89.140686,83.0,22.0,6.0,20.0,72.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,30.0,10.0,11.0,Non,Congés maladie/maternité,,89.140686
126,2,83,72,Nurse,Femme,45 or older,Oui,Oui,,,5 or less,11,17.828136,83.0,22.0,6.0,20.0,72.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,89.140686,83.0,22.0,6.0,20.0,72.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,30.0,10.0,11.0,Oui,,,89.140686
127,3,151,74,Nurse,Femme,45 or older,Non,Oui,,,6-10,9,6.934945,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Nurse,45 or older,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,41.609673,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,9.0,25.0,9.0,40.0,Oui,,,41.609673
127,4,151,74,Nurse,Femme,45 or older,Non,Oui,,,6-10,9,6.934945,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Nurse,45 or older,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,41.609673,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,9.0,25.0,9.0,40.0,Oui,,,41.609673
127,0,151,74,Nurse,Femme,35-44,Oui,Oui,,,6-10,9,6.934945,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,41.609673,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,9.0,25.0,9.0,40.0,Oui,,,41.609673
127,2,151,74,Nurse,Femme,45 or older,Non,Oui,,,6-10,9,6.934945,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,45 or older,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,41.609673,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,9.0,25.0,9.0,40.0,Non,Pas sa période de travail,,41.609673
127,5,151,74,Other,Homme,45 or older,Non,Oui,,,6-10,9,6.934945,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Other,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,41.609673,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,9.0,25.0,9.0,40.0,Oui,,,41.609673
127,1,151,74,Other,Homme,35-44,Non,Oui,,,6-10,9,6.934945,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,35-44,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,41.609673,151.0,12.0,5.0,17.0,74.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,9.0,25.0,9.0,40.0,Oui,,,41.609673
128,4,120,90,Other,Femme,35-44,Non,Oui,,,5 or less,19,4.883962,120.0,91.0,10.0,34.0,90.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,24.419811,120.0,91.0,10.0,34.0,90.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,13.0,20.0,13.0,35.0,Oui,,,24.419811
128,3,120,90,Nurse,Femme,45 or older,Non,Non,Pas sa période de travail,,5 or less,19,4.883962,120.0,91.0,10.0,34.0,90.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,3.0,non,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,2ieme,24.419811,120.0,91.0,10.0,34.0,90.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,13.0,20.0,13.0,35.0,Oui,,,24.419811
128,0,120,90,Nurse,Homme,45 or older,Oui,Oui,,,5 or less,19,4.883962,120.0,91.0,10.0,34.0,90.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,24.419811,120.0,91.0,10.0,34.0,90.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,13.0,20.0,13.0,35.0,Oui,,,24.419811
128,1,120,90,Other,Homme,25-34,Non,Non,Absence approuvée,,5 or less,19,4.883962,120.0,91.0,10.0,34.0,90.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,1.0,non,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,2ieme,24.419811,120.0,91.0,10.0,34.0,90.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,13.0,20.0,13.0,35.0,Oui,,,24.419811
128,2,120,90,Nurse,Femme,45 or older,Non,Oui,,,5 or less,19,4.883962,120.0,91.0,10.0,34.0,90.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,45 or older,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,24.419811,120.0,91.0,10.0,34.0,90.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,13.0,20.0,13.0,35.0,Oui,,,24.419811
129,6,145,73,Nurse,Femme,45 or older,Non,Non,Pas sa période de travail,,6-10,11,5.7917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4,145,73,Other,Femme,Younger than 25,Non,Oui,,,6-10,11,5.7917,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,5.0,non,Other,35-44,Secondary,In the 1990s,5.0,Oui,0.0,Oui,1ere,40.5419,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,5.0,10.0,52.0,Oui,,,40.5419
129,5,145,73,Other,Homme,35-44,Non,Non,Absence approuvée,,6-10,11,5.7917,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,2.0,non,,,,,,,,,1ere,40.5419,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,5.0,10.0,52.0,Non,Pas sa période de travail,,40.5419
129,3,145,73,Other,Femme,25-34,Oui,Oui,,,6-10,11,5.7917,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Other,Younger than 25,Secondary,After 2000,,,,,2ieme,40.5419,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,5.0,10.0,52.0,Oui,,,40.5419
129,0,145,73,Nurse,Homme,45 or older,Oui,Oui,,,6-10,11,5.7917,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,40.5419,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,5.0,10.0,52.0,Non,Autre,Parti en ville,40.5419
129,1,145,73,Nurse,Femme,25-34,Oui,Oui,,,6-10,11,5.7917,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,25-34,Post-Secondary,After 2000,2.0,Oui,0.0,Oui,1ere,40.5419,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,5.0,10.0,52.0,Non,Absence approuvée,,40.5419
129,2,145,73,Nurse,Femme,Younger than 25,Oui,Non,Pas sa période de travail,,6-10,11,5.7917,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Other,25-34,Secondary,After 2000,2.0,Oui,0.0,Oui,1ere,40.5419,145.0,31.0,6.0,23.0,73.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,5.0,10.0,52.0,Oui,,,40.5419
130,3,42,84,Other,Homme,25-34,Oui,Non,Absence approuvée,,5 or less,18,35.099323,42.0,62.0,9.0,30.0,84.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,3.0,non,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,175.49661,42.0,62.0,9.0,30.0,84.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,14.0,30.0,14.0,40.0,Oui,,,175.49661
130,2,42,84,Nurse,Femme,35-44,Non,Oui,,,5 or less,18,35.099323,42.0,62.0,9.0,30.0,84.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Nurse,35-44,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,175.49661,42.0,62.0,9.0,30.0,84.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,14.0,30.0,14.0,40.0,Oui,,,175.49661
130,4,42,84,Nurse,Femme,Younger than 25,Non,Oui,,,5 or less,18,35.099323,42.0,62.0,9.0,30.0,84.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Nurse,Younger than 25,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,175.49661,42.0,62.0,9.0,30.0,84.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,14.0,30.0,14.0,40.0,Oui,,,175.49661
130,1,42,84,Other,Homme,45 or older,Non,Oui,,,5 or less,18,35.099323,42.0,62.0,9.0,30.0,84.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,175.49661,42.0,62.0,9.0,30.0,84.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,14.0,30.0,14.0,40.0,Oui,,,175.49661
130,0,42,84,Nurse,Homme,25-34,Oui,Oui,,,5 or less,18,35.099323,42.0,62.0,9.0,30.0,84.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,175.49661,42.0,62.0,9.0,30.0,84.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,14.0,30.0,14.0,40.0,Non,En mission officielle,,175.49661
131,1,37,87,Other,Femme,25-34,Oui,Oui,,,5 or less,17,5.005709,37.0,41.0,9.0,31.0,87.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,10.011418,37.0,41.0,9.0,31.0,87.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,50.0,11.0,55.0,Oui,,,10.011418
131,0,37,87,Nurse,Homme,45 or older,Oui,Oui,,,5 or less,17,5.005709,37.0,41.0,9.0,31.0,87.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,10.011418,37.0,41.0,9.0,31.0,87.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,50.0,11.0,55.0,Non,En formation,,10.011418
