unique_id,fac_id,staff_id,mod1_id,m1s0q4_2,m1s2q4,m1s2q5,m1s2q6,m1s2q7,m1s2q9,m1s2q10,m1s2q10_a,m1s2q1,mod2_id,m2s0q1_2,m2s0q2_2,m2s0q3_2,m2s0q4_2,m2s0q7_1,m2s0q7_2,m2s0q7_3,m2s0q7_5,m2s0q7_6,m2s0q7_7,m2s0q10,m2s1q2,m2s1q3,m2s1q4,m2s1q5,m2s1q6,m2s1q7,m2s1q13,m2s1q14,m2s1q15,m2s1q16,m2s1q17,abs_wt,mod3_id,m3s0q1_2,m3s0q2_2,m3s0q3_2,m3s0q4_2,m3s0q7_1,m3s0q7_2,m3s0q7_3,m3s0q7_5,m3s0q7_6,m3s0q7_7,m3s0q8_h,m3s0q8_mn,m3s0q9_h,m3s0q9_mn,m3s1q2,m3s1q3,m3s1q3_a,has_roster,has_absentee,has_absentee2,country,absence_rate,absence_rate2
79_3,79,3,126,103,Nurse,0,25-34,Oui,0,12.0,,11-50,126.0,81.0,10.0,37.0,103.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,3.0,0.0,Nurse,25-34,,,,,,,1ere,50.06649,126.0,82.0,10.0,37.0,103.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,11.0,3.0,11.0,30.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.45454547,0.27272728
8_0,8,0,32,121,Nurse,0,25-34,Oui,0,Absence approuvée,,5 or less,32.0,42.0,4.0,16.0,121.0,Questionnaire complet,Oui,41.0,Questionnaire complet,Oui,2.0,Oui,0.0,0.0,Nurse,25-34,Primary,After 2000,0.0,Oui,0.0,Oui,2ieme,29.367146,32.0,42.0,4.0,16.0,121.0,Questionnaire complet,Oui,41.0,Questionnaire complet,Oui,2.0,10.0,10.0,10.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,1.0,0.0
80_3,80,3,25,22,Other,Homme,45 or older,0,Oui,,,5 or less,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,21.682236,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,10.0,0.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
80_2,80,2,25,22,Other,0,35-44,0,Oui,,,5 or less,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,35-44,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,21.682236,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,10.0,0.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
80_1,80,1,25,22,Other,0,45 or older,0,Oui,,,5 or less,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,21.682236,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,10.0,0.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
80_0,80,0,25,22,Nurse,0,45 or older,Oui,Oui,,,5 or less,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,21.682236,25.0,41.0,1.0,4.0,22.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,10.0,0.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
81_5,81,5,5,2,Other,0,35-44,0,Oui,,,6-10,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,6.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2
81_8,81,8,5,2,Other,0,45 or older,0,Oui,,,6-10,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,8.0,oui,Other,45 or older,Secondary,After 2000,3.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2
81_0,81,0,5,2,Nurse,0,45 or older,Oui,Oui,,,6-10,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.0,0.2
81_2,81,2,5,2,Nurse,0,45 or older,0,Oui,,,6-10,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Other,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2
81_9,81,9,5,2,Other,0,25-34,0,Oui,,,6-10,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,9.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2
81_6,81,6,5,2,Other,0,35-44,0,Oui,,,6-10,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,7.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2
81_7,81,7,5,2,Other,0,45 or older,0,Oui,,,6-10,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2
81_1,81,1,5,2,Nurse,0,45 or older,0,Oui,,,6-10,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2
81_3,81,3,5,2,Other,0,45 or older,0,Oui,,,6-10,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Other,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.0,0.2
81_4,81,4,5,2,Other,Homme,35-44,0,Oui,,,6-10,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,5.0,oui,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,36.781506,5.0,12.0,1.0,2.0,2.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,10.0,53.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2
82_2,82,2,122,89,Nurse,0,25-34,Oui,Oui,,,6-10,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
82_4,82,4,122,89,Other,0,25-34,0,Oui,,,6-10,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
82_0,82,0,122,89,Nurse,Homme,35-44,Oui,Oui,,,6-10,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
82_3,82,3,122,89,Nurse,0,25-34,Oui,Oui,,,6-10,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
82_1,82,1,122,89,Other,Homme,35-44,Oui,Oui,,,6-10,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
82_6,82,6,122,89,Nurse,0,45 or older,0,0,Parti récupérer son salaire,,6-10,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,6.0,0.0,Nurse,45 or older,,,,,,,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
82_5,82,5,122,89,Nurse,0,45 or older,0,Oui,,,6-10,122.0,91.0,10.0,33.0,89.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Nurse,45 or older,Primary,In the 1990s,8.0,Oui,0.0,Oui,1ere,71.87936,122.0,92.0,10.0,33.0,89.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,38.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
83_4,83,4,33,58,Nurse,0,45 or older,0,0,12.0,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,4.0,0.0,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
83_5,83,5,33,58,Other,0,35-44,0,0,Congés maladie/maternité,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,5.0,0.0,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,0.0,Congés maladie/maternité,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
83_10,83,10,33,58,Other,0,35-44,0,Oui,,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,10.0,oui,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
83_7,83,7,33,58,Other,0,25-34,0,Oui,,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,7.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
83_9,83,9,33,58,Other,0,25-34,0,Oui,,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,9.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
83_1,83,1,33,58,Other,0,25-34,Oui,Oui,,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
83_2,83,2,33,58,Nurse,0,45 or older,0,Oui,,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
83_0,83,0,33,58,Nurse,0,25-34,Oui,Oui,,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
83_3,83,3,33,58,Nurse,0,45 or older,0,0,12.0,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,3.0,0.0,Nurse,45 or older,Secondary,,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
83_8,83,8,33,58,Other,0,25-34,0,0,Congés maladie/maternité,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,8.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,Oui,,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
83_6,83,6,33,58,Other,0,35-44,0,Oui,,,11-50,33.0,62.0,4.0,15.0,58.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,6.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,99.91867,33.0,61.0,4.0,15.0,58.0,Questionnaire complet,Oui,62.0,Questionnaire complet,Oui,2.0,11.0,7.0,11.0,27.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.27272728,0.45454547
84_6,84,6,55,61,Nurse,0,Younger than 25,0,Oui,,,6-10,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,6.0,oui,Nurse,Younger than 25,Secondary,After 2000,10.0,Oui,0.0,Oui,1ere,50.009926,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,30.0,10.0,40.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.14285715,0.71428573
84_0,84,0,55,61,Nurse,Homme,25-34,Oui,Oui,,,6-10,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,Ne sait pas,Oui,Ne sait pas,Oui,1ere,50.009926,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,30.0,10.0,40.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.71428573
84_4,84,4,55,61,Nurse,0,45 or older,0,Oui,,,6-10,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Nurse,45 or older,Primary,Before 1990,10.0,Oui,0.0,Oui,1ere,50.009926,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,30.0,10.0,40.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.14285715,0.71428573
84_3,84,3,55,61,Other,Homme,25-34,0,0,Absence approuvée,,6-10,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,3.0,0.0,Other,25-34,Secondary,After 2000,5.0,Oui,0.0,Oui,2ieme,50.009926,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,30.0,10.0,40.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.14285715,0.71428573
84_1,84,1,55,61,Other,Homme,45 or older,0,Oui,,,6-10,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,45 or older,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,50.009926,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,30.0,10.0,40.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.71428573
84_5,84,5,55,61,Nurse,0,35-44,0,Oui,,,6-10,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,5.0,oui,Nurse,35-44,Secondary,After 2000,5.0,Oui,5.0,Oui,1ere,50.009926,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,30.0,10.0,40.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.14285715,0.71428573
84_2,84,2,55,61,Other,Homme,25-34,0,Oui,,,6-10,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,25-34,Secondary,After 2000,10.0,Oui,0.0,Oui,1ere,50.009926,55.0,51.0,5.0,19.0,61.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,10.0,30.0,10.0,40.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.14285715,0.71428573
85_0,85,0,111,99,Nurse,Homme,35-44,Oui,Oui,,,6-10,111.0,82.0,10.0,36.0,99.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,296.02823,111.0,81.0,10.0,36.0,99.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,20.0,12.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.3,0.2
85_7,85,7,111,99,Nurse,0,25-34,0,0,12.0,,6-10,111.0,82.0,10.0,36.0,99.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,7.0,0.0,Nurse,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,2ieme,296.02823,111.0,81.0,10.0,36.0,99.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,20.0,12.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.3,0.2
85_3,85,3,111,99,Other,0,25-34,Oui,Oui,,,6-10,111.0,82.0,10.0,36.0,99.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,25-34,Post-Secondary,After 2000,4.0,Oui,7.0,Oui,1ere,296.02823,111.0,81.0,10.0,36.0,99.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,20.0,12.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.3,0.2
85_1,85,1,111,99,Nurse,0,35-44,Oui,Oui,,,6-10,111.0,82.0,10.0,36.0,99.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,35-44,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,296.02823,111.0,81.0,10.0,36.0,99.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,20.0,12.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.3,0.2
85_5,85,5,111,99,Nurse,0,25-34,0,0,12.0,,6-10,111.0,82.0,10.0,36.0,99.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,5.0,0.0,Nurse,25-34,,,,,,,1ere,296.02823,111.0,81.0,10.0,36.0,99.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,20.0,12.0,30.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.3,0.2
85_4,85,4,111,99,Other,0,25-34,0,0,Congés maladie/maternité,,6-10,111.0,82.0,10.0,36.0,99.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,4.0,0.0,Other,25-34,,,,,,,1ere,296.02823,111.0,81.0,10.0,36.0,99.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,20.0,12.0,30.0,0.0,Congés maladie/maternité,,1,1.0,1.0,Senegal-2010,0.3,0.2
85_9,85,9,111,99,Other,0,25-34,0,Oui,,,6-10,111.0,82.0,10.0,36.0,99.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,9.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,296.02823,111.0,81.0,10.0,36.0,99.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,20.0,12.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.3,0.2
85_8,85,8,111,99,Other,0,35-44,0,Oui,,,6-10,111.0,82.0,10.0,36.0,99.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,8.0,oui,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,296.02823,111.0,81.0,10.0,36.0,99.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,20.0,12.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.3,0.2
85_6,85,6,111,99,Nurse,0,45 or older,Oui,Oui,,,6-10,111.0,82.0,10.0,36.0,99.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,6.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,296.02823,111.0,81.0,10.0,36.0,99.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,20.0,12.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.3,0.2
85_2,85,2,111,99,Other,Homme,35-44,0,Oui,,,6-10,111.0,82.0,10.0,36.0,99.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,35-44,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,296.02823,111.0,81.0,10.0,36.0,99.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,20.0,12.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.3,0.2
86_2,86,2,137,29,Nurse,0,45 or older,0,Oui,,,5 or less,137.0,92.0,2.0,5.0,29.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,45 or older,Primary,In the 1990s,30.0,Oui,0.0,Oui,1ere,12.827963,137.0,91.0,2.0,5.0,29.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,3.0,8.0,10.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.6666667
86_1,86,1,137,29,Other,0,25-34,0,Oui,,,5 or less,137.0,92.0,2.0,5.0,29.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,25-34,Secondary,After 2000,3.0,Oui,0.0,Oui,1ere,12.827963,137.0,91.0,2.0,5.0,29.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,3.0,8.0,10.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.0,0.6666667
