unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq6,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2saqobs,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq15,m2sbq17,has_roster,has_absentee,country,absence_rate
253_15,253,15,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,7.0,15.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,Absence non autorisée,,,,Collègue,1,1.0,Niger-2015,0.90909094
253_4,253,4,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,3.0,4.0,Nurse,Post-Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.90909094
253_27,253,27,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_29,253,29,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_33,253,33,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,9.0,33.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Discussion avec collègues/réunion/Staff,Oui,After 2000,Individu,1,1.0,Niger-2015,0.90909094
253_9,253,9,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_31,253,31,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_11,253,11,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_19,253,19,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_41,253,41,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,non,,11.0,41.0,Nurse,Secondary,Advanced,0.0,35-44,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.90909094
253_39,253,39,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,En stage,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_35,253,35,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_32,253,32,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,Maladie/maternité,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_10,253,10,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_30,253,30,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_1,253,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,0,Mission officielle,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,0.0,Mission officielle,,,,Collègue,1,1.0,Niger-2015,0.90909094
253_5,253,5,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,non,,4.0,5.0,Nurse,Secondary,Advanced,Homme,45 or older,0.0,Absence non autorisée,,,,Responsable,1,1.0,Niger-2015,0.90909094
253_14,253,14,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,6.0,14.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.90909094
253_17,253,17,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Oui,non,,8.0,17.0,Other,Secondary,Advanced,0.0,25-34,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.90909094
253_7,253,7,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,35-44,Oui,Oui,,Oui,non,,5.0,7.0,Nurse,Primary,Diploma,0.0,35-44,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.90909094
253_12,253,12,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_25,253,25,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_23,253,23,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_34,253,34,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_21,253,21,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_8,253,8,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_22,253,22,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_38,253,38,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_18,253,18,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_36,253,36,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_16,253,16,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_26,253,26,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_24,253,24,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,35-44,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_13,253,13,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_20,253,20,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
253_3,253,3,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,2.0,3.0,Nurse,Secondary,Advanced,0.0,35-44,0.0,Absence non autorisée,,,,Collègue,1,1.0,Niger-2015,0.90909094
253_28,253,28,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.90909094
254_42,254,42,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,non,,4.0,42.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Discussion avec collègues/réunion/Staff,0.0,After 2000,Individu,1,1.0,Niger-2015,0.72727275
254_32,254,32,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_19,254,19,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_43,254,43,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_47,254,47,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_25,254,25,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_27,254,27,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_24,254,24,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_21,254,21,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,0,Maladie/maternité,Oui,non,,6.0,21.0,Other,Secondary,Advanced,0.0,25-34,0.0,Maladie/maternité,,,,Responsable,1,1.0,Niger-2015,0.72727275
254_28,254,28,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_36,254,36,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,9.0,36.0,Other,Secondary,Advanced,0.0,Younger than 25,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.72727275
254_14,254,14,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_30,254,30,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_9,254,9,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,35-44,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_22,254,22,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_8,254,8,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,5.0,8.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Laboratoires/examens/radios,Oui,After 2000,Individu,1,1.0,Niger-2015,0.72727275
254_6,254,6,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,25-34,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_2,254,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_10,254,10,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,35-44,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_34,254,34,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,8.0,34.0,Other,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.72727275
254_7,254,7,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_17,254,17,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_12,254,12,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_26,254,26,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_13,254,13,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_37,254,37,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_18,254,18,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,Oui,Oui,,Oui,non,,10.0,18.0,Nurse,Primary,Diploma,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.72727275
254_41,254,41,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_45,254,45,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_38,254,38,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_11,254,11,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,11.0,Nurse,Primary,Diploma,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.72727275
254_33,254,33,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_16,254,16,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_35,254,35,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Oui,non,,2.0,35.0,Other,Secondary,Advanced,0.0,Younger than 25,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.72727275
254_31,254,31,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_40,254,40,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,45 or older,Oui,0,Formation/séminaire/réunion,Oui,non,,7.0,40.0,Nurse,Secondary,Advanced,0.0,45 or older,0.0,Mission officielle,,,,Collègue,1,1.0,Niger-2015,0.72727275
254_5,254,5,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,0,Maladie/maternité,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_15,254,15,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_4,254,4,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_29,254,29,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,Younger than 25,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,11.0,29.0,Other,Secondary,Advanced,0.0,Younger than 25,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.72727275
254_39,254,39,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_20,254,20,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,Maladie/maternité,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_1,254,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,,Traitement de dossiers/élaboration de rapports,0.0,After 2000,Individu,1,1.0,Niger-2015,0.72727275
254_23,254,23,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,Younger than 25,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_46,254,46,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_3,254,3,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
254_44,254,44,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.72727275
255_1,255,1,6-10,5 or less,5 or less,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,Homme,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.6
255_2,255,2,6-10,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Post-Secondary,Advanced,Homme,35-44,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.6
255_3,255,3,6-10,5 or less,5 or less,Nurse,Post-Secondary,Advanced,0.0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Nurse,Post-Secondary,Advanced,0.0,35-44,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.6
255_5,255,5,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,5.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.6
255_4,255,4,6-10,5 or less,5 or less,Nurse,Post-Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,4.0,4.0,Nurse,Post-Secondary,Advanced,0.0,Younger than 25,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.6
256_2,256,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,0.0,45 or older,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Diploma,0.0,45 or older,Oui,,Consultation/visite de malade,0.0,Before 1990,Individu,1,1.0,Niger-2015,0.0
256_1,256,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,0.0,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,0.0,45 or older,Oui,,Autre,0.0,Before 1990,Individu,1,1.0,Niger-2015,0.0
257_6,257,6,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,6.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,0.0,In the 1990s,Individu,1,1.0,Niger-2015,0.45454547
257_4,257,4,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,0,Absence autorisée (permission/congé),Oui,non,,10.0,4.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,0.0,In the 1990s,Individu,1,1.0,Niger-2015,0.45454547
257_15,257,15,11-50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,15.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,-9.0,1,1.0,Niger-2015,0.45454547
257_8,257,8,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,8.0,Nurse,Secondary,Advanced,Homme,45 or older,Oui,,Discussion avec collègues/réunion/Staff,0.0,In the 1990s,Individu,1,1.0,Niger-2015,0.45454547
257_2,257,2,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
257_14,257,14,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,6.0,14.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Traitement de dossiers/élaboration de rapports,0.0,After 2000,Individu,1,1.0,Niger-2015,0.45454547
257_12,257,12,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
257_9,257,9,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
257_17,257,17,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,17.0,Nurse,Post-Secondary,Advanced,0.0,25-34,0.0,Maladie/maternité,,,,Individu,1,1.0,Niger-2015,0.45454547
257_7,257,7,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,9.0,7.0,Doctor,Post-Secondary,Advanced,Homme,35-44,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,-9.0,1,1.0,Niger-2015,0.45454547
257_13,257,13,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,13.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Traitement de dossiers/élaboration de rapports,0.0,After 2000,Individu,1,1.0,Niger-2015,0.45454547
257_1,257,1,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,0.0,45 or older,Oui,0,Maladie/maternité,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,0.0,45 or older,0.0,Formation/séminaire/réunion,,,,Individu,1,1.0,Niger-2015,0.45454547
257_10,257,10,11-50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
257_18,257,18,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
257_16,257,16,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
257_3,257,3,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,8.0,3.0,Doctor,Post-Secondary,Advanced,0.0,35-44,Oui,,Consultation/visite de malade,0.0,In the 1990s,Individu,1,1.0,Niger-2015,0.45454547
257_11,257,11,11-50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
257_5,257,5,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,11.0,5.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,-9.0,1,1.0,Niger-2015,0.45454547
258_5,258,5,11-50,6-10,Over 5,Nurse,Secondary,Advanced,0.0,25-34,0,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,5.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.5714286
258_4,258,4,11-50,6-10,Over 5,Nurse,Post-Secondary,,0.0,25-34,0,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,4.0,Nurse,Post-Secondary,,0.0,25-34,Oui,,Laboratoires/examens/radios,0.0,After 2000,Individu,1,1.0,Niger-2015,0.5714286
258_7,258,7,11-50,6-10,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,7.0,Nurse,Secondary,Advanced,0.0,35-44,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.5714286
258_3,258,3,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,Homme,45 or older,0.0,Absence autorisée (permission/congé),,,,Collègue,1,1.0,Niger-2015,0.5714286
258_6,258,6,11-50,6-10,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,6.0,6.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.5714286
258_1,258,1,11-50,6-10,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,,Autre,0.0,After 2000,Individu,1,1.0,Niger-2015,0.5714286
258_2,258,2,11-50,6-10,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,2.0,2.0,Doctor,Post-Secondary,Advanced,Homme,35-44,0.0,Absence autorisée (permission/congé),,,,Collègue,1,1.0,Niger-2015,0.5714286
259_2,259,2,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
