fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq6,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2saqobs,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq15,m2sbq17
249,9,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
249,10,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
249,11,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
249,12,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
249,13,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,45 or older,Non,Oui,,Non,non,,,,,,,,,,,,,,
249,14,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,35-44,Non,Oui,,Non,non,,,,,,,,,,,,,,
249,15,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,45 or older,Non,Oui,,Non,non,,,,,,,,,,,,,,
249,16,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
249,17,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Oui,,Oui,non,,7.0,17.0,Other,Secondary,Advanced,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Collègue
249,18,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
249,19,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
249,20,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Oui,,Oui,non,,3.0,20.0,Other,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
249,21,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Non,Oui,,Non,non,,,,,,,,,,,,,,
249,22,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
249,23,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Non,Oui,,Non,non,,,,,,,,,,,,,,
249,24,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
249,25,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,2.0,25.0,Nurse,Secondary,Diploma,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
249,26,Over 50,11-50,Over 5,Other,Secondary,Diploma,Femme,Younger than 25,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
249,27,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
249,28,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
249,29,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Non,Oui,,Non,non,,,,,,,,,,,,,,
249,30,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Non,Oui,,Oui,non,,4.0,30.0,Nurse,Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,Before 1990,Individu
249,31,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Non,Oui,,Oui,non,,8.0,31.0,Nurse,Secondary,Advanced,Homme,45 or older,Non,Absence autorisée (permission/congé),,,,Collègue
249,32,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
249,33,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
249,34,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
249,35,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
249,36,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
249,37,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
249,38,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
249,39,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Non,Maladie/maternité,Oui,non,,5.0,39.0,Nurse,Secondary,Advanced,Homme,25-34,Non,Maladie/maternité,,,,Collègue
249,40,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
249,41,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Non,Oui,,Oui,non,,6.0,41.0,Nurse,Secondary,Diploma,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
249,42,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
249,43,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
249,44,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
249,45,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
249,46,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,9.0,46.0,Other,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,Before 1990,Individu
249,47,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
249,48,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
250,1,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Formation/séminaire/réunion,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Non,Formation/séminaire/réunion,,,,Collègue
250,2,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,Oui,Oui,,7.0,2.0,Nurse,Secondary,Diploma,Homme,45 or older,Oui,,Consultation/visite de malade,Non,Before 1990,Individu
250,3,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,8.0,3.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
250,4,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,25-34,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
250,5,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
250,6,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
250,7,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Oui,non,,2.0,7.0,Other,Secondary,Diploma,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Collègue
250,8,11-50,11-50,Over 5,Other,Post-Secondary,Advanced,Femme,35-44,Non,Oui,,Non,non,,,,,,,,,,,,,,
250,9,11-50,11-50,Over 5,Nurse,Primary,Diploma,Femme,45 or older,Oui,Oui,,Oui,Oui,,6.0,9.0,Nurse,Secondary,Diploma,Femme,45 or older,Oui,,Consultation/visite de malade,Non,Before 1990,Individu
250,10,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
250,11,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,11.0,Nurse,Post-Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
250,12,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Oui,non,,5.0,12.0,Other,Secondary,Advanced,Femme,25-34,Non,Maladie/maternité,,,,Collègue
250,13,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,9.0,13.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
250,14,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,10.0,14.0,Nurse,Secondary,Certificate,Femme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
250,15,11-50,11-50,Over 5,Other,Secondary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,11.0,15.0,Other,Secondary,Certificate,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
250,16,11-50,11-50,Over 5,Other,Post-Secondary,Certificate,Femme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
250,17,11-50,11-50,Over 5,Nurse,Secondary,Certificate,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,17.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
251,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Non,Absence non autorisée,,,,Collègue
251,2,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
251,3,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
251,4,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,Younger than 25,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
251,5,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
251,6,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
251,7,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
251,8,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
251,9,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
251,10,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
251,11,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,2.0,11.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
251,12,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,12.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
251,13,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
251,14,Over 50,11-50,Over 5,Other,Primary,None,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
251,15,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,,Non,non,,,,,,,,,,,,,,
251,16,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Non,,Non,non,,,,,,,,,,,,,,
251,17,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,,Oui,non,,4.0,17.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
251,18,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,,Oui,non,,5.0,18.0,Other,Secondary,Advanced,Femme,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
251,19,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,,Oui,non,,6.0,19.0,Other,Secondary,Advanced,Femme,Younger than 25,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Individu
251,20,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
251,21,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
251,22,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,7.0,22.0,Nurse,Secondary,Advanced,Homme,35-44,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
251,23,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
251,24,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,,Non,non,,,,,,,,,,,,,,
251,25,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Non,,Non,non,,,,,,,,,,,,,,
251,26,Over 50,11-50,Over 5,Other,Post-Secondary,,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
251,27,Over 50,11-50,Over 5,Other,Post-Secondary,,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
251,28,Over 50,11-50,Over 5,Other,Post-Secondary,,Homme,45 or older,Oui,Oui,,Oui,Oui,,8.0,28.0,Other,Post-Secondary,,Homme,45 or older,Oui,,Discussion avec collègues/réunion/Staff,Non,In the 1990s,Individu
251,29,Over 50,11-50,Over 5,Other,Post-Secondary,,Femme,45 or older,Oui,Non,,Non,non,,,,,,,,,,,,,,
251,30,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,9.0,30.0,Other,Secondary,Advanced,Femme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
251,31,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Non,,Oui,non,,10.0,31.0,Nurse,Secondary,Advanced,Femme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
251,32,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Oui,Non,,Non,non,,,,,,,,,,,,,,
251,33,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,,Non,non,,,,,,,,,,,,,,
251,34,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
251,35,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,,Non,non,,,,,,,,,,,,,,
251,36,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,,Non,non,,,,,,,,,,,,,,
251,37,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,,Oui,non,,11.0,37.0,Other,Secondary,Advanced,Femme,Younger than 25,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
251,38,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
251,39,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Non,,Non,non,,,,,,,,,,,,,,
251,40,Over 50,11-50,Over 5,Other,Post-Secondary,,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
252,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,-9.0,Non,Formation/séminaire/réunion,,,,Collègue
252,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
252,3,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
252,4,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
252,5,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
252,6,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Oui,Oui,,Oui,Oui,,8.0,6.0,Nurse,Primary,Diploma,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
252,7,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,35-44,Non,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
252,8,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Non,Mission officielle,Oui,non,,9.0,8.0,Other,Secondary,Advanced,Femme,25-34,Non,Mission officielle,,,,Collègue
252,9,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
252,10,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
252,11,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,,Non,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
252,12,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
252,13,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Oui,Oui,,Oui,Oui,,11.0,13.0,Nurse,Primary,Diploma,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
252,14,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
252,15,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
252,16,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
252,17,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,6.0,17.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
252,18,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
252,19,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,10.0,19.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Recherche des informations/ formation,Oui,After 2000,Individu
252,20,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Mission officielle,Oui,non,,4.0,20.0,Nurse,Secondary,Advanced,Femme,25-34,Non,Mission officielle,,,,Collègue
252,21,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
252,22,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,,Non,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
252,23,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,,Oui,Oui,,Non,non,,,,,,,,,,,,,,
252,24,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Non,Oui,,Non,non,,,,,,,,,,,,,,
252,25,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,3.0,25.0,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,,Discussion avec collègues/réunion/Staff,Non,Before 1990,Individu
252,26,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,2.0,26.0,Nurse,Post-Secondary,Advanced,Homme,45 or older,Non,Mission officielle,,,,Collègue
252,27,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
252,28,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
252,29,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
252,30,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,5.0,30.0,Nurse,Secondary,Advanced,Femme,45 or older,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
252,31,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,7.0,31.0,Other,Secondary,Advanced,Homme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Non,Before 1990,Individu
252,32,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Non,Oui,,Non,non,,,,,,,,,,,,,,
252,33,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
253,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Mission officielle,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Non,Mission officielle,,,,Collègue
253,2,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
253,3,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,2.0,3.0,Nurse,Secondary,Advanced,Femme,35-44,Non,Absence non autorisée,,,,Collègue
253,4,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,3.0,4.0,Nurse,Post-Secondary,Advanced,Homme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
253,5,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,non,,4.0,5.0,Nurse,Secondary,Advanced,Homme,45 or older,Non,Absence non autorisée,,,,Responsable
253,6,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,7,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Oui,Oui,,Oui,non,,5.0,7.0,Nurse,Primary,Diploma,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
253,8,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,9,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
253,10,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,11,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
253,12,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,13,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
253,14,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,6.0,14.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
253,15,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,7.0,15.0,Nurse,Secondary,Advanced,Femme,25-34,Non,Absence non autorisée,,,,Collègue
253,16,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,17,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Oui,non,,8.0,17.0,Other,Secondary,Advanced,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Responsable
253,18,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,19,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
253,20,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,21,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,22,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,23,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,24,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,35-44,Non,Oui,,Non,non,,,,,,,,,,,,,,
253,25,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
