fac_id,staff_id,h2sa203,h2sa204,h2sa205,h2sa206,h2sa207,h2sa208,h2sa208o,h2sa209,h2bID,h2b211,h2b212,h2b213,h2b214,h2b215,h2b215o,h2b216,h2b216o,h2b217
322,4,Other,Female,25-34,No,No,Approved absence,,No,,,,,,,,,,
323,1,Nurse,Female,35-44,Yes,No,Official mission,,Yes,1.0,1.0,Nurse,Female,No,Approved absence,,,,
323,2,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Other (specify),WAITING FOR PATIENTS,No
324,1,Nurse,Female,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
324,2,Other,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
324,3,Clinical Officer,Male,35-44,Yes,No,Not his/her shift,,Yes,2.0,3.0,Clinical Officer,Male,No,Not his/her shift,,,,
325,1,Doctor,Male,25-34,Yes,No,Not approved Absence,,Yes,1.0,1.0,Doctor,Male,No,Not his/her shift,,,,
325,2,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
325,3,Other,Female,35-44,No,No,Approved absence,,No,,,,,,,,,,
325,4,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,2.0,4.0,Clinical Officer,Male,Yes,,,Consultation with other physician or staff,,Yes
325,5,Other,Female,35-44,No,Yes,,,No,,,,,,,,,,
325,6,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
325,7,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
325,8,Nurse,Female,45 or older,No,Yes,,,No,,,,,,,,,,
325,9,Clinical Officer,Male,35-44,Yes,No,Not approved Absence,,Yes,3.0,9.0,Clinical Officer,Male,Yes,,,Consultation with other physician or staff,,Yes
325,10,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
325,11,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
325,12,Nurse,Male,Younger than 25,No,Yes,,,No,,,,,,,,,,
325,13,Other,Female,35-44,No,Yes,,,No,,,,,,,,,,
325,14,Clinical Officer,Female,Younger than 25,Yes,Yes,,,Yes,4.0,14.0,Clinical Officer,Female,Yes,,,Consultation with other physician or staff,,Yes
325,15,Clinical Officer,Female,45 or older,Yes,Yes,,,Yes,5.0,15.0,Clinical Officer,Female,Yes,,,Consultation with other physician or staff,,Yes
325,16,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
325,17,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
325,18,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
325,19,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
325,20,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
325,21,Other,Male,35-44,No,Yes,,,No,,,,,,,,,,
325,22,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
325,23,Nurse,Female,45 or older,No,Yes,,,No,,,,,,,,,,
325,24,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
325,25,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
326,1,Doctor,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,No,Not his/her shift,,,,
326,2,Clinical Officer,Female,25-34,No,No,Not his/her shift,,No,2.0,2.0,Clinical Officer,Female,Yes,,,Writing a prescription,,
326,3,Nurse,Female,25-34,No,No,Not his/her shift,,No,3.0,3.0,Nurse,Female,No,Doing fieldwork,,,,
326,4,Nurse,Female,45 or older,Yes,Yes,,,Yes,5.0,4.0,Nurse,Female,No,Doing fieldwork,,,,
327,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
327,2,Doctor,Female,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Doctor,Female,No,Not his/her shift,,,,
327,3,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,3.0,3.0,Clinical Officer,Male,No,Not his/her shift,,,,
327,4,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
327,5,Nurse,Female,25-34,No,No,Approved absence,,No,,,,,,,,,,
327,6,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
327,7,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
327,8,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
327,9,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
328,1,Nurse,Female,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,In training/seminar,,,,
328,2,Doctor,Male,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Doctor,Male,No,Other (to specify),OUT FOR LUNCH,,,
328,3,Doctor,Male,35-44,Yes,No,Not approved Absence,,Yes,3.0,3.0,Doctor,Male,No,Other (to specify),OUT FOR LUNCH,,,
328,4,Clinical Officer,Female,35-44,Yes,No,Approved absence,,No,,,,,,,,,,
328,5,Nurse,Female,45 or older,Yes,Yes,,,Yes,5.0,5.0,Nurse,Female,Yes,,,Reviewing or writing in cart,,Yes
328,6,Clinical Officer,Male,45 or older,Yes,No,Not his/her shift,,Yes,4.0,6.0,Clinical Officer,Male,No,Other (to specify),OUT FOR LUNCH,,,
328,7,Clinical Officer,Male,25-34,Yes,No,Approved absence,,No,,,,,,,,,,
328,8,Clinical Officer,Female,45 or older,Yes,No,Official mission,,No,,,,,,,,,,
328,9,Clinical Officer,Female,25-34,Yes,No,Not approved Absence,,No,,,,,,,,,,
328,10,Nurse,Male,25-34,Yes,No,Not approved Absence,,No,,,,,,,,,,
328,11,Nurse,Female,25-34,Yes,No,Sick/maternity,,Yes,6.0,11.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
328,12,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
328,13,Nurse,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
328,14,Nurse,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
328,15,Nurse,Female,35-44,Yes,No,Not his/her shift,,Yes,7.0,15.0,Nurse,Female,No,Not his/her shift,,,,
328,16,Nurse,Female,45 or older,Yes,No,Not approved Absence,,No,,,,,,,,,,
328,17,Nurse,Female,45 or older,Yes,No,In training/seminar,,No,,,,,,,,,,
328,18,Nurse,Female,45 or older,Yes,Yes,,,Yes,8.0,18.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
328,19,Nurse,Male,35-44,Yes,No,Not his/her shift,,No,,,,,,,,,,
328,20,Nurse,Female,25-34,Yes,No,Not his/her shift,,No,,,,,,,,,,
328,21,Nurse,Female,25-34,Yes,No,Not his/her shift,,Yes,9.0,21.0,Nurse,Female,No,Not his/her shift,,,,
328,22,Nurse,Female,25-34,Yes,No,Not his/her shift,,No,,,,,,,,,,
328,23,Nurse,Female,25-34,Yes,No,Not his/her shift,,No,,,,,,,,,,
328,24,Nurse,Male,25-34,Yes,No,Not his/her shift,,No,,,,,,,,,,
328,25,Nurse,Female,25-34,Yes,No,Not his/her shift,,Yes,10.0,25.0,Nurse,Female,No,Not his/her shift,,,,
329,1,Nurse,Female,25-34,Yes,No,Official mission,,Yes,1.0,1.0,Nurse,Female,No,Approved absence,,,,
329,2,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
330,1,Clinical Officer,Male,35-44,Yes,No,Official mission,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Other (specify),WAITING FOR PATIENTS,No
330,2,Nurse,Female,45 or older,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,No
330,3,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,3.0,3.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,No
330,4,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
331,1,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
331,2,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
331,3,Clinical Officer,Male,25-34,Yes,No,Approved absence,,Yes,1.0,3.0,Clinical Officer,Male,No,Approved absence,,,,
332,1,Doctor,Male,45 or older,Yes,No,Official mission,,Yes,1.0,1.0,Doctor,Male,No,Official mission,,,,
332,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,No,Official mission,,,,
332,3,Nurse,Female,25-34,Yes,No,Doing fieldwork,,Yes,3.0,3.0,Nurse,Female,Yes,,,Other (specify),PROJECT WORK,No
332,4,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
332,5,Other,Male,25-34,No,No,Doing fieldwork,,No,,,,,,,,,,
333,1,Nurse,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,Other (to specify),LUNCH,,,Yes
333,2,Other,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
333,3,Other,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,Female,Yes,,,Immunizing children,,Yes
334,1,Doctor,Male,45 or older,Yes,No,Not his/her shift,,Yes,1.0,1.0,Doctor,Male,No,Not his/her shift,,,,
334,2,Clinical Officer,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
334,3,Other,Male,45 or older,No,Yes,,,No,,,,,,,,,,
334,4,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
334,5,Nurse,Male,35-44,No,No,In training/seminar,,No,,,,,,,,,,
335,1,Clinical Officer,Male,35-44,Yes,No,Not his/her shift,,Yes,1.0,1.0,Clinical Officer,Male,No,Not his/her shift,,,,
335,2,Clinical Officer,Female,35-44,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
335,3,Nurse,Female,45 or older,No,Yes,,,No,,,,,,,,,,
335,4,Nurse,Female,45 or older,No,Yes,,,No,,,,,,,,,,
335,5,Nurse,Female,45 or older,No,No,Not his/her shift,,No,,,,,,,,,,
335,6,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
335,7,Nurse,Female,45 or older,No,No,Not his/her shift,,No,,,,,,,,,,
335,8,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
335,9,Other,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
335,10,Other,Male,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
335,11,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
336,1,Doctor,Female,35-44,Yes,No,Not his/her shift,,Yes,1.0,1.0,Doctor,Female,No,Not his/her shift,,,,
336,2,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Clinical Officer,Male,No,Doing fieldwork,,,,
336,3,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
336,4,Nurse,Female,45 or older,Yes,Yes,,,Yes,3.0,4.0,Nurse,Female,No,Not his/her shift,,,,
336,5,Nurse,Female,45 or older,No,No,In training/seminar,,No,,,,,,,,,,
336,6,Other,Female,45 or older,No,No,In training/seminar,,No,,,,,,,,,,
337,1,Doctor,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,No,In training/seminar,,,,
337,2,Clinical Officer,Female,45 or older,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Female,No,In training/seminar,,,,
337,3,Clinical Officer,Female,35-44,Yes,No,Not his/her shift,,Yes,3.0,3.0,Clinical Officer,Female,Yes,,,Looking up medical information,,No
337,4,Clinical Officer,Female,25-34,Yes,Yes,,,Yes,4.0,4.0,Clinical Officer,Female,No,In training/seminar,,,,
337,5,Nurse,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
337,6,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
337,7,Nurse,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
337,8,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
337,9,Nurse,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
337,10,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
337,11,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,5.0,11.0,Clinical Officer,Male,No,In training/seminar,,,,
337,12,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,6.0,12.0,Clinical Officer,Male,No,Not his/her shift,,,,
337,13,Other,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
337,14,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
337,15,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
337,16,Other,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
337,17,Other,Female,35-44,No,Yes,,,No,,,,,,,,,,
337,18,Other,Female,45 or older,No,Yes,,,No,,,,,,,,,,
337,19,Other,Male,45 or older,No,Yes,,,No,,,,,,,,,,
337,20,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
337,21,Other,Male,Younger than 25,No,No,Not his/her shift,,No,,,,,,,,,,
337,22,Other,Male,Younger than 25,No,No,Not his/her shift,,No,,,,,,,,,,
337,23,Other,Female,Younger than 25,No,No,Not his/her shift,,No,,,,,,,,,,
337,24,Other,Female,25-34,No,No,Sick/maternity,,No,,,,,,,,,,
337,25,Other,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
338,1,Doctor,Male,25-34,Yes,No,Not his/her shift,,Yes,1.0,1.0,Doctor,Male,No,,,,,
338,2,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Other (specify),WAITING FOR PATIENTS,No
338,3,Other,Female,Younger than 25,Yes,No,Official mission,,Yes,3.0,3.0,Other,Female,Yes,,,Other (specify),WAITING FOR PATIENTS,No
339,1,Doctor,Male,45 or older,Yes,No,Official mission,,Yes,1.0,1.0,Doctor,Male,Yes,,,Providing Consultation (face-to face patient care),,No
339,2,Doctor,Female,45 or older,Yes,No,Not his/her shift,,Yes,2.0,2.0,Doctor,Female,No,Approved absence,,,,
339,3,Clinical Officer,Female,35-44,Yes,No,Not his/her shift,,Yes,3.0,3.0,Clinical Officer,Female,No,Not his/her shift,,,,
339,4,Nurse,Female,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,Female,No,Not his/her shift,,,,
339,5,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
339,6,Nurse,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
339,7,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
339,8,Nurse,Female,Younger than 25,No,No,Not his/her shift,,No,,,,,,,,,,
339,9,Nurse,Male,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
339,10,Other,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
339,11,Other,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
340,1,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,No,Approved absence,,,,
340,2,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
340,3,Other,Male,35-44,No,No,Approved absence,,No,,,,,,,,,,
340,4,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
341,1,Nurse,Female,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,Yes,,,Other (specify),,No
341,2,Other,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Female,No,Not his/her shift,,,,
342,1,Nurse,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,Yes,,,Immunizing children,,No
342,2,Clinical Officer,Male,25-34,Yes,No,Sick/maternity,,Yes,2.0,2.0,Clinical Officer,Male,No,Not his/her shift,,,,
342,3,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
342,4,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
342,5,Nurse,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
342,6,Clinical Officer,Male,Younger than 25,Yes,Yes,,,Yes,4.0,6.0,Clinical Officer,Male,Yes,,,Other (specify),WAITING FOR PATIENTS,Yes
342,7,Nurse,Female,Younger than 25,No,No,Not his/her shift,,No,,,,,,,,,,
342,8,Other,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
342,9,Nurse,Female,25-34,Yes,No,Not his/her shift,,Yes,3.0,9.0,Nurse,Male,No,Not his/her shift,,,,
342,10,Doctor,Male,35-44,Yes,No,Not his/her shift,,Yes,5.0,10.0,Doctor,Male,No,Not his/her shift,,,,
343,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,No
343,2,Doctor,Female,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Doctor,Female,No,Approved absence,,,,
343,3,Other,Male,25-34,No,No,Approved absence,,No,,,,,,,,,,
343,4,Nurse,Female,Younger than 25,Yes,No,Not his/her shift,,Yes,3.0,4.0,Nurse,Female,No,Not his/her shift,,,,
343,5,Nurse,Female,25-34,Yes,No,Sick/maternity,,Yes,4.0,5.0,Nurse,Female,Yes,,,Reviewing or writing in cart,,No
343,6,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,5.0,6.0,Nurse,Female,No,Sick/maternity,,,,
343,7,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
344,1,Doctor,Female,35-44,Yes,No,Not his/her shift,,Yes,1.0,1.0,Doctor,Female,No,Not approved Absence,,,,
344,2,Nurse,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Reviewing or writing in cart,,No
344,3,Nurse,Male,25-34,Yes,No,Approved absence,,Yes,3.0,3.0,Nurse,Male,No,,,Getting materials or equipment for consultation,,
345,1,Nurse,Female,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,No
345,2,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
345,3,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
345,4,Doctor,Male,25-34,Yes,No,Not his/her shift,,Yes,4.0,4.0,Doctor,Male,No,Not approved Absence,,,,
346,1,Doctor,Female,45 or older,Yes,No,Not his/her shift,,Yes,1.0,1.0,Doctor,Male,No,Not his/her shift,,,,
346,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,No,Not his/her shift,,,,
346,3,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,3.0,3.0,Clinical Officer,Male,,Sick/maternity,,Other (specify),WAITING FOR PATIENTS,No
346,4,Clinical Officer,Female,35-44,Yes,No,Not his/her shift,,Yes,4.0,4.0,Clinical Officer,Female,,Sick/maternity,,Other (specify),WAITING FOR PATIENTS,No
346,5,Other,Female,Younger than 25,Yes,Yes,,,No,,,,,,,,,,
346,6,Nurse,Female,25-34,Yes,Yes,,,No,,,,,,,,,,
346,7,Other,Male,25-34,Yes,Yes,,,No,,,,,,,,,,
346,8,Other,Female,Younger than 25,Yes,Yes,,,No,,,,,,,,,,
346,9,Nurse,Male,25-34,Yes,Yes,,,No,,,,,,,,,,
346,10,Nurse,Female,25-34,Yes,Yes,,,No,,,,,,,,,,
346,11,Other,Female,25-34,Yes,Yes,,,No,,,,,,,,,,
346,12,Nurse,Female,25-34,Yes,Yes,,,No,,,,,,,,,,
346,13,Other,Male,35-44,Yes,Yes,,,No,,,,,,,,,,
346,14,Other,Male,35-44,Yes,Yes,,,No,,,,,,,,,,
346,15,Other,Male,25-34,Yes,Yes,,,No,,,,,,,,,,
346,16,Other,Male,25-34,Yes,Yes,,,No,,,,,,,,,,
346,17,Nurse,Female,45 or older,Yes,Yes,,,No,,,,,,,,,,
346,18,Other,Female,25-34,Yes,Yes,,,No,,,,,,,,,,
346,19,Other,Male,25-34,Yes,Yes,,,No,,,,,,,,,,
346,20,Other,Male,25-34,Yes,Yes,,,No,,,,,,,,,,
347,1,Other,Female,45 or older,Yes,Yes,,,Yes,1.0,1.0,Other,Female,No,Official mission,,,,
348,1,Nurse,Female,35-44,Yes,No,Not his/her shift,,Yes,1.0,1.0,Nurse,Female,No,Not his/her shift,,,,
348,2,Other,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Other (specify),WAITING FOR PATIENT,No
349,1,Other,Male,25-34,Yes,No,Not his/her shift,,Yes,1.0,1.0,Other,Male,No,Not his/her shift,,,,
349,2,Nurse,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Other (specify),WAITING FOR PATIENTS,No
350,1,Doctor,Male,35-44,Yes,No,Not his/her shift,,Yes,1.0,1.0,Doctor,Male,No,Approved absence,,,,No
350,2,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,No
350,3,Other,Female,Younger than 25,Yes,No,Not approved Absence,,No,,,,,,,,,,
350,4,Other,Female,Younger than 25,Yes,No,Not approved Absence,,No,,,,,,,,,,
351,1,Nurse,Female,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,Other (to specify),FACILITY CLOSED,,,
351,2,Other,Female,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Other,Female,No,Other (to specify),FACILITY CLOSED,,,
352,1,Doctor,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,No,Official mission,,,,
352,2,Doctor,Male,45 or older,Yes,No,Not his/her shift,,Yes,2.0,2.0,Doctor,Male,No,Not his/her shift,,,,
352,3,Doctor,Male,45 or older,Yes,No,Not his/her shift,,Yes,3.0,3.0,Doctor,Male,No,Not his/her shift,,,,
352,4,Clinical Officer,Male,35-44,Yes,No,In training/seminar,,Yes,4.0,4.0,Clinical Officer,Male,No,Not his/her shift,,,,
352,5,Clinical Officer,Male,35-44,Yes,No,In training/seminar,,Yes,5.0,5.0,Clinical Officer,Male,No,Not his/her shift,,,,
352,6,Nurse,Female,45 or older,No,Yes,,,No,,,,,,,,,,
352,7,Nurse,Male,25-34,No,Yes,,,No,,,,,,,,,,
352,8,Other,Female,Younger than 25,No,No,Approved absence,,No,,,,,,,,,,
352,9,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
352,10,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
353,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Arranging for tests or consultations,,No
353,2,Clinical Officer,Male,45 or older,Yes,No,Official mission,,Yes,2.0,2.0,Clinical Officer,Male,No,Approved absence,,,,
353,3,Other,Male,45 or older,No,Yes,,,No,,,,,,,,,,
353,4,Other,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
354,1,Doctor,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,No,Not his/her shift,,,,
354,2,Nurse,Female,Younger than 25,Yes,No,Not his/her shift,,Yes,2.0,2.0,Nurse,Female,No,Other (to specify),TRANFERED,,,
355,1,Nurse,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,No
355,2,Nurse,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,Yes,,,Writing a prescription,,No
355,3,Clinical Officer,Male,45 or older,Yes,No,Not his/her shift,,Yes,3.0,3.0,Clinical Officer,Male,No,Not his/her shift,,,,
356,1,Doctor,Female,25-34,Yes,No,Not his/her shift,,Yes,1.0,1.0,Doctor,Female,No,,,,,No
356,2,Other,Female,35-44,No,Yes,,,No,,,,,,,,,,
356,3,Other,Female,35-44,No,Yes,,,No,,,,,,,,,,
356,4,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
356,5,Other,Female,35-44,No,No,Not approved Absence,,No,,,,,,,,,,
356,6,Other,Female,45 or older,No,Yes,,,No,,,,,,,,,,
356,7,Other,Female,35-44,No,Yes,,,No,,,,,,,,,,
356,8,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,8.0,8.0,Clinical Officer,Male,Yes,,,Getting materials or equipment for consultation,,Yes
356,9,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,9.0,9.0,Clinical Officer,Female,No,Not approved Absence,,,,No
356,10,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
356,11,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
356,12,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
356,13,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
356,14,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
356,15,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
356,16,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
356,17,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
356,18,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
356,19,Nurse,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
356,20,Nurse,Male,25-34,No,Yes,,,No,,,,,,,,,,
356,21,Nurse,Male,25-34,No,Yes,,,No,,,,,,,,,,
356,22,Nurse,Male,25-34,No,Yes,,,No,,,,,,,,,,
356,23,Other,Female,25-34,No,No,,,,,,,,,,,,,
356,24,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
356,25,Doctor,Female,35-44,No,Yes,,,No,,,,,,,,,,
357,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Looking up medical information,,Yes
357,2,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
357,3,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,3.0,3.0,Clinical Officer,Male,No,Not his/her shift,,,,
357,4,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,4.0,4.0,Clinical Officer,Male,No,Not his/her shift,,,,
357,5,Nurse,Female,Younger than 25,Yes,No,Not his/her shift,,No,,,,,,,,,,
357,6,Nurse,Female,25-34,Yes,Yes,,,No,,,,,,,,,,
357,7,Nurse,Male,Younger than 25,Yes,No,Not his/her shift,,No,,,,,,,,,,
357,8,Other,Female,35-44,Yes,Yes,,,No,,,,,,,,,,
357,9,Nurse,Female,25-34,Yes,Yes,,,No,,,,,,,,,,
357,10,Other,Male,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
357,11,Other,Male,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
357,12,Other,Female,Younger than 25,Yes,Yes,,,No,,,,,,,,,,
357,13,Other,Female,25-34,Yes,No,Sick/maternity,,No,,,,,,,,,,
357,14,Other,Female,25-34,Yes,Yes,,,No,,,,,,,,,,
358,1,Doctor,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
358,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,Yes,,,Looking up medical information,,Yes
358,3,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,3.0,3.0,Clinical Officer,Male,No,Not his/her shift,,,,
358,4,Nurse,Female,Younger than 25,No,No,Not his/her shift,,No,,,,,,,,,,
358,5,Nurse,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
358,6,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
359,1,Other,Female,35-44,Yes,Yes,,,Yes,1.0,1.0,Other,Female,Yes,,,Other (specify),WAITING FOR PATIENTS,No
359,2,Doctor,Male,35-44,Yes,No,Not his/her shift,,Yes,2.0,2.0,Doctor,Male,No,Not his/her shift,,,,
